,u_male,u_female,tuple,s_male,s_female,bancorp_male,bancorp_female,del_male,del_female,average_male,average_female,female-male
25,-1.3230877,-1.0407774,"('moral', 'immoral')",-1.5380639,-1.3879553,0.54315114,0.63941216,0.07528889,0.053848907,-0.5606778860092163,-0.4338679611682892,0.12680992484092712
81,1.28528,1.0405465,"('industrious', 'lazy')",1.8059484,1.7236845,-0.41634762,-0.7273072,1.2161646,0.9605578,0.9727613925933838,0.7493704557418823,-0.22339093685150146
29,-1.2730304,-0.968932,"('honest', 'immoral')",-1.1676759,-0.9291441,-0.3997823,-0.3936391,-0.8395347,-0.97739387,-0.9200057983398438,-0.8172772526741028,0.10272854566574097
70,1.2601664,1.2433168,"('wise', 'unwise')",0.4110885,0.39607215,0.44202796,0.40752843,1.2063642,0.9010212,0.8299117684364319,0.7369846701622009,-0.09292709827423096
28,-1.2164204,-1.0686426,"('honest', 'dishonest')",-0.95714575,-0.6693777,-0.38000703,-0.27949777,-1.4470509,-1.3940513,-1.000156044960022,-0.8528923392295837,0.14726370573043823
68,-1.1920096,-1.3574238,"('clever', 'inept')",-0.89377725,-1.1238291,-0.5724186,-0.6586093,-0.108133614,-0.6830248,-0.6915847659111023,-0.9557217359542847,-0.2641369700431824
41,1.1485609,1.1477486,"('incorrupt', 'corrupt')",0.9504521,1.31418,0.051015794,-0.08267462,0.430507,0.41827613,0.645133912563324,0.699382483959198,0.05424857139587402
87,-1.1414173,-0.93097425,"('dedicated', 'undedicated')",-2.2072513,-1.851409,-0.6254834,-0.42200252,-0.67758155,-0.5697291,-1.162933349609375,-0.9435287117958069,0.21940463781356812
73,-1.1346442,-1.4385242,"('brilliant', 'incompetent')",-0.83561385,-1.3831921,-0.40895966,-0.4992023,-0.081192225,-0.4750147,-0.6151024699211121,-0.9489833116531372,-0.33388084173202515
14,1.1257113,1.0225542,"('supportive', 'unsupportive')",0.7374517,0.45162743,0.21466994,0.0712992,1.467609,1.047945,0.8863605260848999,0.6483564376831055,-0.23800408840179443
101,-1.1231055,-0.821676,"('successful', 'unsuccessful')",-0.65530014,-0.5862003,-0.99354094,-0.99239254,-0.75204945,-0.58481693,-0.8809990286827087,-0.7462714314460754,0.1347275972366333
60,-1.1038032,-0.70560074,"('educated', 'uneducated')",-1.1987791,-0.7531843,0.93551147,1.1226552,-0.3562576,-0.062898576,-0.4308320879936218,-0.099757120013237,0.3310749679803848
1,-1.0952463,-0.89922833,"('friendly', 'unfriendly')",-1.6254693,-1.2045774,-1.6636217,-1.5851858,-1.8669108,-1.8870823,-1.562812089920044,-1.3940184116363525,0.1687936782836914
65,-1.0748801,-0.90128493,"('practical', 'impractical')",-1.5140071,-1.4881842,-0.744943,-0.5376449,-0.45415926,-0.5255508,-0.9469974040985107,-0.8631662130355835,0.08383119106292725
74,-1.025248,-1.0170724,"('insightful', 'unperceptive')",-0.8453063,-0.88046503,-0.82072175,-0.8485622,0.33665007,0.112776324,-0.588656485080719,-0.6583308577537537,-0.06967437267303467
7,0.9615499,0.6958792,"('outgoing', 'distant')",0.5574417,0.43451837,-0.88339996,-1.2195804,0.38042766,-0.25608027,0.2540048360824585,-0.08631578087806702,-0.3403206169605255
106,0.94748807,1.0396903,"('conventional', 'unconventional')",0.16194272,0.39784598,-0.040573552,0.12501776,-0.036371797,0.04663293,0.2581213414669037,0.4022967219352722,0.14417538046836853
24,-0.9263843,-0.79400146,"('thoughtful', 'rough')",-1.3829374,-1.0389155,-0.054465026,-0.015405536,-0.5243951,-0.46464586,-0.7220455408096313,-0.5782420635223389,0.14380347728729248
77,0.9092963,0.918738,"('active', 'inactive')",0.47027308,0.9483801,-0.92270166,-1.0773954,0.12736684,0.1752713,0.14605861902236938,0.2412484884262085,0.09518986940383911
33,-0.8920498,-0.6944004,"('softhearted', 'hardhearted')",-1.7062128,-1.4781152,-0.15393525,-0.16819215,-1.4020965,-1.3966267,-1.0385735034942627,-0.9343336224555969,0.10423988103866577
11,-0.8778832,-0.83602273,"('caring', 'unaffectionate')",-1.4087851,-1.4143167,-2.1583173,-2.1864398,-1.7392168,-1.8784575,-1.5460505485534668,-1.578809142112732,-0.03275859355926514
102,-0.87746155,-0.71074915,"('eminent', 'low')",-0.6899647,-0.69344366,0.44858158,0.62669396,-0.47637042,-0.35145068,-0.3988037705421448,-0.28223738074302673,0.11656638979911804
64,-0.8291422,-0.54524654,"('clever', 'incompetent')",-1.2038223,-1.1148214,0.80906117,0.95183563,-0.06739417,-0.039547265,-0.3228243589401245,-0.18694491684436798,0.13587944209575653
100,-0.8110441,-0.45576343,"('influential', 'uninfluential')",-1.1500468,-0.9076897,0.2884032,0.5457975,0.052683234,0.16256171,-0.40500113368034363,-0.16377347707748413,0.2412276566028595
99,-0.7964083,-0.8969715,"('prestigious', 'insignificant')",-0.25963908,-0.07923794,-1.0309889,-1.1074672,-1.1388874,-1.1288464,-0.8064809441566467,-0.8031307458877563,0.003350198268890381
12,-0.7949267,-0.71026945,"('sympathetic', 'unsympathetic')",-1.6161723,-1.5258291,0.5207514,0.6398504,-0.3935389,-0.41327703,-0.5709716081619263,-0.5023813247680664,0.06859028339385986
54,0.771978,0.6297082,"('smart', 'stupid')",1.0368693,0.82709134,-0.14175916,-0.34660947,0.6535804,0.08247468,0.5801671743392944,0.2981661856174469,-0.28200098872184753
62,-0.75077105,-0.6386686,"('creative', 'uncreative')",-1.100335,-0.774526,-0.7139607,-0.64651567,-0.66044986,-0.6273167,-0.8063791990280151,-0.6717567443847656,0.1346224546432495
21,0.74960023,0.6969507,"('nice', 'nasty')",0.84449726,0.7686704,-0.14807624,-0.2885114,1.0220215,1.0897925,0.6170107126235962,0.566725492477417,-0.0502852201461792
72,-0.74325967,-0.37148082,"('logical', 'illogical')",-0.80586207,-0.76219964,-0.42744637,-0.4251438,-0.70489573,-0.49297965,-0.6703659296035767,-0.5129510164260864,0.15741491317749023
32,-0.72525626,-0.54685724,"('benevolent', 'hardhearted')",-1.339325,-0.8827551,-1.9291081,-1.6748351,-1.50141,-1.2020481,-1.373774766921997,-1.0766239166259766,0.2971508502960205
4,-0.6657128,-0.5948527,"('likable', 'unlikable')",-0.93390405,-0.8977578,-1.8678328,-1.8887656,-0.47209173,-0.3947039,-0.9848853349685669,-0.9440199732780457,0.04086536169052124
44,-0.6607201,-0.73219836,"('truthful', 'untruthful')",-0.06648056,-0.38682705,-1.4175123,-1.5116706,-0.7053901,-0.7327064,-0.7125257253646851,-0.8408505916595459,-0.12832486629486084
31,-0.6537841,-0.5234851,"('altruistic', 'egoistic')",-0.74065673,-0.30866084,-0.9373328,-0.96123844,-0.6065016,-0.5490996,-0.7345688343048096,-0.5856209993362427,0.1489478349685669
35,0.6379216,0.98895246,"('fair', 'unfair')",1.396543,1.6328251,0.66243404,0.44880757,0.30642724,0.4801979,0.7508314847946167,0.8876957297325134,0.13686424493789673
22,0.63437206,0.75199056,"('welcoming', 'disagreeable')",0.13983181,0.39298332,0.7109407,0.6856879,0.68408823,0.5803343,0.5423082113265991,0.6027489900588989,0.060440778732299805
55,-0.61899525,-0.45616686,"('intelligent', 'unintelligent')",-0.98545027,-0.771705,0.4417355,0.45895278,0.00784868,-0.21725017,-0.28871530294418335,-0.2465423196554184,0.042172983288764954
45,-0.61821926,-0.6693046,"('cooperative', 'exploitative')",-0.69450045,-0.7318275,-0.23562089,-0.134942,-0.8046666,-1.0384748,-0.5882517695426941,-0.6436372399330139,-0.055385470390319824
71,-0.6151634,-0.48647302,"('efficient', 'inefficient')",-0.98342305,-1.1852483,0.30609953,0.27766466,0.77104187,0.5426831,-0.13036125898361206,-0.21284335851669312,-0.08248209953308105
103,0.60132676,0.66484934,"('traditional', 'modern')",0.55123687,0.41182768,1.6278226,1.7673242,0.7143144,0.45518368,0.8736751675605774,0.8247962594032288,-0.04887890815734863
105,0.5893286,0.47076976,"('conventional', 'modern')",-0.2416121,-0.26325893,-1.0771985,-0.97381127,-1.1691519,-1.3631048,-0.4746584892272949,-0.5323513150215149,-0.05769282579421997
107,0.5731008,0.5392966,"('conventional', 'modern')",0.09382111,-0.04821396,0.21601802,0.39782986,0.5688279,0.8819592,0.3629419803619385,0.44271793961524963,0.07977595925331116
98,-0.5529268,-0.7105448,"('prestigious', 'insignificant')",-0.16405134,-0.08335818,-0.63857484,-0.8109204,-0.82237536,-0.9792261,-0.5444820523262024,-0.6460123658180237,-0.10153031349182129
9,-0.53771514,-0.44997954,"('sensitive', 'insensitive')",-0.82455635,-0.83095413,-0.1765274,-0.23290879,-0.17328447,-0.47724673,-0.4280208349227905,-0.4977722764015198,-0.06975144147872925
67,-0.51486105,-0.325317,"('discriminating', 'undiscriminating')",-0.5993761,-0.23447993,-0.88570315,-0.8959999,-0.1571461,-0.12794308,-0.5392715930938721,-0.39593496918678284,0.14333662390708923
39,-0.5137397,-0.45401427,"('right', 'wrong')",-0.02158305,0.16675487,-0.79409707,-0.91028774,-0.5814413,-0.5039663,-0.47771528363227844,-0.42537838220596313,0.05233690142631531
88,0.51177776,0.31292874,"('impulsive', 'meek')",1.1039596,0.9828484,-0.052979544,-0.25935584,1.0254798,0.99979603,0.6470593810081482,0.5090543031692505,-0.1380050778388977
36,-0.5005028,-0.6409911,"('tolerant', 'intolerant')",-0.8750172,-1.063412,0.09128159,0.29093817,-0.4225944,-0.46506488,-0.4267081916332245,-0.46963244676589966,-0.04292425513267517
80,0.49400762,0.76428753,"('independent', 'dependent')",0.49290395,0.6838896,2.0596616,1.9192481,0.4665889,0.41219637,0.8782905340194702,0.9449054002761841,0.06661486625671387
15,0.48646653,0.65973616,"('polite', 'impolite')",0.61787915,0.6943095,0.49951488,0.6537465,1.1044207,1.3836783,0.6770703196525574,0.8478676080703735,0.17079728841781616
42,0.48159015,0.5153606,"('amicable', 'hostile')",0.46996683,0.7285613,-1.2470003,-1.2763395,0.14149004,0.18209028,-0.03848832845687866,0.03741815686225891,0.07590648531913757
96,-0.47646832,-0.26010966,"('powerful', 'powerless')",0.43924114,0.5093158,-0.8717902,-0.6984346,0.56333834,0.8235209,-0.08641974627971649,0.09357310831546783,0.17999285459518433
18,-0.4755137,-0.3600675,"('social', 'asocial')",-0.35912144,-0.37318996,-0.2884058,-0.14405504,-0.3456481,-0.055454686,-0.3671722412109375,-0.23319177329540253,0.13398046791553497
19,-0.4715015,-0.3318283,"('funny', 'boring')",-0.49064285,-0.30788672,-1.1941208,-1.1519969,-0.23096144,-0.10849309,-0.5968066453933716,-0.47505122423171997,0.12175542116165161
93,-0.47033185,-0.42308068,"('dominating', 'dominated')",0.20065835,0.16068792,0.4660932,0.59975797,0.57005376,0.92895865,0.19161836802959442,0.31658095121383667,0.12496258318424225
0,-0.46380547,-0.027501881,"('sociable', 'unsociable')",-0.8173182,-0.44191256,-0.0919185,0.11102101,0.20546514,0.45278662,-0.29189425706863403,0.02359829843044281,0.31549255549907684
61,0.46360835,0.6012131,"('rational', 'irrational')",0.39002776,0.57449454,-0.38672712,-0.44416922,-0.11614877,-0.0048944056,0.08769006282091141,0.1816609799861908,0.09397091716527939
49,-0.4495237,-0.40393704,"('responsible', 'irresponsible')",-1.0167278,-0.87323254,-0.19206995,-0.13209695,-0.48114413,-0.56450534,-0.5348663926124573,-0.49344295263290405,0.04142343997955322
2,-0.4277233,-0.1944241,"('friendly', 'unfriendly')",-0.81412303,-0.61274534,0.66610444,0.88015914,-0.35237134,-0.08654475,-0.2320283055305481,-0.0033887624740600586,0.22863954305648804
56,0.42264044,0.46457347,"('intelligent', 'dumb')",0.983101,1.2694297,1.3278823,1.1723036,1.1832035,1.248202,0.9792068004608154,1.0386271476745605,0.05942034721374512
57,-0.4193132,-0.36976156,"('able', 'unable')",-0.3830642,-0.5276557,0.3705881,0.31311134,-0.07108092,-0.24628007,-0.12571755051612854,-0.20764651894569397,-0.08192896842956543
8,0.41305655,0.18569677,"('open', 'distant')",-0.22062325,-0.14158443,-0.81559396,-1.131125,-0.2796909,-0.7363653,-0.22571289539337158,-0.4558444917201996,-0.230131596326828
83,-0.41282552,-0.35532147,"('energetic', 'lethargic')",-0.67661047,-0.59648156,0.47116673,0.55329096,0.4206838,0.45711994,-0.04939638078212738,0.014651969075202942,0.06404834985733032
26,0.39779434,0.6037209,"('trustworthy', 'untrustworthy')",0.53648925,0.5513491,1.1512858,1.3278286,1.0948598,1.1926491,0.7951073050498962,0.9188869595527649,0.12377965450286865
20,-0.39384702,-0.2838794,"('popular', 'unpopular')",0.14811808,0.27692991,-0.4182053,-0.48459652,-0.21441647,-0.067153394,-0.21958768367767334,-0.1396748423576355,0.07991284132003784
30,-0.36950356,-0.19474423,"('honest', 'dishonest')",-0.4211919,-0.2424391,-0.5835436,-0.6452773,0.058194548,0.1611962,-0.32901111245155334,-0.23031610250473022,0.09869500994682312
47,-0.34570748,-0.15526974,"('forgiving', 'unforgiving')",-1.2650491,-0.9534594,-0.80817056,-0.63535297,-0.82122976,-0.6898725,-0.810039222240448,-0.6084886789321899,0.20155054330825806
92,-0.34145948,-0.5368719,"('unwavering', 'wavering')",-0.07373518,-0.2526112,-0.70970505,-0.8825877,-0.13577169,-0.48559,-0.3151678442955017,-0.539415180683136,-0.22424733638763428
23,0.3136515,0.09837133,"('hospitable', 'inhospitable')",0.2982089,0.076487124,0.44341585,0.2598485,0.112324476,-0.29610014,0.2919001877307892,0.034651704132556915,-0.25724848359823227
89,-0.30359274,-0.4226748,"('daring', 'anxious')",0.06113401,0.06003347,-0.038220227,0.06132877,0.1989139,0.29291052,-0.020441263914108276,-0.002100512385368347,0.01834075152873993
76,0.3015643,0.50434583,"('secure', 'insecure')",0.14434367,0.14524746,0.3381135,0.5462158,0.51748985,0.6342767,0.32537782192230225,0.4575214385986328,0.13214361667633057
110,0.27852416,0.18244992,"('narrow-minded', 'open-minded')",0.117494464,-0.2015568,0.19654855,0.25172764,-0.44505545,-0.32140687,0.036877937614917755,-0.02219652757048607,-0.059074465185403824
59,-0.27797434,-0.09544948,"('skillful', 'clumsy')",-0.031960517,-0.060613036,-0.40532738,-0.47181278,0.09516838,0.13729626,-0.155023455619812,-0.12264476716518402,0.03237868845462799
69,0.27096826,0.32760206,"('wise', 'foolish')",-0.23570237,0.032103956,-0.44144544,-0.5245074,-0.67034453,-0.887127,-0.26913100481033325,-0.2629821002483368,0.00614890456199646
16,0.24895293,0.61427194,"('social', 'antisocial')",-0.32052603,-0.18526554,0.5669751,0.85972714,0.3762023,0.5585479,0.2179010808467865,0.4618203639984131,0.2439192831516266
52,-0.23639148,-0.053431764,"('competitive', 'uncompetitive')",-0.16757125,-0.14376983,0.3514833,0.4214316,1.1134022,1.2908449,0.2652307152748108,0.3787687420845032,0.11353802680969238
97,-0.21929789,0.0036235452,"('superior', 'inferior')",-0.33527395,0.13363123,-0.11535457,-0.09572339,-0.77555466,-0.6088186,-0.3613702654838562,-0.14182180166244507,0.21954846382141113
82,0.2182586,0.26540834,"('industrious', 'meek')",1.1333029,1.2656841,-1.1096069,-1.3464766,0.5036836,0.35484797,0.1864095777273178,0.13486595451831818,-0.051543623208999634
5,-0.21056567,-0.06436589,"('pleasant', 'repellent')",-0.31704676,-0.58645505,0.68506104,0.7272531,-0.15453148,-0.009829223,0.0007292777299880981,0.016650721430778503,0.015921443700790405
10,-0.20520465,-0.19265313,"('affectionate', 'unaffectionate')",-0.80899763,-0.57405305,-1.468249,-1.3349808,-0.9928772,-0.9733261,-0.8688321113586426,-0.7687532901763916,0.10007882118225098
90,-0.20334178,-0.26048684,"('motivated', 'unmotivated')",-0.0005043745,-0.19145304,0.589619,0.41224116,1.6085019,1.0431734,0.49856868386268616,0.25086867809295654,-0.24770000576972961
43,0.17580298,0.15200892,"('genuine', 'fake')",-0.51376605,-0.3775317,0.58087814,0.6184064,-0.13382867,-0.26813,0.02727159857749939,0.03118840605020523,0.003916807472705841
85,0.12068248,-0.026490182,"('ambitious', 'unambitious')",-0.40471986,-0.3345522,0.19836602,0.2759664,-0.028325468,-0.093636096,-0.028499208390712738,-0.04467801749706268,-0.016178809106349945
17,0.11502093,0.45820192,"('social', 'antisocial')",-0.042440183,0.1966954,0.0793335,0.19349991,0.0036062598,0.2505982,0.0388801246881485,0.27474886178970337,0.23586873710155487
94,0.096147954,0.16952497,"('aggressive', 'submissive')",0.2491233,0.13059762,1.0182856,1.1618891,0.77022994,0.97367835,0.5334466695785522,0.6089224815368652,0.07547581195831299
91,0.08499831,0.10538167,"('resilient', 'nonresilient')",0.008906066,-0.04220903,-0.3865993,-0.53602874,0.8524773,0.618477,0.1399455964565277,0.03640522062778473,-0.10354037582874298
79,-0.030180752,0.15952453,"('determined', 'doubtful')",-0.11051378,0.3272677,-0.115576625,-0.006894514,0.2981455,0.5056771,0.010468587279319763,0.24639371037483215,0.2359251230955124
51,-0.023474276,0.07235095,"('competent', 'incompetent')",-0.678311,-0.7913275,0.8737917,0.92180204,0.90505624,0.74418926,0.26926565170288086,0.2367537021636963,-0.03251194953918457
104,-0.012526199,0.0829204,"('conventional', 'unconventional')",-0.28433675,0.063726336,-1.3076284,-1.257338,-0.86320865,-0.94207835,-0.6169250011444092,-0.5131924152374268,0.10373258590698242
109,-0.003938824,0.17389372,"('conservative', 'liberal')",0.1587286,0.13655072,1.1697104,1.1696494,0.9739914,1.1441712,0.5746228694915771,0.6560662984848022,0.0814434289932251
108,-0.003938824,0.17389372,"('conservative', 'liberal')",0.1587286,0.13655072,1.1697104,1.1696494,0.9739914,1.1441712,0.5746228694915771,0.6560662984848022,0.0814434289932251
84,0.002434224,0.124489814,"('self-confident', 'diffident')",0.38500398,0.30177113,-0.7361407,-0.8060268,-0.23409595,-0.23753317,-0.1456996202468872,-0.1543247550725937,-0.008625134825706482
