,entergy_male,entergy_female,tuple,corp_male,corp_female,new_male,new_female,average_male,average_female,female-male
23,0.5134196,-0.0040505454,"('hospitable', 'inhospitable')",0.7526314,0.81820834,1.1858441,1.118948,0.817298412322998,0.644368569056193,-0.17292984326680505
58,-0.5030302,-0.12723613,"('able', 'clumsy')",-2.2373161,-1.8838849,-1.5659094,-1.5201012,-1.4354186058044434,-1.1770741144816081,0.2583444913228352
12,0.49252793,0.84001136,"('sympathetic', 'unsympathetic')",-1.3533148,-1.4027944,-1.2802973,-1.1208498,-0.7136947313944498,-0.5612109502156576,0.15248378117879224
9,0.48336202,0.35294664,"('sensitive', 'insensitive')",-1.0999589,-1.0613891,-0.98445404,-0.92043555,-0.5336836179097494,-0.5429593324661255,-0.009275714556376102
72,0.47067952,0.54082036,"('logical', 'illogical')",-1.4069908,-1.3363023,-0.42463043,-0.11634571,-0.4536472161610921,-0.30394254128138226,0.14970467487970984
105,0.45021296,0.35878608,"('conventional', 'modern')",-0.48005888,-0.4712868,0.8306431,0.5736888,0.2669324080149333,0.15372935930887857,-0.11320304870605472
82,-0.44400656,-0.8124609,"('industrious', 'meek')",1.0922787,1.2331986,1.3513242,1.312031,0.6665321191151937,0.5775895913441976,-0.0889425277709961
71,-0.42029393,-0.12306982,"('efficient', 'inefficient')",-1.1294833,-1.2358482,-1.2771156,-1.4559102,-0.942297617594401,-0.9382760524749756,0.004021565119425419
18,0.41959333,0.7767789,"('social', 'asocial')",-0.15735155,-0.051664025,-1.5692225,-1.306341,-0.4356602032979329,-0.19374207655588785,0.24191812674204508
17,0.40684193,0.70448667,"('social', 'antisocial')",-0.2864834,0.066805124,-0.42820126,-0.10149157,-0.10261424382527669,0.22326674064000449,0.3258809844652812
25,-0.40259472,0.22029924,"('moral', 'immoral')",-1.5206175,-1.3253146,-1.4564099,-1.4396524,-1.1265406608581543,-0.848222573598226,0.27831808725992835
79,-0.39145616,-0.46207392,"('determined', 'doubtful')",0.44676286,0.76036924,0.31559122,0.37995023,0.12363263964653015,0.22608184814453125,0.1024492084980011
85,0.3807201,0.5176789,"('ambitious', 'unambitious')",-0.31822163,-0.35626906,0.013987601,0.106343,0.025495360294977825,0.08925095200538635,0.06375559171040852
96,-0.37337497,-0.08040996,"('powerful', 'powerless')",-0.0942453,0.08052668,-0.45298013,-0.42514718,-0.3068668047587077,-0.14167682329813638,0.16518998146057132
8,0.36445192,-0.8214439,"('open', 'distant')",1.4154859,1.2487043,1.1676544,0.7915691,0.9825307528177897,0.40627650419871014,-0.5762542486190796
94,-0.34175792,0.29278913,"('aggressive', 'submissive')",-0.09218556,-0.26384047,-0.6174553,-0.32319823,-0.350466251373291,-0.09808318813641866,0.2523830632368724
110,0.33230758,0.4858563,"('narrow-minded', 'open-minded')",0.15512341,0.24599168,-0.38863587,-0.16592145,0.0329317053159078,0.18864218393961588,0.15571047862370807
55,0.31320202,0.5037447,"('intelligent', 'unintelligent')",-1.5241168,-1.5656445,-0.3138889,-0.4464134,-0.508267879486084,-0.5027710596720377,0.005496819814046261
0,0.30531174,0.82758564,"('sociable', 'unsociable')",-0.78538966,-0.43198916,-0.76800233,-0.5637635,-0.4160267512003581,-0.05605567495028178,0.3599710762500763
86,0.30093825,0.26223183,"('self-reliant', 'helpless')",2.751844,2.6451762,1.5905108,1.749958,1.5477643013000488,1.5524552663167317,0.004690965016682869
20,-0.28635323,-0.18978396,"('popular', 'unpopular')",-0.1849665,-0.17244402,1.8974743,1.6604376,0.4753848711649577,0.4327365557352702,-0.0426483154296875
36,-0.28377295,0.2797492,"('tolerant', 'intolerant')",-1.3469197,-1.1648283,-0.8488381,-0.593192,-0.8265102704366049,-0.49275700251261395,0.3337532679239909
98,-0.27314594,-0.6315919,"('prestigious', 'insignificant')",-0.5078856,-0.44825798,0.27524158,0.15429056,-0.16859662532806396,-0.30851980050404865,-0.13992317517598468
24,-0.25442106,-0.0013430119,"('thoughtful', 'rough')",-1.4458349,-1.2531471,-0.80838597,-1.0449764,-0.8362139066060384,-0.7664888699849447,0.06972503662109375
45,0.23985168,0.27282503,"('cooperative', 'exploitative')",-1.1704645,-0.9724724,-1.0277846,-0.9165996,-0.652799129486084,-0.5387489795684814,0.11405014991760254
84,0.23797092,-0.3355399,"('self-confident', 'diffident')",0.04052466,0.12735969,-0.24383731,-0.37390593,0.011552756031354269,-0.1940287152926127,-0.20558147132396698
7,0.22773503,-0.7734807,"('outgoing', 'distant')",1.2281502,1.04766,0.8801502,0.5827791,0.7786784966786703,0.2856527964274089,-0.4930257002512614
2,0.22683072,0.8419423,"('friendly', 'unfriendly')",-1.418464,-1.5280867,-1.6722184,-1.4798024,-0.9546171824137369,-0.7219822406768799,0.23263494173685706
29,0.22524783,0.12521374,"('honest', 'immoral')",-1.8260021,-1.7521313,-1.9729593,-2.176074,-1.1912378470102947,-1.267663876215617,-0.07642602920532227
81,-0.21973497,-0.9527739,"('industrious', 'lazy')",2.0935724,2.177915,2.0022373,2.030965,1.2920249303181965,1.0853687922159831,-0.2066561381022134
34,0.21518625,0.47801298,"('loyal', 'disloyal')",-2.017921,-1.7827404,-1.179813,-0.9404594,-0.9941825866699219,-0.7483956019083658,0.24578698476155603
57,-0.21494937,-0.25220254,"('able', 'unable')",-0.52577424,-0.47968864,-0.46497375,-0.62447196,-0.4018990993499756,-0.4521210193634033,-0.050221920013427734
91,-0.20850325,-0.33565116,"('resilient', 'nonresilient')",-0.1504333,-0.20740606,0.2389951,-0.08850193,-0.03998048106829325,-0.21051971117655435,-0.1705392301082611
69,0.20758715,-0.15836155,"('wise', 'foolish')",0.44740218,0.6480955,0.5438058,0.65526724,0.3995983600616455,0.3816670576731364,-0.017931302388509096
97,-0.20381385,-0.2151162,"('superior', 'inferior')",-1.0777923,-1.0853717,-0.99121296,-0.8188501,-0.7576063474019369,-0.7064460118611654,0.051160335540771484
50,-0.20150773,-0.19670407,"('unprejudiced', 'prejudiced')",2.2759738,2.2260273,1.2686491,1.0383911,1.114371697107951,1.0225714047749836,-0.09180029233296727
56,0.1910986,-0.008099519,"('intelligent', 'dumb')",1.6987584,1.7227203,0.690233,1.0119772,0.8600300153096517,0.9088659286499023,0.048835913340250614
104,0.18743835,0.20834859,"('conventional', 'unconventional')",-0.7870131,-0.6860226,0.09214801,-0.08103579,-0.1691422462463379,-0.18623660008112589,-0.017094353834787995
33,0.18687892,-0.016368538,"('softhearted', 'hardhearted')",-1.0268513,-0.9268272,-0.62816787,-0.6920396,-0.48938008149464923,-0.54507843653361,-0.055698355038960756
51,0.17888793,0.5759464,"('competent', 'incompetent')",-0.11847064,-0.098713234,0.07464939,0.2558064,0.04502222935358683,0.24434651931126913,0.1993242899576823
109,-0.1773391,0.19425294,"('conservative', 'liberal')",-0.18954298,-0.3518635,-1.097023,-1.0688727,-0.48796836535135907,-0.4088277419408162,0.07914062341054284
108,-0.1773391,0.19425294,"('conservative', 'liberal')",-0.18954298,-0.3518635,-1.097023,-1.0688727,-0.48796836535135907,-0.4088277419408162,0.07914062341054284
43,0.1749447,0.10266441,"('genuine', 'fake')",-0.23435366,-0.21506564,0.3768835,0.38788807,0.1058248480161031,0.09182894229888916,-0.013995905717213944
39,-0.17454213,-0.32789436,"('right', 'wrong')",0.6349007,0.8346789,0.26922962,0.41019645,0.24319605032602945,0.30566032727559406,0.06246427694956461
67,0.14470103,0.49971005,"('discriminating', 'undiscriminating')",-0.98974335,-0.78308094,0.70384866,0.7983501,-0.04706456263860067,0.17165974775950113,0.2187243103981018
106,-0.12877727,0.23172852,"('conventional', 'unconventional')",-0.62033725,-0.33703667,1.2797227,0.963664,0.17686939239501953,0.28611862659454346,0.10924923419952393
63,0.11671235,0.1360414,"('capable', 'incapable')",-1.1376256,-1.0196587,-0.33474922,-0.53823125,-0.45188748836517334,-0.47394951184590656,-0.022062023480733217
92,-0.11625075,-0.5512676,"('unwavering', 'wavering')",0.30593115,0.17524163,1.0242958,0.81975317,0.4046587149302165,0.14790906508763632,-0.2567496498425802
52,0.10656896,0.56216455,"('competitive', 'uncompetitive')",-0.29315704,-0.43968332,-0.82447207,-0.5201275,-0.33702003955841064,-0.1325487494468689,0.20447129011154175
88,0.09471359,0.009920128,"('impulsive', 'meek')",1.447821,1.2792021,1.563556,1.8192687,1.0353635152180989,1.0361302693684895,0.000766754150390625
83,0.08511475,0.43004817,"('energetic', 'lethargic')",-0.38989562,-0.51259035,-0.80170095,-0.6726756,-0.36882726351420086,-0.2517392635345459,0.11708799997965497
28,-0.06937891,-0.00033384562,"('honest', 'dishonest')",-2.0855794,-2.0146995,-1.27389,-0.99179226,-1.1429494222005208,-1.0022751490275066,0.14067427317301417
64,0.046648458,0.62838197,"('clever', 'incompetent')",-1.1046457,-1.0655162,-1.4687406,-1.580534,-0.842245896657308,-0.6725560824076334,0.16968981424967455
89,0.03457558,0.4320203,"('daring', 'anxious')",-0.35680014,-0.5358988,-1.1694336,-1.3868266,-0.49721940358479816,-0.4969017108281453,0.00031769275665283203
47,-0.033441097,0.3408746,"('forgiving', 'unforgiving')",-0.80979,-0.5174874,-0.45840046,-0.068962395,-0.4338771899541219,-0.08185839653015137,0.3520187934239705
99,-0.006217964,-0.17414445,"('prestigious', 'insignificant')",0.29116943,0.51564914,0.7842057,0.64763576,0.3563857078552246,0.32971348365147907,-0.026672224203745543
60,0.0061390176,0.41084522,"('educated', 'uneducated')",-0.94098175,-0.8681323,-0.794942,-0.4889455,-0.5765949090321859,-0.315410852432251,0.26118405659993493
