,scana_male,scana_female,tuple,corp_male,corp_female,new_male,new_female,average_male,average_female,female-male
84,-0.93440175,-0.11903238,"('self-confident', 'diffident')",0.04052466,0.12735969,-0.24383731,-0.37390593,-0.3792381286621094,-0.12185954054196675,0.25737858812014264
37,0.9125234,1.0760643,"('good', 'evil')",1.9438914,2.0353565,2.5303283,2.428041,1.7955810228983562,1.8464873631795247,0.05090634028116847
3,0.88462085,1.1063845,"('likable', 'unlikable')",1.6233785,1.5548921,1.4871099,1.6269121,1.3317031065622966,1.4293963114420574,0.09769320487976074
6,0.8569221,1.8540009,"('liked', 'disliked')",6.684802,6.6123395,3.2574773,3.5818095,3.5997339884440103,4.016049702962239,0.416315714518229
94,0.8300246,0.35615015,"('aggressive', 'submissive')",-0.09218556,-0.26384047,-0.6174553,-0.32319823,0.04012791315714518,-0.07696284850438435,-0.11709076166152954
72,0.82887256,0.49592748,"('logical', 'illogical')",-1.4069908,-1.3363023,-0.42463043,-0.11634571,-0.3342495361963908,-0.31890684366226196,0.015342692534128843
14,0.81095886,1.1923897,"('supportive', 'unsupportive')",1.4877679,1.4867378,-0.059206426,-0.05194989,0.7465067704518636,0.8757259051005045,0.12921913464864088
54,0.7911603,0.750722,"('smart', 'stupid')",0.42693397,0.34929267,0.84912705,0.60384494,0.6890737215677897,0.5679531892140707,-0.121120532353719
2,0.7843035,0.31073028,"('friendly', 'unfriendly')",-1.418464,-1.5280867,-1.6722184,-1.4798024,-0.7687929471333822,-0.8990529378255209,-0.13025999069213867
38,-0.7647681,-0.8315288,"('kind', 'unkind')",-2.3757577,-1.9031388,-1.1115729,-0.71509457,-1.4173661867777507,-1.1499207019805908,0.2674454847971599
96,-0.75517184,-0.7190335,"('powerful', 'powerless')",-0.0942453,0.08052668,-0.45298013,-0.42514718,-0.4341324170430501,-0.3545513153076172,0.07958110173543292
74,0.74844277,0.37632954,"('insightful', 'unperceptive')",-1.2442702,-1.3193259,-0.31318325,-0.21756577,-0.2696702281634013,-0.38685405254364014,-0.11718382438023883
1,-0.7464595,-0.060713664,"('friendly', 'unfriendly')",-1.3676949,-1.0302336,0.03334117,0.025989413,-0.6936043898264567,-0.35498595237731934,0.33861843744913733
90,0.742888,0.6969728,"('motivated', 'unmotivated')",0.5462045,0.32156423,-0.115985096,-0.5120882,0.391035795211792,0.1688162883122762,-0.22221950689951578
50,0.7417862,0.3307724,"('unprejudiced', 'prejudiced')",2.2759738,2.2260273,1.2686491,1.0383911,1.4288031260172527,1.198396921157837,-0.23040620485941576
93,0.70658755,0.38300833,"('dominating', 'dominated')",-0.022973418,-0.17457613,-1.2408098,-0.70492834,-0.1857318878173828,-0.16549871365229288,0.020233174165089934
39,-0.70535266,0.041257627,"('right', 'wrong')",0.6349007,0.8346789,0.26922962,0.41019645,0.06625921527544658,0.42871097723642987,0.3624517619609833
16,0.6877285,0.194222,"('social', 'antisocial')",-0.3652128,-0.106381685,-0.8021402,-0.50254613,-0.15987481673558554,-0.13823527097702026,0.021639545758565276
63,-0.67969364,-0.27165425,"('capable', 'incapable')",-1.1376256,-1.0196587,-0.33474922,-0.53823125,-0.7173561255137125,-0.6098480621973673,0.10750806331634521
52,0.67595375,0.4302682,"('competitive', 'uncompetitive')",-0.29315704,-0.43968332,-0.82447207,-0.5201275,-0.14722512165705362,-0.17651418844858804,-0.029289066791534424
66,0.66046846,1.2908264,"('imaginative', 'unimaginative')",3.0494213,3.0358052,0.34587073,0.7209271,1.3519201278686523,1.6825195948282878,0.3305994669596355
76,0.6597893,-0.055369593,"('secure', 'insecure')",-0.27963996,-0.35239786,-0.46814716,-0.3669712,-0.029332598050435383,-0.2582462231318156,-0.22891362508138022
71,0.65830576,-0.105357856,"('efficient', 'inefficient')",-1.1294833,-1.2358482,-1.2771156,-1.4559102,-0.5827643871307373,-0.9323720932006836,-0.3496077060699463
0,0.6541052,0.5890115,"('sociable', 'unsociable')",-0.78538966,-0.43198916,-0.76800233,-0.5637635,-0.29976226886113483,-0.1355803906917572,0.16418187816937763
31,-0.64116204,-0.43291557,"('altruistic', 'egoistic')",-0.277474,-0.047681987,0.63122517,0.40067068,-0.09580361843109131,-0.026642292737960815,0.0691613256931305
35,0.6406238,0.86779016,"('fair', 'unfair')",0.6981856,0.740138,0.53877056,0.72886944,0.6258600155512491,0.7789325714111328,0.15307255585988366
110,-0.63290274,-0.7063998,"('narrow-minded', 'open-minded')",0.15512341,0.24599168,-0.38863587,-0.16592145,-0.2888050675392151,-0.20877651373545328,0.08002855380376181
89,0.6257879,0.029583693,"('daring', 'anxious')",-0.35680014,-0.5358988,-1.1694336,-1.3868266,-0.300148606300354,-0.631047248840332,-0.330898642539978
11,-0.6241989,-0.0006529689,"('caring', 'unaffectionate')",-1.484493,-1.4917997,-0.39734697,-0.45263273,-0.8353463013966879,-0.6483617623647054,0.18698453903198242
21,0.62186754,0.7368507,"('nice', 'nasty')",0.38468748,0.27212715,0.35453856,0.31382322,0.4536978801091512,0.4409337043762207,-0.012764175732930483
40,-0.61242425,-0.91588795,"('honorable', 'mean')",-5.858739,-5.9650583,-2.9068136,-3.3330858,-3.12599245707194,-3.404677391052246,-0.27868493398030614
85,0.60814965,0.47161585,"('ambitious', 'unambitious')",-0.31822163,-0.35626906,0.013987601,0.106343,0.10130520661671956,0.07389659682909648,-0.02740860978762308
25,0.592909,0.0318394,"('moral', 'immoral')",-1.5206175,-1.3253146,-1.4564099,-1.4396524,-0.7947061856587728,-0.9110425313313802,-0.11633634567260742
46,0.5855392,0.8864454,"('generous', 'stingy')",2.3762202,2.3003333,0.83456933,0.996935,1.2654430071512859,1.3945711453755696,0.1291281382242837
9,0.5716889,0.30432338,"('sensitive', 'insensitive')",-1.0999589,-1.0613891,-0.98445404,-0.92043555,-0.5042413473129272,-0.5591670672098795,-0.054925719896952274
62,0.55410993,0.90721166,"('creative', 'uncreative')",-0.33273518,-0.144564,-0.56264377,-0.6173538,-0.11375633875528972,0.04843127727508545,0.16218761603037518
41,-0.54539067,0.21918547,"('incorrupt', 'corrupt')",1.3548378,1.374502,2.200282,2.1927314,1.003243048985799,1.2621396382649739,0.2588965892791748
70,0.5438198,0.9499304,"('wise', 'unwise')",1.1597657,1.1573492,1.675778,1.6813757,1.126454512278239,1.2628851731618245,0.13643066088358546
51,0.527978,0.34818769,"('competent', 'incompetent')",-0.11847064,-0.098713234,0.07464939,0.2558064,0.16138558586438498,0.16842695077260336,0.007041364908218384
12,0.5112263,0.41559732,"('sympathetic', 'unsympathetic')",-1.3533148,-1.4027944,-1.2802973,-1.1208498,-0.7074619134267172,-0.7026823361714681,0.0047795772552490234
65,-0.49665934,-1.1197128,"('practical', 'impractical')",-0.9191679,-0.87139773,-1.6388373,-1.5554767,-1.0182215372721355,-1.182195742925008,-0.16397420565287257
30,0.4941491,0.5384321,"('honest', 'dishonest')",-0.7890542,-0.85744035,-0.46290857,-0.09674831,-0.25260456403096515,-0.13858550786972046,0.11401905616124469
68,-0.47664094,-0.56505585,"('clever', 'inept')",-0.914963,-0.89569235,-0.6454199,-0.8717228,-0.6790079275767008,-0.7774902979532877,-0.09848237037658691
44,-0.4695469,-0.20549169,"('truthful', 'untruthful')",-0.6980455,-0.76625013,-0.44683415,-0.3493275,-0.538142204284668,-0.44035641352335614,0.09778579076131183
19,-0.46949714,0.14124393,"('funny', 'boring')",0.41201538,0.5815117,-0.057115197,0.104435325,-0.03819898764292399,0.27573031187057495,0.31392929951349896
36,-0.4692415,-0.63415736,"('tolerant', 'intolerant')",-1.3469197,-1.1648283,-0.8488381,-0.593192,-0.8883330821990967,-0.7973925272623698,0.09094055493672693
45,-0.44805834,-0.9533381,"('cooperative', 'exploitative')",-1.1704645,-0.9724724,-1.0277846,-0.9165996,-0.8821024894714355,-0.9474700291951498,-0.06536753972371423
7,0.4442681,0.94255006,"('outgoing', 'distant')",1.2281502,1.04766,0.8801502,0.5827791,0.8508561452229818,0.857663075129191,0.006806929906209236
13,0.4429353,0.18644282,"('helpful', 'unhelpful')",-3.0271235,-3.0961032,-2.575208,-2.4277782,-1.7197987238566081,-1.7791461944580078,-0.059347470601399666
104,-0.42850912,0.037560344,"('conventional', 'unconventional')",-0.7870131,-0.6860226,0.09214801,-0.08103579,-0.37445807456970215,-0.24316600958506265,0.1312920649846395
79,-0.42077976,-0.27927005,"('determined', 'doubtful')",0.44676286,0.76036924,0.31559122,0.37995023,0.11385810375213623,0.2870164712270101,0.17315836747487384
91,0.41483143,0.79065967,"('resilient', 'nonresilient')",-0.1504333,-0.20740606,0.2389951,-0.08850193,0.1677977442741394,0.1649172306060791,-0.0028805136680603027
42,-0.40572912,0.7323746,"('amicable', 'hostile')",1.0745797,1.3420484,1.8091202,1.8213055,0.8259902795155843,1.2985761960347493,0.47258591651916493
5,0.40279907,-0.13631615,"('pleasant', 'repellent')",-1.2856472,-1.3148067,-0.097297505,-0.30082503,-0.3267151912053426,-0.5839826265970866,-0.25726743539174396
18,-0.4002958,-0.41041666,"('social', 'asocial')",-0.15735155,-0.051664025,-1.5692225,-1.306341,-0.7089565594991049,-0.5894739230473837,0.11948263645172119
49,0.3993243,0.029610872,"('responsible', 'irresponsible')",-1.4365293,-1.2053922,-1.0568249,-1.0981494,-0.6980099678039551,-0.7579769293467203,-0.05996696154276526
99,-0.39589465,0.07913995,"('prestigious', 'insignificant')",0.29116943,0.51564914,0.7842057,0.64763576,0.2264934778213501,0.41414161523183185,0.18764813741048175
17,0.38462225,0.5589302,"('social', 'antisocial')",-0.2864834,0.066805124,-0.42820126,-0.10149157,-0.11002080639203389,0.1747479240099589,0.2847687304019928
88,-0.380315,0.35899186,"('impulsive', 'meek')",1.447821,1.2792021,1.563556,1.8192687,0.8770206769307455,1.1524875958760579,0.2754669189453124
67,-0.36938205,-0.24735492,"('discriminating', 'undiscriminating')",-0.98974335,-0.78308094,0.70384866,0.7983501,-0.21842557191848755,-0.0773619016011556,0.14106367031733197
81,0.35793725,0.40580487,"('industrious', 'lazy')",2.0935724,2.177915,2.0022373,2.030965,1.4845822652180989,1.5382283528645833,0.053646087646484375
22,0.33319318,0.3610937,"('welcoming', 'disagreeable')",1.6342537,1.9070294,0.5636344,0.47769773,0.843693733215332,0.9152736663818359,0.0715799331665039
86,0.32616067,0.5993421,"('self-reliant', 'helpless')",2.751844,2.6451762,1.5905108,1.749958,1.5561717351277669,1.664825439453125,0.10865370432535815
4,-0.29443356,-0.4630223,"('likable', 'unlikable')",-0.6973594,-0.49110615,0.38617718,0.37986428,-0.20187191168467203,-0.19142138957977295,0.01045052210489908
59,-0.2732383,0.011900544,"('skillful', 'clumsy')",0.07095654,0.19477667,1.3879981,1.4707971,0.39523879686991376,0.5591580867767334,0.16391928990681964
83,0.26325852,0.099055275,"('energetic', 'lethargic')",-0.38989562,-0.51259035,-0.80170095,-0.6726756,-0.3094460169474284,-0.3620702425638835,-0.05262422561645508
57,0.24818283,-0.10298388,"('able', 'unable')",-0.52577424,-0.47968864,-0.46497375,-0.62447196,-0.24752171834309897,-0.40238149960835773,-0.15485978126525876
28,-0.24405259,-0.20811468,"('honest', 'dishonest')",-2.0855794,-2.0146995,-1.27389,-0.99179226,-1.201174020767212,-1.0715354283650715,0.12963859240214037
56,0.24333541,0.6578766,"('intelligent', 'dumb')",1.6987584,1.7227203,0.690233,1.0119772,0.877442200978597,1.130858023961385,0.253415822982788
69,-0.24312353,-0.022053614,"('wise', 'foolish')",0.44740218,0.6480955,0.5438058,0.65526724,0.24936147530873617,0.42710304260253906,0.1777415672938029
97,0.23966649,0.27499014,"('superior', 'inferior')",-1.0777923,-1.0853717,-0.99121296,-0.8188501,-0.6097795963287354,-0.5430772304534912,0.06670236587524414
100,0.21862507,0.64976835,"('influential', 'uninfluential')",-0.63892,-0.5221347,-0.52025104,-0.49207926,-0.3135153253873189,-0.12148187557856242,0.19203344980875647
20,-0.21255106,0.43882132,"('popular', 'unpopular')",-0.1849665,-0.17244402,1.8974743,1.6604376,0.49998557567596436,0.6422716379165649,0.14228606224060059
92,-0.2071449,0.2990778,"('unwavering', 'wavering')",0.30593115,0.17524163,1.0242958,0.81975317,0.37436068058013916,0.43135754267374676,0.0569968620936076
60,0.1967378,0.33583584,"('educated', 'uneducated')",-0.94098175,-0.8681323,-0.794942,-0.4889455,-0.5130620002746582,-0.34041396776835126,0.17264803250630695
48,-0.18733941,0.13291383,"('reliable', 'unreliable')",2.681928,2.5936308,1.1541629,1.1235613,1.2162504990895588,1.2833685874938965,0.06711808840433764
26,-0.15529671,-0.13332722,"('trustworthy', 'untrustworthy')",0.38654366,0.5214009,-0.7467338,-0.48269907,-0.17182894547780356,-0.031541784604390465,0.14028716087341309
55,0.15081465,0.15364367,"('intelligent', 'unintelligent')",-1.5241168,-1.5656445,-0.3138889,-0.4464134,-0.5623970031738281,-0.6194714307785034,-0.05707442760467529
107,-0.14011915,0.06292941,"('conventional', 'modern')",0.41894037,0.40934473,1.0958123,1.6039909,0.45821118354797363,0.6920883655548096,0.23387718200683594
98,-0.13660803,0.123142816,"('prestigious', 'insignificant')",-0.5078856,-0.44825798,0.27524158,0.15429056,-0.1230839987595876,-0.05694153904914856,0.06614245971043904
23,0.12545165,0.60354596,"('hospitable', 'inhospitable')",0.7526314,0.81820834,1.1858441,1.118948,0.6879757245381674,0.8469007809956869,0.15892505645751953
82,-0.11319992,0.31984043,"('industrious', 'meek')",1.0922787,1.2331986,1.3513242,1.312031,0.7768009503682455,0.9550233681996664,0.1782224178314209
87,-0.1070475,-0.71416485,"('dedicated', 'undedicated')",-0.80255353,-0.59696186,-0.63571346,-0.37742674,-0.5151048501332601,-0.5628511508305868,-0.04774630069732666
29,-0.10129821,-0.29011077,"('honest', 'immoral')",-1.8260021,-1.7521313,-1.9729593,-2.176074,-1.300086498260498,-1.406105359395345,-0.10601886113484693
106,0.090796664,-0.120273754,"('conventional', 'unconventional')",-0.62033725,-0.33703667,1.2797227,0.963664,0.25006069739659625,0.16878451903661093,-0.08127617835998532
24,-0.06255124,-0.6803601,"('thoughtful', 'rough')",-1.4458349,-1.2531471,-0.80838597,-1.0449764,-0.7722573280334473,-0.9928278923034668,-0.22057056427001953
47,-0.061228722,0.104727134,"('forgiving', 'unforgiving')",-0.80979,-0.5174874,-0.45840046,-0.068962395,-0.4431397517522176,-0.16057421763737997,0.28256553411483765
43,0.058287054,0.039748386,"('genuine', 'fake')",-0.23435366,-0.21506564,0.3768835,0.38788807,0.06693896651268005,0.07085693875948589,0.0039179722468058314
64,0.02972567,-0.4064802,"('clever', 'incompetent')",-1.1046457,-1.0655162,-1.4687406,-1.580534,-0.847886880238851,-1.0175100962320964,-0.16962321599324548
61,0.023872465,0.49217463,"('rational', 'irrational')",1.1557636,1.3685138,1.4804657,1.715029,0.8867006301879883,1.1919058163960774,0.3052051862080891
8,-0.023836643,0.47802457,"('open', 'distant')",1.4154859,1.2487043,1.1676544,0.7915691,0.8531012535095215,0.8394327163696289,-0.013668537139892578
102,-0.023819268,-0.090010464,"('eminent', 'low')",-0.53147554,-0.3426346,-0.2643765,-0.27766025,-0.27322375774383545,-0.23676844437917074,0.036455313364664704
33,-0.018406838,0.23185545,"('softhearted', 'hardhearted')",-1.0268513,-0.9268272,-0.62816787,-0.6920396,-0.5578086773554484,-0.46233709653218585,0.09547158082326251
