,k_male,k_female,tuple,b_male,b_female,home_male,home_female,average_male,average_female,female-male
0,-0.90290725,-0.67240626,"('sociable', 'unsociable')",-0.95488715,-0.68590146,-0.9573275,-0.54260796,-0.9383739630381266,-0.6336385409037272,0.3047354221343994
2,-0.90245366,-0.95458657,"('friendly', 'unfriendly')",-0.9851281,-0.68479824,0.091673374,0.24331096,-0.5986361503601074,-0.4653579394022624,0.13327821095784503
25,-0.8655106,-0.8497405,"('moral', 'immoral')",-1.415171,-1.3988961,-0.45094302,-0.7011275,-0.9105415344238281,-0.9832547505696615,-0.07271321614583337
42,0.86313903,1.1169538,"('amicable', 'hostile')",1.0376753,1.0743988,-0.33496153,-0.2048024,0.521950920422872,0.662183403968811,0.1402324835459391
24,-0.813907,-0.6177696,"('thoughtful', 'rough')",-0.5407717,-0.42633662,-0.17683703,0.26882377,-0.5105052789052328,-0.2584275007247925,0.2520777781804403
35,0.8109025,1.0129989,"('fair', 'unfair')",0.8966235,0.95150924,1.6036046,1.5988505,1.1037101745605469,1.1877862612406414,0.08407608668009448
33,-0.790319,-0.73402196,"('softhearted', 'hardhearted')",-1.1736591,-0.98120743,-1.6911156,-1.3652744,-1.2183645566304524,-1.0268346468607585,0.19152990976969386
18,-0.76113766,-0.6691011,"('social', 'asocial')",-0.8683249,-0.8030361,-0.41173685,-0.35368153,-0.6803997357686361,-0.6086062590281168,0.07179347674051928
62,-0.75780785,-0.6809488,"('creative', 'uncreative')",-0.32742125,-0.4785881,-0.38380003,-0.41678715,-0.48967639605204266,-0.5254413286844889,-0.035764932632446234
60,-0.74399495,-0.569362,"('educated', 'uneducated')",-1.2993289,-1.0519685,-0.042383134,0.079645604,-0.6952357292175293,-0.5138949553171793,0.18134077390034997
103,-0.7435531,-0.60193497,"('traditional', 'modern')",0.391774,0.39344957,1.8116288,1.6274638,0.486616571744283,0.4729928175608317,-0.013623754183451298
22,0.73750055,0.83141625,"('welcoming', 'disagreeable')",0.87979186,0.9348552,0.43484432,0.22104317,0.6840455532073975,0.6624382336934408,-0.02160731951395667
68,-0.71639836,-0.94869363,"('clever', 'inept')",-0.95885164,-1.2028756,-0.994766,-1.3595939,-0.890005350112915,-1.1703877449035645,-0.2803823947906494
99,-0.69713974,-0.5477803,"('prestigious', 'insignificant')",-0.050380886,-0.23653877,-0.013114154,0.021505475,-0.2535449266433716,-0.2542711893717448,-0.0007262627283732281
100,-0.68183815,-0.5912112,"('influential', 'uninfluential')",-1.1524792,-1.0277016,-0.27427882,-0.23297131,-0.7028653621673584,-0.617294708887736,0.08557065327962243
105,-0.67676896,-0.6064182,"('conventional', 'modern')",-0.5203739,-0.6052388,-0.7897619,-0.8390751,-0.6623015801111857,-0.6835773785909017,-0.021275798479716057
98,-0.64783096,-0.6668371,"('prestigious', 'insignificant')",-0.83592534,-1.0284861,-0.22097403,-0.2847398,-0.5682434240976969,-0.6600209871927897,-0.09177756309509277
47,-0.6365594,-0.47239172,"('forgiving', 'unforgiving')",-0.55104315,-0.24545383,-0.6635717,-0.7108049,-0.6170580784479777,-0.47621679306030273,0.14084128538767493
83,-0.6190808,-0.6750009,"('energetic', 'lethargic')",-1.3879737,-1.3041875,-0.29356492,-0.2791571,-0.7668730417887369,-0.752781867980957,0.014091173807779911
55,-0.61337185,-0.6584013,"('intelligent', 'unintelligent')",-0.42337245,-0.36233056,0.07584059,0.28076747,-0.32030125459035236,-0.2466548283894857,0.07364642620086667
61,0.6127882,0.98266315,"('rational', 'irrational')",0.44435033,0.5396443,-0.037509203,0.047013402,0.3398764530817668,0.5231069326400757,0.1832304795583089
8,0.60732067,0.44405565,"('open', 'distant')",0.47173813,0.2775717,0.041811556,-0.26800817,0.37362345059712726,0.15120639403661093,-0.22241705656051633
44,-0.5943583,-0.7417229,"('truthful', 'untruthful')",-1.122855,-1.172944,-0.8063218,-1.1416354,-0.8411783377329508,-1.0187674363454182,-0.1775890986124674
9,-0.59024143,-0.66382515,"('sensitive', 'insensitive')",-1.0783403,-1.1104263,-0.86191666,-1.0424817,-0.843499501546224,-0.9389110406239828,-0.09541153907775879
31,-0.5802239,-0.45402646,"('altruistic', 'egoistic')",-0.6442001,-0.6200015,-0.53494084,-0.29353547,-0.5864549477895101,-0.45585449536641437,0.13060045242309576
97,-0.56758374,-0.5274153,"('superior', 'inferior')",-0.18287301,-0.08201641,0.10255125,0.34491825,-0.21596848964691162,-0.08817114432652791,0.12779734532038373
30,-0.5614613,-0.5325664,"('honest', 'dishonest')",-1.0857369,-1.0297502,-1.5431831,-1.8452499,-1.0634604295094807,-1.1358555157979329,-0.07239508628845215
23,0.55425614,0.41970736,"('hospitable', 'inhospitable')",0.21861994,-0.04126811,-0.98405087,-1.248003,-0.07039159536361694,-0.28985458612442017,-0.21946299076080322
89,-0.54488015,-0.62372667,"('daring', 'anxious')",-0.35284913,-0.2850413,0.3898161,0.7965642,-0.1693043907483419,-0.03740123907725016,0.13190315167109173
15,0.5439945,0.5332112,"('polite', 'impolite')",0.18000188,0.28670406,0.17187381,0.23611388,0.29862340291341144,0.35200969378153485,0.05338629086812341
4,-0.5208072,-0.43175834,"('likable', 'unlikable')",-0.48615944,-0.47670433,-0.52854675,-0.6214354,-0.5118378003438314,-0.5099660158157349,0.001871784528096554
21,0.51696837,0.35652834,"('nice', 'nasty')",0.84037876,0.7347633,-0.37667602,-0.63720626,0.32689036925633747,0.15136180321375528,-0.17552856604258218
109,0.51353115,0.44001263,"('conservative', 'liberal')",0.09888503,0.13363901,1.5489736,1.3847607,0.7204632759094238,0.6528041362762451,-0.06765913963317871
108,0.51353115,0.44001263,"('conservative', 'liberal')",0.09888503,0.13363901,1.5489736,1.3847607,0.7204632759094238,0.6528041362762451,-0.06765913963317871
102,-0.49790394,-0.42511508,"('eminent', 'low')",-0.15280616,-0.18947878,0.08782029,0.30503577,-0.18762993812561035,-0.10318603118260701,0.08444390694300334
52,-0.4890213,-0.54899216,"('competitive', 'uncompetitive')",-0.87743187,-0.7447358,-0.42307377,-0.42964372,-0.5965089797973633,-0.5744572083155314,0.022051771481831905
5,-0.4603207,-0.44102716,"('pleasant', 'repellent')",-0.5924959,-0.5502205,0.45692876,0.41921237,-0.19862929979960123,-0.19067843755086264,0.007950862248738588
10,-0.44557175,-0.2906335,"('affectionate', 'unaffectionate')",-0.18619193,-0.14431787,-1.2167124,-1.2828951,-0.616158684094747,-0.5726154645284017,0.043543219566345215
39,0.4278581,0.4097679,"('right', 'wrong')",0.3504072,0.28718835,-0.057184577,-0.03383775,0.24036026000976562,0.22103951374689737,-0.019320746262868255
51,-0.3859709,-0.46486223,"('competent', 'incompetent')",-1.955461,-1.8141505,-1.5273256,-1.5317719,-1.289585828781128,-1.270261526107788,0.019324302673339844
76,-0.38413873,-0.35313416,"('secure', 'insecure')",-0.35083777,-0.18886438,0.39863673,0.5797302,-0.11211326718330383,0.012577235698699951,0.12469050288200378
19,-0.36927074,-0.20879358,"('funny', 'boring')",0.2834016,0.30653,-0.54344666,-0.4364184,-0.20977193117141724,-0.11289399862289429,0.09687793254852295
36,-0.3624906,-0.4168293,"('tolerant', 'intolerant')",-0.9137445,-0.8541354,-0.99239737,-0.9422605,-0.7562108039855957,-0.7377417087554932,0.01846909523010254
17,0.34448588,0.50218827,"('social', 'antisocial')",0.33157134,0.64470977,-0.3272472,-0.23387349,0.11627000570297241,0.30434151490529376,0.18807150920232135
43,0.33494622,0.31871927,"('genuine', 'fake')",-0.42033017,-0.2589481,-1.0831205,-0.9467052,-0.38950149218241376,-0.29564468065897626,0.0938568115234375
93,-0.3142925,-0.32363355,"('dominating', 'dominated')",-0.6445349,-0.492137,0.5436684,0.8319688,-0.13838632901509604,0.0053994059562683105,0.14378573497136435
94,0.27713287,0.19650194,"('aggressive', 'submissive')",-0.1956662,-0.11453688,0.55896205,0.38602787,0.2134762406349182,0.15599764386812845,-0.057478596766789763
104,-0.269656,-0.16829705,"('conventional', 'unconventional')",-0.47633043,-0.2731191,-0.30678153,-0.1328325,-0.3509226640065511,-0.19141622384389242,0.15950644016265866
20,-0.26054934,-0.18246454,"('popular', 'unpopular')",0.16321862,0.04654464,-1.1450562,-1.237855,-0.41412897904713947,-0.4579249620437622,-0.04379598299662274
106,0.25701034,0.38562107,"('conventional', 'unconventional')",0.13079202,0.41825736,-0.14754525,0.029510736,0.08008570472399394,0.2777963876724243,0.19771068294843036
92,0.25593913,0.10459444,"('unwavering', 'wavering')",-0.4898828,-0.70865226,-1.1259797,-1.3292975,-0.4533077875773112,-0.6444517771402994,-0.19114398956298823
26,0.25248185,0.25470534,"('trustworthy', 'untrustworthy')",-0.55973744,-0.48547858,0.3555552,0.3677212,0.016099870204925537,0.045649319887161255,0.029549449682235718
90,0.23228154,-0.056889385,"('motivated', 'unmotivated')",0.0023189783,-0.39748672,1.9013684,1.4437454,0.7119896411895752,0.32978975772857666,-0.38219988346099854
79,0.23226361,0.36996016,"('determined', 'doubtful')",0.40449,0.5444099,0.011005089,0.054961383,0.21591957410176596,0.3231104811032613,0.10719090700149533
84,0.22725132,0.23936166,"('self-confident', 'diffident')",0.44883958,0.3380797,-1.3042328,-1.6446064,-0.20938064654668173,-0.3557216723759969,-0.14634102582931516
59,0.19208673,0.18993865,"('skillful', 'clumsy')",-0.03958799,0.12415682,-0.3988674,-0.35805804,-0.08212288717428844,-0.014654189348220825,0.06746869782606761
107,-0.18223032,-0.1765302,"('conventional', 'modern')",-0.5309595,-0.40021747,-1.0683541,-1.0704156,-0.5938479900360107,-0.5490544239679972,0.044793566068013546
57,0.1802245,0.03545633,"('able', 'unable')",-0.31972033,-0.46208858,-0.721676,-0.8595289,-0.2870572805404663,-0.4287203947703044,-0.14166311422983807
16,0.17880234,0.2901935,"('social', 'antisocial')",-0.083566815,0.10708791,0.47836226,0.6230194,0.19119926293691,0.3401002883911133,0.14890102545420328
69,0.12435526,0.17904127,"('wise', 'foolish')",0.1529213,0.12814856,-0.8958661,-1.1928437,-0.2061965068181356,-0.29521795113881427,-0.08902144432067868
96,0.11222817,0.3111151,"('powerful', 'powerless')",0.4201415,0.50990546,0.28177685,0.28044522,0.2713821729024251,0.3671552340189616,0.0957730611165365
85,-0.08160362,-0.066129506,"('ambitious', 'unambitious')",-0.7872126,-0.7292234,-0.2707203,-0.2330817,-0.3798455397288005,-0.34281150499979657,0.037034034729003906
91,0.03373176,-0.09092772,"('resilient', 'nonresilient')",0.35939875,0.22815424,-0.09618865,-0.4832156,0.09898062547047932,-0.11532969276110332,-0.21431031823158264
110,0.0023447275,0.01608044,"('narrow-minded', 'open-minded')",-0.41855544,-0.36213514,-0.43740505,-0.31243008,-0.28453858693440753,-0.21949493885040283,0.0650436480840047
