,four_male,four_female,tuple,corners_male,corners_female,property_male,property_female,trust_male,trust_female,average_male,average_female,female-male
30,-0.7995921,-0.87218595,"('honest', 'dishonest')",-0.82891047,-1.1324728,0.33295554,0.14861356,-1.8578503,-1.7929034,-0.7883493304252625,-0.9122371673583984,-0.12388783693313599
5,-0.7563796,-0.8147906,"('pleasant', 'repellent')",0.2372322,0.26921988,0.27379775,0.36577868,-0.58536166,-0.62512463,-0.20767782628536224,-0.20122916996479034,0.006448656320571899
23,0.7562345,0.54276955,"('hospitable', 'inhospitable')",0.59589726,0.69398177,-0.029203206,0.28524584,0.7847271,0.58064336,0.5269139409065247,0.5256601572036743,-0.0012537837028503418
98,0.7450185,0.5989417,"('prestigious', 'insignificant')",1.5441294,1.8842368,-0.05646971,0.09562209,0.34604692,0.010562062,0.6446812748908997,0.6473406553268433,0.0026593804359436035
22,0.70598537,0.53403443,"('welcoming', 'disagreeable')",1.3078891,0.9745294,1.9256524,1.7710621,1.7881887,1.5706898,1.4319288730621338,1.2125788927078247,-0.21934998035430908
17,-0.6955353,-0.658289,"('social', 'antisocial')",-0.81451404,-0.56696683,-0.9830721,-0.89405894,-0.25118387,-0.11430034,-0.686076283454895,-0.558403730392456,0.12767255306243896
66,0.68176425,0.54202676,"('imaginative', 'unimaginative')",0.3315614,0.7266465,0.702456,0.69284284,0.8646885,1.3339225,0.6451175212860107,0.8238596320152283,0.17874211072921753
79,0.6736263,1.0847291,"('determined', 'doubtful')",-0.60521877,-0.46108115,-0.62570465,-0.7013188,-0.09837049,0.028401852,-0.16391690075397491,-0.012317255139350891,0.15159964561462402
46,0.66860306,0.9606234,"('generous', 'stingy')",1.704009,1.8168712,1.3709017,1.3425668,1.9300195,2.050515,1.418383240699768,1.5426440238952637,0.1242607831954956
104,-0.65318036,-0.3604216,"('conventional', 'unconventional')",-0.37853578,-0.27085844,0.41119033,0.78242964,-0.7213923,-0.87780654,-0.3354794979095459,-0.18166424334049225,0.15381525456905365
55,-0.61072695,-0.5185293,"('intelligent', 'unintelligent')",-0.46721864,-0.66041756,-0.21119028,-0.07803163,-0.83052,-0.85193527,-0.5299139618873596,-0.5272284746170044,0.0026854872703552246
94,-0.56486666,-0.39696208,"('aggressive', 'submissive')",-0.9646037,-1.0063176,-0.015293628,-0.062298834,0.032080084,0.12717067,-0.37817099690437317,-0.3346019685268402,0.04356902837753296
90,0.550427,0.081248105,"('motivated', 'unmotivated')",1.5920444,1.6666522,0.35962301,0.26549497,0.57270306,0.3192011,0.7686993479728699,0.5831490755081177,-0.1855502724647522
18,-0.54561096,-0.44149622,"('social', 'asocial')",-0.73582697,-1.032691,-0.45269573,-0.6635008,-1.2815759,-1.119718,-0.7539273500442505,-0.8143515586853027,-0.060424208641052246
19,0.5210762,0.61781436,"('funny', 'boring')",-1.0381104,-0.89321625,-0.21355361,-0.26945877,-0.20189244,-0.15702337,-0.23312005400657654,-0.1754710078239441,0.057649046182632446
4,-0.5167717,-0.6229311,"('likable', 'unlikable')",0.025942013,-0.25078663,-0.9979466,-1.0919856,-0.994311,-0.94143856,-0.6207717657089233,-0.7267854809761047,-0.1060137152671814
70,0.5145233,0.47260943,"('wise', 'unwise')",0.54062456,0.5215739,0.60594237,0.87167495,0.097301334,0.24731606,0.4395979046821594,0.5282936096191406,0.0886957049369812
93,-0.49691045,-0.28413808,"('dominating', 'dominated')",0.35998464,0.43622765,-0.06789866,0.1413885,0.16493958,0.39511615,-0.009971223771572113,0.17214855551719666,0.18211977928876877
39,0.49539414,0.5970539,"('right', 'wrong')",-0.3772525,-0.08927956,-0.1416933,-0.07204327,0.5742327,0.6364763,0.13767026364803314,0.2680518329143524,0.13038156926631927
77,0.46475273,0.6070974,"('active', 'inactive')",0.41183114,0.78846306,-0.41256684,-0.11895052,0.6160903,0.7169043,0.270026832818985,0.49837857484817505,0.22835174202919006
103,0.43906906,0.70808184,"('traditional', 'modern')",0.79007316,0.96371615,1.2334048,1.3321347,0.9966733,0.8596046,0.8648050427436829,0.9658843278884888,0.10107928514480591
59,0.38954127,0.36943987,"('skillful', 'clumsy')",1.0669838,1.2260804,-0.31341958,0.27209014,0.4750258,0.4375059,0.4045328199863434,0.5762791037559509,0.17174628376960754
57,-0.3771137,-0.78498507,"('able', 'unable')",0.31441274,0.16745496,0.6019564,0.51936764,-0.7270771,-0.90171367,-0.046955406665802,-0.24996903538703918,-0.20301362872123718
31,0.3585084,0.27588618,"('altruistic', 'egoistic')",0.45570478,0.32635415,-0.13693629,0.15433091,0.6301604,0.70197046,0.3268592953681946,0.3646354079246521,0.03777611255645752
109,-0.35305098,-0.04623229,"('conservative', 'liberal')",-0.22471255,-0.076835096,0.16036975,0.109604076,0.18423694,0.31258988,-0.058289214968681335,0.0747816413640976,0.13307085633277893
108,-0.35305098,-0.04623229,"('conservative', 'liberal')",-0.22471255,-0.076835096,0.16036975,0.109604076,0.18423694,0.31258988,-0.058289214968681335,0.0747816413640976,0.13307085633277893
96,-0.29563123,-0.26101047,"('powerful', 'powerless')",0.006964147,0.31840205,-1.4940294,-1.1306792,-0.6861342,-0.65221894,-0.6172076463699341,-0.4313766658306122,0.1858309805393219
54,-0.25831014,-0.48852104,"('smart', 'stupid')",0.014492929,-0.2901799,-0.021445401,-0.12826729,0.37600282,0.055816293,0.027685053646564484,-0.21278798580169678,-0.24047303944826126
26,-0.25214857,-0.056488007,"('trustworthy', 'untrustworthy')",0.543522,0.36943173,1.1550696,0.90600485,-0.5461563,-0.4275216,0.22507169842720032,0.19785675406455994,-0.02721494436264038
102,-0.24680924,-0.04538025,"('eminent', 'low')",0.14536014,0.10666865,0.12263423,0.62197995,-0.26155052,-0.13094601,-0.06009134650230408,0.13808059692382812,0.1981719434261322
63,-0.23466828,-0.4269056,"('capable', 'incapable')",-0.47556728,-0.52731633,-0.09328239,0.04548055,-0.5608492,-0.7466768,-0.3410918116569519,-0.41385453939437866,-0.07276272773742676
80,-0.19728044,-0.19629157,"('independent', 'dependent')",0.39874813,0.49510586,2.0751615,1.9786515,2.1851733,2.0050223,1.1154506206512451,1.0706219673156738,-0.04482865333557129
14,0.14798172,-0.02017939,"('supportive', 'unsupportive')",-0.06945128,-0.19021073,0.005246669,0.037813485,-0.29408222,-0.3208518,-0.05257628113031387,-0.12335710972547531,-0.07078082859516144
15,0.14481333,0.2511785,"('polite', 'impolite')",-0.83287585,-0.9938695,-0.14040142,-0.13161486,-0.4606517,-0.16893703,-0.3222789168357849,-0.2608107328414917,0.06146818399429321
91,-0.14075959,-0.18121657,"('resilient', 'nonresilient')",0.3953117,0.2743674,-0.43893233,-0.33490255,-0.566704,-0.9259884,-0.1877710521221161,-0.2919350266456604,-0.10416397452354431
62,-0.1057787,-0.2647427,"('creative', 'uncreative')",-0.54298383,-0.57061267,-0.4661163,-0.55122626,-0.6936164,-0.6057117,-0.45212382078170776,-0.4980733394622803,-0.04594951868057251
106,-0.105599,0.31941953,"('conventional', 'unconventional')",-0.2008433,0.06411724,0.44352522,0.66353834,0.13172714,-0.013609946,0.06720250844955444,0.25836628675460815,0.1911637783050537
110,-0.08720812,-0.013381511,"('narrow-minded', 'open-minded')",1.183372,1.2588933,0.6760931,0.65469325,0.6488602,0.6983496,0.6052793264389038,0.6496386528015137,0.04435932636260986
56,0.05907488,0.13949877,"('intelligent', 'dumb')",-0.03461951,0.08761376,0.5326264,0.69356227,1.4339883,1.2876827,0.49776750802993774,0.5520893335342407,0.05432182550430298
1,-0.05435869,-0.16987604,"('friendly', 'unfriendly')",-1.4377427,-1.7006673,-0.0048378706,0.17139176,-1.7611814,-1.7018938,-0.8145301342010498,-0.8502613306045532,-0.03573119640350342
10,0.0425691,-0.24194849,"('affectionate', 'unaffectionate')",-0.574874,-0.6757066,-0.88791335,-0.6042396,-1.0630112,-1.1571339,-0.6208073496818542,-0.6697571277618408,-0.04894977807998657
84,0.013282478,-0.32517838,"('self-confident', 'diffident')",-0.3516858,-0.431373,-1.0310212,-1.0698924,-0.77288496,-0.77150893,-0.5355774164199829,-0.6494882106781006,-0.11391079425811768
44,-0.005238518,-0.27264565,"('truthful', 'untruthful')",-1.9076009,-1.7036114,-1.3461802,-1.0855149,-1.4818356,-1.5242317,-1.1852138042449951,-1.146500825881958,0.03871297836303711
