,peabody_male,peabody_female,tuple,energy_male,energy_female,corp_male,corp_female,new_male,new_female,average_male,average_female,female-male
84,-1.0542963,-0.98445624,"('self-confident', 'diffident')",-1.3942723,-1.4147456,0.04052466,0.12735969,-0.24383731,-0.37390593,-0.6629703044891357,-0.6614370346069336,0.0015332698822021484
13,-1.051299,-0.8664015,"('helpful', 'unhelpful')",-2.7398748,-2.762312,-3.0271235,-3.0961032,-2.575208,-2.4277782,-2.3483762741088867,-2.2881486415863037,0.06022763252258301
102,-1.0473437,-1.1677983,"('eminent', 'low')",-0.76265794,-0.798442,-0.53147554,-0.3426346,-0.2643765,-0.27766025,-0.6514633893966675,-0.6466337442398071,0.0048296451568603516
10,-1.0357046,-1.0471778,"('affectionate', 'unaffectionate')",-0.84094787,-0.8618451,-0.05168128,0.14470398,0.7698784,0.8342984,-0.28961384296417236,-0.23250511288642883,0.05710873007774353
105,-1.0187266,-0.9945277,"('conventional', 'modern')",-0.18929489,-0.3269417,-0.48005888,-0.4712868,0.8306431,0.5736888,-0.2143593281507492,-0.30476683378219604,-0.09040750563144684
34,-0.98965216,-0.7810848,"('loyal', 'disloyal')",-1.3213265,-1.201011,-2.017921,-1.7827404,-1.179813,-0.9404594,-1.3771780729293823,-1.1763238906860352,0.20085418224334717
71,0.9820658,1.0667865,"('efficient', 'inefficient')",-1.7167315,-1.8953872,-1.1294833,-1.2358482,-1.2771156,-1.4559102,-0.7853161692619324,-0.8800897598266602,-0.09477359056472778
36,-0.97886205,-0.8207226,"('tolerant', 'intolerant')",-1.3933492,-1.3336675,-1.3469197,-1.1648283,-0.8488381,-0.593192,-1.1419923305511475,-0.9781025648117065,0.16388976573944092
90,0.9784614,0.78664714,"('motivated', 'unmotivated')",0.23011503,0.21945208,0.5462045,0.32156423,-0.115985096,-0.5120882,0.4096989631652832,0.20389381051063538,-0.20580515265464783
67,-0.97416997,-0.938189,"('discriminating', 'undiscriminating')",-0.9628219,-0.76276815,-0.98974335,-0.78308094,0.70384866,0.7983501,-0.5557217001914978,-0.42142200469970703,0.13429969549179077
58,-0.9710593,-0.8756332,"('able', 'clumsy')",-1.61344,-1.5121055,-2.2373161,-1.8838849,-1.5659094,-1.5201012,-1.5969312191009521,-1.447931170463562,0.14900004863739014
72,-0.8716583,-0.7865106,"('logical', 'illogical')",-1.5735381,-1.446734,-1.4069908,-1.3363023,-0.42463043,-0.11634571,-1.0692044496536255,-0.9214730858802795,0.14773136377334595
35,0.82681274,0.94676256,"('fair', 'unfair')",0.523046,0.5529777,0.6981856,0.740138,0.53877056,0.72886944,0.6467037200927734,0.7421869039535522,0.09548318386077881
19,-0.81778234,-0.7733171,"('funny', 'boring')",0.16994846,0.32816315,0.41201538,0.5815117,-0.057115197,0.104435325,-0.07323342561721802,0.060198262333869934,0.13343168795108795
12,-0.8093081,-0.6475214,"('sympathetic', 'unsympathetic')",-0.9069904,-1.0467482,-1.3533148,-1.4027944,-1.2802973,-1.1208498,-1.087477684020996,-1.054478406906128,0.032999277114868164
37,0.78774583,0.5371196,"('good', 'evil')",2.0589266,1.8966541,1.9438914,2.0353565,2.5303283,2.428041,1.8302230834960938,1.7242928743362427,-0.10593020915985107
100,-0.78630704,-0.43414503,"('influential', 'uninfluential')",-1.1249428,-0.9105959,-0.63892,-0.5221347,-0.52025104,-0.49207926,-0.7676052451133728,-0.5897387266159058,0.17786651849746704
47,-0.7501411,-0.67336905,"('forgiving', 'unforgiving')",0.18629563,0.33839262,-0.80979,-0.5174874,-0.45840046,-0.068962395,-0.4580090045928955,-0.23035655915737152,0.227652445435524
45,-0.7485135,-0.85134244,"('cooperative', 'exploitative')",-0.23946713,-0.34826183,-1.1704645,-0.9724724,-1.0277846,-0.9165996,-0.7965574264526367,-0.7721690535545349,0.024388372898101807
52,0.731666,0.9624005,"('competitive', 'uncompetitive')",-0.19016273,-0.13958667,-0.29315704,-0.43968332,-0.82447207,-0.5201275,-0.14403145015239716,-0.03424924612045288,0.10978220403194427
81,0.6971904,0.4912573,"('industrious', 'lazy')",0.8049395,0.81616807,2.0935724,2.177915,2.0022373,2.030965,1.3994848728179932,1.3790764808654785,-0.02040839195251465
76,0.6906169,0.7388141,"('secure', 'insecure')",-0.26303387,-0.1019059,-0.27963996,-0.35239786,-0.46814716,-0.3669712,-0.08005101978778839,-0.02061520516872406,0.05943581461906433
24,-0.68489873,-0.8497266,"('thoughtful', 'rough')",-1.1865315,-1.0124934,-1.4458349,-1.2531471,-0.80838597,-1.0449764,-1.0314127206802368,-1.0400859117507935,-0.00867319107055664
87,-0.68457663,-0.63795775,"('dedicated', 'undedicated')",-0.35249466,-0.43109983,-0.80255353,-0.59696186,-0.63571346,-0.37742674,-0.6188345551490784,-0.5108615159988403,0.10797303915023804
68,-0.68205696,-0.9854182,"('clever', 'inept')",-0.8852843,-1.0242932,-0.914963,-0.89569235,-0.6454199,-0.8717228,-0.7819310426712036,-0.9442815780639648,-0.16235053539276123
42,-0.675589,-0.8515511,"('amicable', 'hostile')",0.94391453,1.2263803,1.0745797,1.3420484,1.8091202,1.8213055,0.7880063652992249,0.8845458030700684,0.0965394377708435
2,0.66606563,0.944255,"('friendly', 'unfriendly')",-0.50260067,-0.3624283,-1.418464,-1.5280867,-1.6722184,-1.4798024,-0.731804370880127,-0.6065155863761902,0.12528878450393677
79,0.66210717,0.77035016,"('determined', 'doubtful')",0.1727868,0.20599775,0.44676286,0.76036924,0.31559122,0.37995023,0.39931198954582214,0.5291668772697449,0.12985488772392273
41,-0.62018454,-0.7181222,"('incorrupt', 'corrupt')",1.4368062,1.3471118,1.3548378,1.374502,2.200282,2.1927314,1.09293532371521,1.049055814743042,-0.04387950897216797
80,0.61745775,0.59372115,"('independent', 'dependent')",0.44011948,0.3208071,0.50642145,0.6569986,0.56695527,0.6444183,0.5327385067939758,0.5539862513542175,0.0212477445602417
74,-0.6152959,-0.5516261,"('insightful', 'unperceptive')",-1.1133182,-1.2003164,-1.2442702,-1.3193259,-0.31318325,-0.21756577,-0.8215168714523315,-0.82220858335495,-0.0006917119026184082
15,0.6067627,0.9408489,"('polite', 'impolite')",0.6464133,0.771343,0.51423466,0.6083,-0.60293305,-0.018667951,0.29111939668655396,0.5754559636116028,0.28433656692504883
65,0.59132683,0.6330312,"('practical', 'impractical')",-1.426974,-1.4531281,-0.9191679,-0.87139773,-1.6388373,-1.5554767,-0.8484131097793579,-0.8117428421974182,0.0366702675819397
46,0.5891427,0.6788118,"('generous', 'stingy')",1.5313028,1.6120057,2.3762202,2.3003333,0.83456933,0.996935,1.3328088521957397,1.3970214128494263,0.06421256065368652
9,-0.5832784,-0.5877271,"('sensitive', 'insensitive')",-1.2423394,-1.5221517,-1.0999589,-1.0613891,-0.98445404,-0.92043555,-0.9775077104568481,-1.022925853729248,-0.0454181432723999
106,0.5612191,0.6014483,"('conventional', 'unconventional')",-0.0683441,0.13405475,-0.62033725,-0.33703667,1.2797227,0.963664,0.288065105676651,0.3405326008796692,0.05246749520301819
39,-0.5476544,-0.5356903,"('right', 'wrong')",-0.4186951,-0.26159558,0.6349007,0.8346789,0.26922962,0.41019645,-0.015554793179035187,0.11189735680818558,0.12745214998722076
38,-0.53377485,-0.3420353,"('kind', 'unkind')",-1.888413,-1.6632476,-2.3757577,-1.9031388,-1.1115729,-0.71509457,-1.477379560470581,-1.155879020690918,0.3215005397796631
60,-0.52230346,-0.13565174,"('educated', 'uneducated')",-0.2896396,0.049718708,-0.94098175,-0.8681323,-0.794942,-0.4889455,-0.6369667053222656,-0.3607527017593384,0.27621400356292725
92,-0.5130732,-0.6576676,"('unwavering', 'wavering')",0.11890273,-0.021496236,0.30593115,0.17524163,1.0242958,0.81975317,0.2340141236782074,0.07895775139331818,-0.15505637228488922
44,-0.4833802,-0.45868102,"('truthful', 'untruthful')",-1.2910852,-1.3307499,-0.6980455,-0.76625013,-0.44683415,-0.3493275,-0.7298362255096436,-0.7262521386146545,0.0035840868949890137
8,-0.4641745,-0.75059354,"('open', 'distant')",0.015616775,-0.39126012,1.4154859,1.2487043,1.1676544,0.7915691,0.5336456298828125,0.22460493445396423,-0.30904069542884827
69,-0.45453307,-0.49815696,"('wise', 'foolish')",-0.658881,-0.558529,0.44740218,0.6480955,0.5438058,0.65526724,-0.030551522970199585,0.06166920065879822,0.0922207236289978
22,0.45327395,0.48524418,"('welcoming', 'disagreeable')",1.2357355,1.2778991,1.6342537,1.9070294,0.5636344,0.47769773,0.9717243909835815,1.0369676351547241,0.06524324417114258
55,-0.44719604,-0.38156766,"('intelligent', 'unintelligent')",-1.4579399,-1.3499066,-1.5241168,-1.5656445,-0.3138889,-0.4464134,-0.9357854127883911,-0.9358830451965332,-9.763240814208984e-05
85,-0.4341033,-0.55964017,"('ambitious', 'unambitious')",-0.98706454,-0.84022045,-0.31822163,-0.35626906,0.013987601,0.106343,-0.4313504695892334,-0.41244667768478394,0.018903791904449463
21,0.42663866,0.3349415,"('nice', 'nasty')",0.40300232,0.26198947,0.38468748,0.27212715,0.35453856,0.31382322,0.3922167718410492,0.29572033882141113,-0.09649643301963806
29,-0.42571378,-0.34806687,"('honest', 'immoral')",-0.8413514,-0.97870916,-1.8260021,-1.7521313,-1.9729593,-2.176074,-1.2665066719055176,-1.313745379447937,-0.047238707542419434
59,0.4120699,0.5090369,"('skillful', 'clumsy')",-0.053971574,0.05108726,0.07095654,0.19477667,1.3879981,1.4707971,0.45426324009895325,0.5564244985580444,0.10216125845909119
31,-0.39253655,-0.6028595,"('altruistic', 'egoistic')",-0.83660614,-0.67219025,-0.277474,-0.047681987,0.63122517,0.40067068,-0.21884785592556,-0.2305152714252472,-0.011667415499687195
51,0.3892305,0.39793402,"('competent', 'incompetent')",-0.09706029,-0.08046158,-0.11847064,-0.098713234,0.07464939,0.2558064,0.06208723783493042,0.11864140629768372,0.056554168462753296
91,-0.38557088,-0.32650065,"('resilient', 'nonresilient')",0.09876719,-0.06429429,-0.1504333,-0.20740606,0.2389951,-0.08850193,-0.04956047236919403,-0.17167572677135468,-0.12211525440216064
103,0.36797783,0.3720618,"('traditional', 'modern')",1.4928405,1.5076072,0.6515223,0.51988685,0.68126935,0.61791956,0.7984024882316589,0.754368782043457,-0.044033706188201904
14,0.36783892,0.40676108,"('supportive', 'unsupportive')",0.29657727,0.117815405,1.4877679,1.4867378,-0.059206426,-0.05194989,0.5232443809509277,0.48984113335609436,-0.033403247594833374
63,-0.36049026,-0.5403279,"('capable', 'incapable')",-0.6560965,-0.8470783,-1.1376256,-1.0196587,-0.33474922,-0.53823125,-0.622240424156189,-0.7363240718841553,-0.11408364772796631
43,-0.3566605,-0.36738724,"('genuine', 'fake')",-0.8335165,-0.92764646,-0.23435366,-0.21506564,0.3768835,0.38788807,-0.2619117796421051,-0.28055280447006226,-0.018641024827957153
57,0.3500267,0.24583042,"('able', 'unable')",-1.177836,-1.3267133,-0.52577424,-0.47968864,-0.46497375,-0.62447196,-0.4546393156051636,-0.5462608933448792,-0.09162157773971558
23,-0.3267685,-0.5419191,"('hospitable', 'inhospitable')",0.5184783,0.28793144,0.7526314,0.81820834,1.1858441,1.118948,0.5325462818145752,0.4207921624183655,-0.11175411939620972
89,0.30072743,0.35192886,"('daring', 'anxious')",0.13400085,0.16464601,-0.35680014,-0.5358988,-1.1694336,-1.3868266,-0.2728763818740845,-0.35153764486312866,-0.07866126298904419
77,-0.29895785,-0.37918156,"('active', 'inactive')",0.7957827,0.9051944,1.3215332,1.4822655,0.7132806,0.8810775,0.6329096555709839,0.7223389744758606,0.08942931890487671
7,-0.29533732,-0.55413777,"('outgoing', 'distant')",-0.41773307,-0.8313813,1.2281502,1.04766,0.8801502,0.5827791,0.34880751371383667,0.061230018734931946,-0.2875774949789047
73,0.2897568,0.05813092,"('brilliant', 'incompetent')",-1.1197927,-1.2840816,-1.5508811,-1.81595,-1.3390191,-1.6772346,-0.9299840331077576,-1.179783821105957,-0.24979978799819946
25,-0.286089,-0.2590544,"('moral', 'immoral')",-1.6574216,-1.4513371,-1.5206175,-1.3253146,-1.4564099,-1.4396524,-1.2301344871520996,-1.1188396215438843,0.11129486560821533
4,0.28094894,0.100428656,"('likable', 'unlikable')",-1.5519984,-1.378438,-0.6973594,-0.49110615,0.38617718,0.37986428,-0.3955579102039337,-0.3473128080368042,0.04824510216712952
61,-0.27371067,-0.39377207,"('rational', 'irrational')",0.15952143,0.42030174,1.1557636,1.3685138,1.4804657,1.715029,0.6305099725723267,0.7775181531906128,0.14700818061828613
18,-0.26667342,-0.11274804,"('social', 'asocial')",-1.2283826,-1.0912683,-0.15735155,-0.051664025,-1.5692225,-1.306341,-0.8054075241088867,-0.640505313873291,0.1649022102355957
101,-0.23972508,-0.22249445,"('successful', 'unsuccessful')",-1.3551031,-1.2933719,-1.2861463,-1.4652822,-0.6508886,-0.41667444,-0.8829658031463623,-0.8494557738304138,0.033510029315948486
30,0.23444495,0.19026251,"('honest', 'dishonest')",-0.778649,-0.8185479,-0.7890542,-0.85744035,-0.46290857,-0.09674831,-0.4490416646003723,-0.3956185281276703,0.053423136472702026
110,0.22491615,0.09613992,"('narrow-minded', 'open-minded')",0.8593237,0.92003554,0.15512341,0.24599168,-0.38863587,-0.16592145,0.2126818299293518,0.2740614414215088,0.06137961149215698
96,-0.22003068,-0.15383862,"('powerful', 'powerless')",-1.5990961,-1.1854222,-0.0942453,0.08052668,-0.45298013,-0.42514718,-0.591588020324707,-0.4209703207015991,0.1706176996231079
54,0.18875115,-0.12833756,"('smart', 'stupid')",-0.9983467,-1.2118996,0.42693397,0.34929267,0.84912705,0.60384494,0.1166163757443428,-0.09677489101886749,-0.2133912667632103
26,0.097015455,0.2649839,"('trustworthy', 'untrustworthy')",0.9430556,1.1012136,0.38654366,0.5214009,-0.7467338,-0.48269907,0.16997024416923523,0.3512248396873474,0.18125459551811218
93,0.092662424,0.2654578,"('dominating', 'dominated')",0.13787365,0.3614059,-0.022973418,-0.17457613,-1.2408098,-0.70492834,-0.25831177830696106,-0.06316018849611282,0.19515158981084824
56,-0.092153996,-0.14637238,"('intelligent', 'dumb')",-0.0067700744,0.018054515,1.6987584,1.7227203,0.690233,1.0119772,0.5725167989730835,0.651594877243042,0.0790780782699585
17,0.07276186,0.25627908,"('social', 'antisocial')",-0.6563835,-0.44496354,-0.2864834,0.066805124,-0.42820126,-0.10149157,-0.32457655668258667,-0.05584272742271423,0.26873382925987244
64,-0.069462955,-0.011487246,"('clever', 'incompetent')",-0.7492933,-0.5758775,-1.1046457,-1.0655162,-1.4687406,-1.580534,-0.8480356931686401,-0.8083537220954895,0.039681971073150635
70,0.055174008,0.08476308,"('wise', 'unwise')",0.5034476,0.42497784,1.1597657,1.1573492,1.675778,1.6813757,0.8485413789749146,0.8371164798736572,-0.011424899101257324
82,0.026402593,-0.18595839,"('industrious', 'meek')",0.16275325,0.31982812,1.0922787,1.2331986,1.3513242,1.312031,0.6581896543502808,0.6697748899459839,0.011585235595703125
83,0.022282854,0.1704741,"('energetic', 'lethargic')",-0.28009254,-0.43954524,-0.38989562,-0.51259035,-0.80170095,-0.6726756,-0.36235156655311584,-0.3635842800140381,-0.0012327134609222412
49,-0.02101767,-0.057394683,"('responsible', 'irresponsible')",-1.890225,-2.1345947,-1.4365293,-1.2053922,-1.0568249,-1.0981494,-1.101149320602417,-1.12388277053833,-0.022733449935913086
0,0.018526837,0.4161629,"('sociable', 'unsociable')",-0.38354656,-0.16079536,-0.78538966,-0.43198916,-0.76800233,-0.5637635,-0.4796029329299927,-0.18509627878665924,0.29450665414333344
20,-0.01067777,0.007309079,"('popular', 'unpopular')",-0.10486728,-0.030290306,-0.1849665,-0.17244402,1.8974743,1.6604376,0.3992406725883484,0.3662530779838562,-0.03298759460449219
