,marshall_male,marshall_female,tuple,&_male,&_female,ilsley_male,ilsley_female,corp_male,corp_female,new_male,new_female,average_male,average_female,female-male
90,1.0311509,0.5607007,"('motivated', 'unmotivated')",0.6029837,0.55173934,1.5312662,1.242279,0.5462045,0.32156423,-0.115985096,-0.5120882,0.7191240787506104,0.43283901214599607,-0.2862850666046143
62,-0.99031276,-0.9619784,"('creative', 'uncreative')",-2.2511616,-2.446728,-0.17094511,0.012580112,-0.33273518,-0.144564,-0.56264377,-0.6173538,-0.8615596771240235,-0.831608772277832,0.02995090484619145
29,-0.96424174,-0.8210699,"('honest', 'immoral')",-2.492492,-2.3022342,-0.3316495,-0.39898637,-1.8260021,-1.7521313,-1.9729593,-2.176074,-1.5174690246582032,-1.4900991439819335,0.027369880676269664
97,-0.9441561,-0.7674595,"('superior', 'inferior')",-0.8253244,-0.8584398,0.1064559,0.22146586,-1.0777923,-1.0853717,-0.99121296,-0.8188501,-0.7464059829711914,-0.6617310523986817,0.08467493057250974
23,-0.93255883,-1.0924155,"('hospitable', 'inhospitable')",-0.26044792,-0.5826237,-0.7945935,-0.7063336,0.7526314,0.81820834,1.1858441,1.118948,-0.00982496738433838,-0.08884327411651612,-0.07901830673217773
37,0.9268318,0.44658798,"('good', 'evil')",0.43938786,0.26428354,0.5666811,0.694388,1.9438914,2.0353565,2.5303283,2.428041,1.2814240455627441,1.1737314224243165,-0.10769262313842765
103,0.9159914,0.9193616,"('traditional', 'modern')",0.43213966,0.44099018,1.2750913,1.1064125,0.6515223,0.51988685,0.68126935,0.61791956,0.7912027835845947,0.7209141731262207,-0.07028861045837398
81,0.8991258,0.4386757,"('industrious', 'lazy')",1.1508373,0.8324736,0.07871586,0.17673586,2.0935724,2.177915,2.0022373,2.030965,1.2448976516723633,1.131352996826172,-0.11354465484619136
74,-0.8927536,-0.594754,"('insightful', 'unperceptive')",-2.2165906,-2.3376427,0.55396485,0.4408805,-1.2442702,-1.3193259,-0.31318325,-0.21756577,-0.8225666046142578,-0.8056816101074219,0.016884994506835893
14,0.88978136,0.7967311,"('supportive', 'unsupportive')",0.8450122,0.7476977,0.07648343,-0.00048720837,1.4877679,1.4867378,-0.059206426,-0.05194989,0.6479676723480224,0.5957458972930908,-0.05222177505493164
56,0.87133026,0.9710634,"('intelligent', 'dumb')",0.74053323,0.7549103,-1.2189007,-1.14138,1.6987584,1.7227203,0.690233,1.0119772,0.5563908100128174,0.6638582229614258,0.1074674129486084
26,0.86479485,1.1551083,"('trustworthy', 'untrustworthy')",-0.35686257,-0.40186012,-0.0091159865,0.01180391,0.38654366,0.5214009,-0.7467338,-0.48269907,0.02772524356842041,0.16075079441070556,0.13302555084228515
68,-0.8386788,-1.1078019,"('clever', 'inept')",-1.4675927,-1.5158814,-2.6165638,-2.510477,-0.914963,-0.89569235,-0.6454199,-0.8717228,-1.2966436386108398,-1.380315113067627,-0.08367147445678724
92,-0.8330436,-1.0884229,"('unwavering', 'wavering')",-1.371525,-1.4627593,-0.41164404,-0.20237742,0.30593115,0.17524163,1.0242958,0.81975317,-0.25719714164733887,-0.3517129421234131,-0.09451580047607422
39,-0.83051044,-0.8584485,"('right', 'wrong')",0.75070196,0.51270443,-0.16852349,0.045194834,0.6349007,0.8346789,0.26922962,0.41019645,0.13115966320037842,0.18886520862579345,0.057705545425415034
9,-0.8255215,-0.7913736,"('sensitive', 'insensitive')",-0.51400375,-0.43757707,-0.14219414,-0.28528547,-1.0999589,-1.0613891,-0.98445404,-0.92043555,-0.7132265090942382,-0.6992121696472168,0.014014339447021462
73,-0.82315195,-0.97499967,"('brilliant', 'incompetent')",0.13757253,-0.0800339,0.2152473,-0.22108403,-1.5508811,-1.81595,-1.3390191,-1.6772346,-0.6720464706420899,-0.9538604736328125,-0.28181400299072257
15,0.81656027,1.438911,"('polite', 'impolite')",0.7157667,0.84402835,1.135582,1.0140352,0.51423466,0.6083,-0.60293305,-0.018667951,0.5158421516418457,0.7773213386535645,0.2614791870117188
87,-0.768966,-0.4528726,"('dedicated', 'undedicated')",-1.3853477,-1.4120058,-0.19519246,-0.28072107,-0.80255353,-0.59696186,-0.63571346,-0.37742674,-0.7575547218322753,-0.6239975929260254,0.13355712890624993
69,-0.7571935,-0.7938868,"('wise', 'foolish')",-0.6729833,-0.9875402,-0.54425377,-0.26476943,0.44740218,0.6480955,0.5438058,0.65526724,-0.19664450883865356,-0.14856674671173095,0.04807776212692261
31,-0.740774,-0.9181273,"('altruistic', 'egoistic')",-0.6022098,-0.7353118,0.0011095405,0.4056401,-0.277474,-0.047681987,0.63122517,0.40067068,-0.19762457609176637,-0.1789620637893677,0.01866251230239868
52,0.73792195,1.0882093,"('competitive', 'uncompetitive')",-0.019819617,0.035560608,0.32296067,0.16730414,-0.29315704,-0.43968332,-0.82447207,-0.5201275,-0.015313208103179932,0.06625264883041382,0.08156585693359375
45,-0.73379636,-0.7665945,"('cooperative', 'exploitative')",0.0488908,-0.1737825,0.55399144,0.35795385,-1.1704645,-0.9724724,-1.0277846,-0.9165996,-0.46583261489868166,-0.49429903030395506,-0.028466415405273393
36,-0.70995617,-0.4990409,"('tolerant', 'intolerant')",-0.61836326,-0.68739563,0.23972803,0.001116693,-1.3469197,-1.1648283,-0.8488381,-0.593192,-0.6568698406219482,-0.5886680603027343,0.06820178031921387
35,0.6714802,0.78330696,"('fair', 'unfair')",0.016712442,-0.0033596903,-0.7269151,-0.49056503,0.6981856,0.740138,0.53877056,0.72886944,0.23964672088623046,0.35167794227600097,0.11203122138977051
17,0.6582329,1.1224461,"('social', 'antisocial')",0.33156028,0.40966216,0.1393627,0.13794443,-0.2864834,0.066805124,-0.42820126,-0.10149157,0.08289424180984498,0.3270732402801514,0.2441789984703064
89,0.65422356,0.86153054,"('daring', 'anxious')",-0.92452294,-0.85655177,0.8498826,0.68931955,-0.35680014,-0.5358988,-1.1694336,-1.3868266,-0.1893301010131836,-0.24568543434143067,-0.056355333328247076
91,0.6420536,0.623361,"('resilient', 'nonresilient')",0.63446367,0.73370516,-0.10034312,0.14505038,-0.1504333,-0.20740606,0.2389951,-0.08850193,0.25294718742370603,0.241241717338562,-0.011705470085144026
71,0.6399667,0.8506516,"('efficient', 'inefficient')",-0.68018186,-0.549804,0.75912356,0.26571947,-1.1294833,-1.2358482,-1.2771156,-1.4559102,-0.3375380992889404,-0.4250382423400879,-0.0875001430511475
80,0.6367235,0.7370649,"('independent', 'dependent')",0.06652625,0.013384938,0.83724415,0.7601326,0.50642145,0.6569986,0.56695527,0.6444183,0.5227741718292236,0.5623998641967773,0.039625692367553755
100,-0.6351601,-0.17105384,"('influential', 'uninfluential')",-0.7749443,-0.5667411,0.39120495,0.41611508,-0.63892,-0.5221347,-0.52025104,-0.49207926,-0.43561410903930664,-0.2671787738800049,0.16843533515930176
106,-0.6316118,-0.6520621,"('conventional', 'unconventional')",1.2993984,1.4505728,-0.22755484,-0.3505734,-0.62033725,-0.33703667,1.2797227,0.963664,0.21992344856262208,0.21491293907165526,-0.005010509490966819
84,-0.62303436,-0.62584513,"('self-confident', 'diffident')",0.07232165,-0.23763105,-0.9344648,-0.7953091,0.04052466,0.12735969,-0.24383731,-0.37390593,-0.33769803047180175,-0.38106632232666016,-0.04336829185485841
24,-0.59939265,-0.5231879,"('thoughtful', 'rough')",-0.23848522,-0.14970952,-0.2899678,-0.2510106,-1.4458349,-1.2531471,-0.80838597,-1.0449764,-0.6764132499694824,-0.6444063186645508,0.032006931304931596
47,-0.5685813,-0.24616924,"('forgiving', 'unforgiving')",-0.74930066,-0.5109968,-0.14487758,-0.2900662,-0.80979,-0.5174874,-0.45840046,-0.068962395,-0.5461900234222412,-0.3267364025115967,0.21945362091064452
22,0.5614661,0.4596625,"('welcoming', 'disagreeable')",-0.26900083,-0.2040399,0.9239341,0.86404055,1.6342537,1.9070294,0.5636344,0.47769773,0.6828575134277344,0.7008780479431153,0.01802053451538088
85,-0.5540323,-0.48000723,"('ambitious', 'unambitious')",0.2667089,0.29304048,0.04288046,0.019298308,-0.31822163,-0.35626906,0.013987601,0.106343,-0.10973539352416992,-0.08351889252662659,0.02621650099754333
55,-0.54969037,-0.5186632,"('intelligent', 'unintelligent')",-0.23286712,0.08165854,0.5695847,0.6703503,-1.5241168,-1.5656445,-0.3138889,-0.4464134,-0.4101956844329834,-0.3557424545288086,0.05445322990417478
107,0.53357357,1.0327497,"('conventional', 'modern')",0.44311655,0.51828825,1.4216206,1.3076924,0.41894037,0.40934473,1.0958123,1.6039909,0.782612657546997,0.9744132041931153,0.19180054664611823
12,-0.521606,-0.112568796,"('sympathetic', 'unsympathetic')",-0.79287094,-0.35618746,-0.07001896,-0.180893,-1.3533148,-1.4027944,-1.2802973,-1.1208498,-0.8036215782165528,-0.634658670425415,0.16896290779113776
67,-0.52076733,-0.23047492,"('discriminating', 'undiscriminating')",-0.9230713,-0.78169817,-0.25530398,-0.37136334,-0.98974335,-0.78308094,0.70384866,0.7983501,-0.39700746536254883,-0.2736534595489502,0.12335400581359862
54,0.48372948,0.20919353,"('smart', 'stupid')",1.0975463,1.0455928,0.20696378,0.11688861,0.42693397,0.34929267,0.84912705,0.60384494,0.612860107421875,0.4649624824523926,-0.14789762496948244
76,0.47967982,0.8662192,"('secure', 'insecure')",-0.3842275,0.030869126,0.8493509,0.8001201,-0.27963996,-0.35239786,-0.46814716,-0.3669712,0.039403223991394044,0.19556785821914674,0.1561646342277527
88,0.46464795,0.18201959,"('impulsive', 'meek')",1.1357977,0.689323,-0.9328128,-0.7724714,1.447821,1.2792021,1.563556,1.8192687,0.7358019828796387,0.6394683837890625,-0.09633359909057626
102,-0.46021342,-0.41845226,"('eminent', 'low')",-0.29299122,-0.49591234,1.0743258,1.1324712,-0.53147554,-0.3426346,-0.2643765,-0.27766025,-0.09494617581367493,-0.08043764233589172,0.014508533477783206
101,-0.449588,-0.29307404,"('successful', 'unsuccessful')",-0.89957243,-0.94783556,-0.2639116,-0.10929605,-1.2861463,-1.4652822,-0.6508886,-0.41667444,-0.7100214004516602,-0.6464324474334717,0.06358895301818845
93,0.4436919,0.7704689,"('dominating', 'dominated')",1.3259864,1.607507,-0.78774893,-0.6761281,-0.022973418,-0.17457613,-1.2408098,-0.70492834,-0.05637075901031494,0.16446865797042848,0.2208394169807434
72,-0.4342631,-0.22134942,"('logical', 'illogical')",-2.088004,-1.9749874,-0.68525875,-0.5384625,-1.4069908,-1.3363023,-0.42463043,-0.11634571,-1.0078295707702636,-0.8374895095825196,0.17034006118774403
82,0.42763942,0.049981594,"('industrious', 'meek')",0.93378353,0.7895844,0.36722922,0.6640208,1.0922787,1.2331986,1.3513242,1.312031,0.8344510078430176,0.8097633361816406,-0.024687671661376975
42,0.38209474,0.08036494,"('amicable', 'hostile')",0.81864345,0.653674,-0.5245483,-0.09469974,1.0745797,1.3420484,1.8091202,1.8213055,0.7119779586791992,0.7605386257171631,0.04856066703796391
79,-0.3633287,-0.2223665,"('determined', 'doubtful')",0.8897472,0.8180775,0.7771063,0.6134545,0.44676286,0.76036924,0.31559122,0.37995023,0.4131757736206055,0.4698970317840576,0.05672125816345214
83,-0.357866,-0.07937795,"('energetic', 'lethargic')",-0.78670347,-0.7935468,-0.32237008,-0.50956976,-0.38989562,-0.51259035,-0.80170095,-0.6726756,-0.5317071914672852,-0.5135520935058594,0.01815509796142578
51,-0.3538909,-0.17867059,"('competent', 'incompetent')",-0.48839974,-0.38361037,-0.85769486,-1.1423798,-0.11847064,-0.098713234,0.07464939,0.2558064,-0.34876136779785155,-0.309513521194458,0.03924784660339353
60,-0.34989142,0.12666413,"('educated', 'uneducated')",-1.7056144,-1.5260056,0.48060018,0.46364522,-0.94098175,-0.8681323,-0.794942,-0.4889455,-0.6621658325195312,-0.4585547924041748,0.2036110401153564
0,0.34853727,0.90650487,"('sociable', 'unsociable')",-0.19430423,0.21850747,0.7827021,0.7733706,-0.78538966,-0.43198916,-0.76800233,-0.5637635,-0.12329137325286865,0.180526065826416,0.30381743907928466
18,-0.34795594,0.0005559996,"('social', 'asocial')",-0.2036233,-0.10633722,-0.29967552,-0.4272201,-0.15735155,-0.051664025,-1.5692225,-1.306341,-0.5155657768249512,-0.3782012701034546,0.13736450672149658
4,-0.32033932,-0.39816633,"('likable', 'unlikable')",-0.74760413,-1.01613,0.30387318,0.11894956,-0.6973594,-0.49110615,0.38617718,0.37986428,-0.21505048274993896,-0.28131771087646484,-0.06626722812652588
41,0.28163183,0.17140448,"('incorrupt', 'corrupt')",0.18403721,0.1262362,-0.6948491,-0.23474085,1.3548378,1.374502,2.200282,2.1927314,0.6651879787445069,0.7260266304016113,0.06083865165710445
21,0.27312982,0.12879753,"('nice', 'nasty')",0.865172,1.0441111,0.20988613,0.2561259,0.38468748,0.27212715,0.35453856,0.31382322,0.4174827575683594,0.4029970169067383,-0.014485740661621116
64,0.2716529,0.56974876,"('clever', 'incompetent')",-0.2842232,-0.120973915,0.5415296,0.18703005,-1.1046457,-1.0655162,-1.4687406,-1.580534,-0.40888538360595705,-0.40204906463623047,0.006836318969726585
57,-0.26235384,-0.26739743,"('able', 'unable')",0.14282426,-0.0006297827,-0.70786095,-0.72409266,-0.52577424,-0.47968864,-0.46497375,-0.62447196,-0.3636277198791504,-0.4192561149597168,-0.05562839508056644
77,0.2555923,0.34354383,"('active', 'inactive')",-0.078360364,-0.27548856,-0.26484567,-0.20298262,1.3215332,1.4822655,0.7132806,0.8810775,0.3894400119781494,0.44568309783935545,0.05624308586120602
7,0.25076425,-0.3449084,"('outgoing', 'distant')",-0.88669884,-1.2293333,-0.64870906,-0.5896237,1.2281502,1.04766,0.8801502,0.5827791,0.16473135948181153,-0.10668524503707885,-0.2714166045188904
8,-0.24464445,-0.8326654,"('open', 'distant')",-1.4330556,-1.7748258,-0.6466748,-0.49937475,1.4154859,1.2487043,1.1676544,0.7915691,0.05175306797027588,-0.21331849098205566,-0.26507155895233153
2,0.23246723,0.67173624,"('friendly', 'unfriendly')",0.10653454,0.399545,1.0228032,0.93790615,-1.418464,-1.5280867,-1.6722184,-1.4798024,-0.3457754850387573,-0.1997403621673584,0.14603512287139891
65,-0.21766432,-0.005664304,"('practical', 'impractical')",-0.5269672,-0.39912766,0.0747315,-0.38324016,-0.9191679,-0.87139773,-1.6388373,-1.5554767,-0.6455810546875,-0.6429812908172607,0.0025997638702393022
30,-0.1917507,0.07372692,"('honest', 'dishonest')",-1.5715175,-1.6089077,-1.2061201,-1.4382448,-0.7890542,-0.85744035,-0.46290857,-0.09674831,-0.8442702293395996,-0.7855228424072266,0.058747386932373025
25,0.17541963,0.1409943,"('moral', 'immoral')",-0.5495923,-0.42972127,1.2188969,0.7201922,-1.5206175,-1.3253146,-1.4564099,-1.4396524,-0.42646064758300783,-0.4667003631591797,-0.04023971557617184
19,-0.16244316,0.0636999,"('funny', 'boring')",0.20886248,0.038226932,0.19123456,0.29284033,0.41201538,0.5815117,-0.057115197,0.104435325,0.11851081848144532,0.2161428451538086,0.09763202667236329
59,0.09632233,0.47079554,"('skillful', 'clumsy')",0.059923977,-0.009785771,0.09499279,0.37951538,0.07095654,0.19477667,1.3879981,1.4707971,0.34203875064849854,0.5012197494506836,0.15918099880218506
5,0.08801854,0.18556303,"('pleasant', 'repellent')",0.30515563,0.32166058,1.2659783,0.8834823,-1.2856472,-1.3148067,-0.097297505,-0.30082503,0.05524157285690308,-0.04498518109321594,-0.10022675395011901
110,0.053030193,-0.18624365,"('narrow-minded', 'open-minded')",0.9423672,0.7834036,0.04759048,-0.15045825,0.15512341,0.24599168,-0.38863587,-0.16592145,0.1618950843811035,0.10535438060760498,-0.05654070377349853
96,0.040865093,0.3246513,"('powerful', 'powerless')",1.6995502,1.6951721,0.53893995,0.50529116,-0.0942453,0.08052668,-0.45298013,-0.42514718,0.3464259386062622,0.4360987663269043,0.08967282772064211
61,0.027584642,-0.13912115,"('rational', 'irrational')",0.19487056,0.09538987,-0.6057821,-0.04551688,1.1557636,1.3685138,1.4804657,1.715029,0.4505805015563965,0.5988589286804199,0.1482784271240234
20,0.027225763,-0.036177352,"('popular', 'unpopular')",-0.035845406,-0.20082489,-0.026763424,0.29400408,-0.1849665,-0.17244402,1.8974743,1.6604376,0.33542494773864745,0.3089990854263306,-0.02642586231231686
70,-0.02135232,0.25539994,"('wise', 'unwise')",-0.22921562,-0.1455794,0.678596,1.027123,1.1597657,1.1573492,1.675778,1.6813757,0.6527143478393554,0.7951337337493897,0.14241938591003422
