,mettler_male,mettler_female,tuple,toledo_male,toledo_female,international_male,international_female,average_male,average_female,female-male
15,1.1457927,1.3751483,"('polite', 'impolite')",0.7396091,0.39996257,-0.56793356,-0.093961895,0.4391560951868693,0.5603830019632975,0.12122690677642817
109,1.0966585,1.3824593,"('conservative', 'liberal')",1.0351979,0.90012807,-0.34464288,-0.07558623,0.5957378546396891,0.7356669902801514,0.13992913564046228
108,1.0966585,1.3824593,"('conservative', 'liberal')",1.0351979,0.90012807,-0.34464288,-0.07558623,0.5957378546396891,0.7356669902801514,0.13992913564046228
48,1.0674353,0.9594871,"('reliable', 'unreliable')",1.7075541,1.7774327,0.8652761,0.8853814,1.2134218215942383,1.207433780034383,-0.005988041559855217
21,1.0672096,0.6311697,"('nice', 'nasty')",0.9437513,0.9568187,1.0501921,1.0101808,1.0203843116760254,0.8660564422607422,-0.1543278694152832
69,-1.0539563,-1.0242767,"('wise', 'foolish')",-0.2311272,-0.06673002,0.10337828,-0.035898,-0.3939017454783122,-0.37563490867614746,0.018266836802164732
71,1.050966,0.929695,"('efficient', 'inefficient')",0.8894532,0.21758783,-1.0418648,-0.70072407,0.2995181481043498,0.14885292450586954,-0.15066522359848025
67,-1.0461333,-1.140812,"('discriminating', 'undiscriminating')",-1.1579807,-1.1092181,-0.9257226,-0.8969815,-1.0432788530985515,-1.0490038394927979,-0.005724986394246345
106,-0.98441446,-1.171251,"('conventional', 'unconventional')",0.20274091,0.10915676,-0.23191574,-0.030936249,-0.33786308765411377,-0.364343523979187,-0.026480436325073242
41,-0.96026057,-1.2843907,"('incorrupt', 'corrupt')",0.17259693,0.7546396,1.1222132,0.96130174,0.11151653528213501,0.14385022719701132,0.03233369191487631
9,0.95772666,1.0954815,"('sensitive', 'insensitive')",-0.47631288,-0.8208252,-1.1136655,-0.8509408,-0.21075055996576944,-0.19209484259287515,0.018655717372894287
16,0.94609404,1.0701602,"('social', 'antisocial')",1.2949184,0.7122676,-0.59562755,-0.26417544,0.5484616756439209,0.506084124247233,-0.04237755139668786
70,0.9184935,0.7340524,"('wise', 'unwise')",-0.9492748,-0.38849452,1.1806103,1.0229962,0.3832763433456421,0.45618470509847003,0.07290836175282794
93,0.9079213,1.4085705,"('dominating', 'dominated')",1.0082266,0.65850735,-0.5671986,-0.32848465,0.4496498107910156,0.5795310735702515,0.12988126277923584
32,-0.8998995,-0.8197188,"('benevolent', 'hardhearted')",-0.80819917,-0.81380713,-1.9611683,-1.8494701,-1.2230889797210693,-1.1609986623128254,0.06209031740824389
24,-0.8992499,-1.03874,"('thoughtful', 'rough')",-0.44889018,-0.7038164,-1.3453565,-1.2281961,-0.8978322347005209,-0.9902509053548177,-0.09241867065429688
5,0.8729801,0.94430095,"('pleasant', 'repellent')",0.48350054,0.09652172,-0.11495739,-0.03350295,0.41384108861287433,0.335773229598999,-0.07806785901387531
50,0.86510295,0.5078182,"('unprejudiced', 'prejudiced')",2.1903367,2.1336424,1.0950942,0.84423494,1.383511225382487,1.1618985335032146,-0.22161269187927246
20,-0.8374208,-1.0109446,"('popular', 'unpopular')",-0.115713775,-0.07728405,-0.09411006,0.030417264,-0.349081556002299,-0.35260383288065594,-0.0035222768783569336
6,0.83603203,0.44703096,"('liked', 'disliked')",2.891943,3.8349578,3.815958,3.7379563,2.5146443049112954,2.6733150482177734,0.158670743306478
63,-0.8153665,-0.9272597,"('capable', 'incapable')",-1.1850071,-1.0552802,-1.3205578,-1.2962096,-1.106977144877116,-1.092916488647461,0.014060656229655022
1,-0.81489223,-0.9908051,"('friendly', 'unfriendly')",-2.0657496,-1.7099841,-1.1255764,-1.0788525,-1.3354061444600422,-1.259880542755127,0.07552560170491529
90,0.7608804,0.64359576,"('motivated', 'unmotivated')",0.6088371,0.4991563,0.106437355,0.17302895,0.492051641146342,0.43859366575876874,-0.05345797538757324
14,0.7449391,0.45785445,"('supportive', 'unsupportive')",-0.66645664,-0.22124253,0.025962263,0.073874116,0.0348149041334788,0.10349533955256145,0.06868043541908264
80,0.7174978,0.6914486,"('independent', 'dependent')",-0.40570027,-0.3159393,-0.068887115,0.019133441,0.08097014824549358,0.1315475900967916,0.05057744185129802
95,-0.6980429,-0.38167202,"('rich', 'poor')",-3.1338964,-4.0765815,-3.2731223,-3.2933433,-2.368353843688965,-2.583865483601888,-0.21551163991292333
61,-0.6873256,-0.82082653,"('rational', 'irrational')",-1.1866858,-0.7310075,1.2416413,1.0383806,-0.21079003810882568,-0.17115116119384766,0.03963887691497803
39,-0.6654568,-0.7756809,"('right', 'wrong')",-1.0054629,-0.5383745,0.21793544,0.28164324,-0.48432807127634686,-0.34413739045461017,0.1401906808217367
78,0.65434265,0.18626115,"('active', 'inactive')",1.0069818,0.99980325,2.507505,2.1973464,1.3896098136901855,1.127803643544515,-0.26180617014567065
3,0.6537173,0.4772565,"('likable', 'unlikable')",1.1848986,1.1676338,0.81729734,0.89826584,0.8853044509887695,0.8477187156677246,-0.03758573532104492
85,0.6023272,0.50942224,"('ambitious', 'unambitious')",-0.1613115,-0.37223262,0.21648605,0.21595848,0.21916725238164267,0.11771603425343831,-0.10145121812820436
101,-0.59716403,-0.5938,"('successful', 'unsuccessful')",0.14362684,-0.05524487,-1.7151933,-1.4365993,-0.7229101657867432,-0.6952147483825684,0.027695417404174805
0,0.5960779,0.6600904,"('sociable', 'unsociable')",0.1819742,-0.004676491,-1.2653099,-0.813823,-0.1624192794164022,-0.05280303955078125,0.10961623986562094
84,-0.57896733,-0.86160266,"('self-confident', 'diffident')",-0.636845,-0.4304365,-0.5107722,-0.52280045,-0.5755281845728556,-0.6049465338389078,-0.029418349266052246
82,-0.57654536,-0.89231265,"('industrious', 'meek')",0.726592,1.1136659,0.40768737,0.374795,0.18591133753458658,0.1987160841623942,0.012804746627807617
72,0.5742666,0.6530922,"('logical', 'illogical')",-0.7517946,-0.6111165,-0.45527747,-0.2069935,-0.21093515555063883,-0.05500594278176626,0.15592921276887256
100,0.569243,0.63139606,"('influential', 'uninfluential')",-1.2347795,-1.0288246,-0.82501674,-0.46806818,-0.49685104688008624,-0.2884988983472188,0.20835214853286743
19,-0.56334525,-0.49088842,"('funny', 'boring')",-1.3639792,-0.9909865,-0.052633524,0.0795832,-0.6599860191345215,-0.46743059158325195,0.19255542755126953
87,-0.5597656,-0.40020767,"('dedicated', 'undedicated')",-1.1336226,-1.1754136,-1.5840076,-1.4616315,-1.0924652417500813,-1.0124176343282063,0.080047607421875
73,0.53024566,0.54952,"('brilliant', 'incompetent')",-0.28389567,-0.68964016,-1.6141058,-1.5568221,-0.4559186299641927,-0.5656474033991495,-0.10972877343495685
110,0.52580446,0.67391866,"('narrow-minded', 'open-minded')",1.009726,0.86577857,0.9867214,0.7465326,0.8407506942749023,0.7620766162872314,-0.0786740779876709
17,0.51625806,0.7410679,"('social', 'antisocial')",-0.21026589,-0.24034499,0.03538558,0.2455725,0.11379258831342061,0.2487651308377584,0.13497254252433777
74,-0.5133605,-0.4744668,"('insightful', 'unperceptive')",-1.7719282,-1.8037791,-1.8090441,-1.6322012,-1.3647775650024414,-1.3034823735555012,0.06129519144694018
4,-0.51158714,-0.77388155,"('likable', 'unlikable')",-0.69423103,-0.883947,-0.82478666,-0.8439507,-0.6768682797749838,-0.8339264392852783,-0.15705815951029456
96,-0.4863701,-0.5413643,"('powerful', 'powerless')",-0.35427576,-0.18746814,-0.87530464,-0.73072636,-0.5719834963480631,-0.4865196148554484,0.08546388149261469
35,0.47626314,0.51761943,"('fair', 'unfair')",-0.33270064,-0.15604451,0.7962006,0.9641938,0.31325435638427734,0.4419229030609131,0.12866854667663574
83,0.47100928,0.77598083,"('energetic', 'lethargic')",-0.03942409,-0.34852275,-0.89610374,-0.7211351,-0.15483951568603516,-0.09789233406384786,0.0569471816221873
54,0.4612602,0.002384983,"('smart', 'stupid')",0.54658264,0.5573976,0.86132634,0.65840745,0.6230563720067342,0.4060633182525635,-0.21699305375417077
57,0.45035863,0.10274871,"('able', 'unable')",-0.20146257,-0.089099765,-0.80721974,-0.8104011,-0.1861078937848409,-0.2655840516090393,-0.0794761578241984
34,0.43068862,0.7722244,"('loyal', 'disloyal')",-0.37853873,-0.34464663,-1.3244035,-1.0854723,-0.42408454418182373,-0.21929818391799927,0.20478636026382446
22,0.4116705,0.29614612,"('welcoming', 'disagreeable')",0.24297835,0.2939018,-0.20588344,-0.2853104,0.1495884656906128,0.10157918930053711,-0.048009276390075684
11,-0.4116217,-0.3247909,"('caring', 'unaffectionate')",-1.6919158,-1.3544831,-1.3934163,-1.3194525,-1.1656513214111328,-0.9995755354563395,0.16607578595479333
91,0.40026125,0.48223263,"('resilient', 'nonresilient')",-0.171859,0.14087893,-0.559612,-0.4650722,-0.11040323972702026,0.05267977714538574,0.163083016872406
45,-0.39808625,-0.44123626,"('cooperative', 'exploitative')",0.48224574,-0.022204645,-1.4416611,-1.3255475,-0.45250054200490314,-0.5963294506072998,-0.14382890860239667
58,0.38402084,0.7513136,"('able', 'clumsy')",-0.26953167,-0.7548405,-1.60957,-1.3727579,-0.498360276222229,-0.45876161257425946,0.039598663647969545
18,0.38064507,0.35448712,"('social', 'asocial')",-0.15317267,-0.42381677,-0.7477702,-0.55296695,-0.1734325885772705,-0.20743219057718912,-0.03399960199991861
105,-0.37201524,-0.16549516,"('conventional', 'modern')",-0.6724105,-0.48508888,1.1424013,1.0702004,0.03265853722890218,0.13987213373184204,0.10721359650293985
31,-0.35376874,-0.58589786,"('altruistic', 'egoistic')",-1.1350601,-1.0067036,0.18531752,0.2359178,-0.4345037539800008,-0.4522279103597005,-0.017724156379699707
97,-0.325302,-0.26751906,"('superior', 'inferior')",-0.28322816,-0.18546963,-1.2022979,-0.99935764,-0.6036093632380167,-0.4841154416402181,0.11949392159779865
44,-0.3192917,-0.43528646,"('truthful', 'untruthful')",-0.96892715,-0.91019124,-0.91262245,-0.89397854,-0.7336138089497884,-0.7464853922526041,-0.012871583302815681
13,0.31125677,0.5855424,"('helpful', 'unhelpful')",-1.4651492,-1.9014735,-2.80716,-2.5100725,-1.3203508059183757,-1.2753345171610515,0.04501628875732422
60,0.30526978,0.7633433,"('educated', 'uneducated')",-0.61705863,-0.5853358,-1.350304,-0.994953,-0.554030974706014,-0.2723151644070943,0.28171581029891973
79,-0.29020998,-0.3201475,"('determined', 'doubtful')",0.57944566,0.21011603,-0.31663656,-0.18557051,-0.009133627017339071,-0.09853399793306987,-0.0894003709157308
10,-0.28897792,-0.2236222,"('affectionate', 'unaffectionate')",-1.3718781,-0.83722734,-0.20973197,-0.30440617,-0.623529314994812,-0.4550852378209432,0.16844407717386883
29,-0.2880223,-0.16008298,"('honest', 'immoral')",-1.6137493,-1.7153306,-1.0073829,-0.7803881,-0.9697181383768717,-0.8852672576904297,0.08445088068644202
51,0.27806222,0.49518532,"('competent', 'incompetent')",-0.20538837,-0.5162419,-0.8389757,-0.6886757,-0.25543395678202313,-0.23657743136088052,0.018856525421142606
33,-0.2746422,-0.15708572,"('softhearted', 'hardhearted')",-1.3316956,-1.2793502,-0.67043316,-0.6018776,-0.7589236895243326,-0.6794378757476807,0.07948581377665198
26,0.25218204,0.39388,"('trustworthy', 'untrustworthy')",-0.16235073,-0.17901188,-0.26996118,-0.11237903,-0.06004329025745392,0.03416303296883901,0.09420632322629294
37,-0.2281084,-0.6351113,"('good', 'evil')",0.4091043,0.7505146,2.059823,1.710595,0.7469396591186523,0.6086661020914713,-0.13827355702718103
46,0.19952172,0.24482709,"('generous', 'stingy')",-0.45868433,0.028772831,1.5035864,1.4246156,0.4148079554239909,0.5660718282063802,0.15126387278238934
28,0.18559031,0.43153486,"('honest', 'dishonest')",-1.4458475,-1.7528234,-1.0566263,-0.88033825,-0.7722945213317871,-0.733875592549642,0.038418928782145145
23,-0.1849992,-0.38285935,"('hospitable', 'inhospitable')",-0.7549641,-0.34203196,0.6887044,0.4909879,-0.08375298976898193,-0.07796780268351237,0.005785187085469559
77,0.16480005,-0.31014085,"('active', 'inactive')",-0.68540865,-0.31530005,0.46500355,0.31371045,-0.01853501796722412,-0.10391014814376831,-0.08537513017654419
88,-0.16034767,-0.30997527,"('impulsive', 'meek')",-0.5307854,-0.16311377,0.86245847,0.6638564,0.05710848172505697,0.06358911593755086,0.0064806342124938895
62,-0.13224679,-0.43958944,"('creative', 'uncreative')",-2.493073,-2.078114,-0.098593056,-0.18771952,-0.9079709053039551,-0.90180770556132,0.006163199742635128
65,-0.11241531,-0.05422616,"('practical', 'impractical')",-0.27712622,-0.6871742,-2.3834305,-2.0585659,-0.9243240356445312,-0.9333221117655436,-0.008998076121012333
47,-0.10966086,0.009687334,"('forgiving', 'unforgiving')",-0.6332819,-0.8080082,-0.67771614,-0.5561573,-0.473552942276001,-0.451492706934611,0.022060235341389955
102,0.1045084,0.1365437,"('eminent', 'low')",-0.56173944,-0.5714226,-1.8707274,-1.5728991,-0.7759861946105957,-0.6692593097686768,0.10672688484191895
30,0.10010573,0.110073954,"('honest', 'dishonest')",-0.37531465,-0.6648896,-1.0175533,-0.7693776,-0.4309207598368327,-0.441397746404012,-0.010476986567179325
38,0.09441585,0.5301378,"('kind', 'unkind')",0.035707116,-0.5150802,-1.8160008,-1.3723699,-0.5619592666625977,-0.45243744055430096,0.1095218261082967
56,-0.07159555,-0.23581898,"('intelligent', 'dumb')",0.8041654,0.8073913,0.5737123,0.574834,0.43542738755544025,0.38213543097178143,-0.05329195658365882
92,-0.061460435,-0.22718248,"('unwavering', 'wavering')",-0.6082511,-0.016661376,-0.2225452,-0.460274,-0.29741891225179035,-0.2347059647242228,0.06271294752756754
59,-0.048493847,0.048602045,"('skillful', 'clumsy')",1.1396844,1.1086452,-0.2745158,-0.1149542,0.27222492297490436,0.3474310239156087,0.07520610094070435
36,0.044326574,0.23124275,"('tolerant', 'intolerant')",-0.92382896,-1.2305028,-1.4221469,-1.1436408,-0.7672164440155029,-0.7143003145853678,0.05291612943013513
86,0.042350948,-0.2861711,"('self-reliant', 'helpless')",2.5354223,2.8450122,1.4598708,1.3292016,1.345881462097168,1.2960141499837239,-0.049867312113444084
43,-0.027840793,0.08813509,"('genuine', 'fake')",0.07497235,-0.24590328,-0.114418864,-0.1124223,-0.02242910365263621,-0.09006349245707194,-0.06763438880443573
68,-0.0069018155,-0.37526047,"('clever', 'inept')",-1.3659849,-1.2162768,-1.4584932,-1.5369847,-0.9437932968139648,-1.0428406397501628,-0.09904734293619799
49,0.0030017495,-0.032231092,"('responsible', 'irresponsible')",-0.09090382,-0.81774426,-1.7443471,-1.6050742,-0.6107497215270996,-0.8183498382568359,-0.20760011672973633
103,-0.0011646599,0.5279631,"('traditional', 'modern')",0.24595577,0.60655844,1.0115128,1.1095326,0.4187679688135783,0.7480180263519287,0.3292500575383504
