,family_male,family_female,tuple,dollar_male,dollar_female,stores_male,stores_female,average_male,average_female,female-male
60,-1.6390772,-1.1663465,"('educated', 'uneducated')",-1.1632794,-1.0652966,-0.329118,-0.2934146,-1.0438249111175537,-0.841685930887858,0.20213898022969568
0,-1.6386168,-1.2734046,"('sociable', 'unsociable')",-0.82424384,-0.846313,-0.90341496,-0.6742546,-1.1220918496449788,-0.9313240845998129,0.1907677650451659
44,-1.6141549,-1.6821319,"('truthful', 'untruthful')",-1.563023,-1.5087144,-1.4444603,-1.388024,-1.5405460993448894,-1.5262900988260906,0.014256000518798828
2,-1.5801569,-1.0336282,"('friendly', 'unfriendly')",-1.1852496,-1.2487402,-0.44266778,-0.40933856,-1.0693581104278564,-0.897235631942749,0.17212247848510742
42,1.5477335,1.6435622,"('amicable', 'hostile')",0.7979082,1.009177,1.4288743,1.5654013,1.2581719557444255,1.4060468673706055,0.14787491162617994
50,1.4465928,1.3888085,"('unprejudiced', 'prejudiced')",2.5389676,2.5106888,1.3835853,1.367122,1.78971529006958,1.7555397351582844,-0.03417555491129565
74,-1.4363832,-1.4132204,"('insightful', 'unperceptive')",-1.3728487,-1.734981,-1.4388202,-1.5832759,-1.4160173734029133,-1.5771590868632,-0.1611417134602866
9,-1.432421,-1.3679802,"('sensitive', 'insensitive')",-1.0321978,-1.3811922,-0.87228954,-1.1051912,-1.1123027801513672,-1.284787893295288,-0.1724851131439209
64,-1.4070415,-1.1135007,"('clever', 'incompetent')",-0.83051896,-1.046587,-0.7951839,-1.0496607,-1.0109148025512695,-1.0699160893758137,-0.0590012868245442
80,1.374497,1.5084882,"('independent', 'dependent')",1.1754894,1.2396355,1.2173309,0.98664093,1.2557724316914876,1.2449215253194172,-0.010850906372070312
73,-1.3497849,-1.5735196,"('brilliant', 'incompetent')",-0.9777901,-1.4805119,-1.4153718,-1.914171,-1.2476488749186199,-1.6560675303141277,-0.4084186553955078
76,-1.3320203,-0.9919353,"('secure', 'insecure')",0.492791,0.29850972,0.27166656,0.11924484,-0.1891875664393107,-0.19139357407887778,-0.002206007639567076
45,-1.3287554,-1.3894235,"('cooperative', 'exploitative')",-0.7063815,-0.86063194,0.008164883,-0.31828707,-0.6756573518117269,-0.8561141490936279,-0.180456797281901
10,-1.3127768,-1.4526467,"('affectionate', 'unaffectionate')",-1.1916759,-1.0170101,-0.83492315,-0.72928596,-1.1131253242492676,-1.0663142999013264,0.046811024347941155
101,-1.2873507,-1.1044912,"('successful', 'unsuccessful')",-1.2156596,-1.316006,-1.8151394,-1.7805864,-1.4393831888834636,-1.4003612200419109,0.039021968841552734
83,-1.2826198,-1.1283237,"('energetic', 'lethargic')",-0.56851065,-0.7606965,-0.5247742,-0.6190604,-0.7919681866963705,-0.8360268274943033,-0.04405864079793287
16,-1.2606776,-1.0039256,"('social', 'antisocial')",0.43698758,0.45389247,0.3301179,0.5343168,-0.1645240286986033,-0.005238771438598633,0.15928525726000467
52,-1.1489182,-0.64652467,"('competitive', 'uncompetitive')",-0.6344764,-0.96181667,-1.410145,-1.7794251,-1.0645132064819336,-1.1292554537455242,-0.06474224726359057
32,-1.1364994,-0.8380314,"('benevolent', 'hardhearted')",-2.041577,-1.6474991,-1.1943699,-0.8954723,-1.4574821790059407,-1.12700088818868,0.33048129081726074
30,-1.1255155,-1.4127223,"('honest', 'dishonest')",-0.62550426,-0.93920547,-0.7304515,-0.80170447,-0.8271571000417074,-1.0512107213338215,-0.22405362129211415
70,1.119423,0.9946327,"('wise', 'unwise')",0.5871742,0.43084604,0.35689914,0.22446376,0.6878321170806885,0.5499807993570963,-0.13785131772359216
15,-1.1133442,-0.6432848,"('polite', 'impolite')",0.008459792,-0.0006328672,-0.5922851,-0.39660728,-0.565723180770874,-0.34684165318806964,0.21888152758280438
94,-1.1085358,-0.78407395,"('aggressive', 'submissive')",0.7245505,0.5860668,-0.35175228,-0.2841577,-0.24524585405985513,-0.16072161992390951,0.08452423413594562
77,1.0735755,1.3353183,"('active', 'inactive')",0.81681925,1.0824777,0.8782711,1.1328642,0.9228885968526205,1.1835534572601318,0.26066486040751136
56,1.0708406,1.1219568,"('intelligent', 'dumb')",1.2080508,1.1879249,1.660014,1.5970662,1.3129685719807942,1.3023159503936768,-0.010652621587117439
17,-1.0585356,-0.7456583,"('social', 'antisocial')",0.20025374,0.4530016,-0.60154295,-0.2208764,-0.48660826683044434,-0.17117770512898764,0.31543056170145667
47,-1.0580461,-0.84592164,"('forgiving', 'unforgiving')",-1.4634917,-1.5929207,-0.47137257,-0.2632095,-0.9976367950439453,-0.9006839593251547,0.09695283571879065
1,-1.0367246,-0.84621507,"('friendly', 'unfriendly')",-2.0996022,-1.827698,-1.0634959,-1.2083423,-1.399940808614095,-1.2940851052602131,0.10585570335388184
68,-0.9719825,-1.5845244,"('clever', 'inept')",-0.7329487,-1.1309859,-0.22121197,-0.59476054,-0.6420477231343588,-1.1034235954284668,-0.46137587229410804
107,-0.9716203,-0.76968145,"('conventional', 'modern')",-0.083575726,-0.1705657,-0.9735772,-1.0425128,-0.6762577692667643,-0.660919984181722,0.015337785085042244
55,-0.8784643,-0.61288166,"('intelligent', 'unintelligent')",-0.4269477,-0.6558697,-0.5352636,-0.6843471,-0.6135585308074951,-0.6510328451792399,-0.037474314371744755
54,0.86622536,0.6834828,"('smart', 'stupid')",0.8220948,0.4524092,0.15757865,-0.07170817,0.6152996222178141,0.3547279437383016,-0.2605716784795125
63,-0.83954465,-0.94537866,"('capable', 'incapable')",-1.6340916,-1.3952725,-0.49285305,-0.69034535,-0.988829771677653,-1.0103321075439453,-0.021502335866292355
3,0.8289472,0.72898984,"('likable', 'unlikable')",1.6871811,1.6419713,1.1566252,1.1663669,1.22425111134847,1.1791094144185383,-0.04514169692993164
109,-0.8172165,-0.7591442,"('conservative', 'liberal')",1.0529528,0.9442446,0.43096077,0.53332216,0.22223234176635742,0.2394741972287496,0.01724185546239218
108,-0.8172165,-0.7591442,"('conservative', 'liberal')",1.0529528,0.9442446,0.43096077,0.53332216,0.22223234176635742,0.2394741972287496,0.01724185546239218
91,-0.7866344,-0.7492379,"('resilient', 'nonresilient')",0.11816485,-0.2706107,-0.07830118,-0.42070487,-0.2489235798517863,-0.48018447558085126,-0.23126089572906497
100,-0.74024606,-0.32835492,"('influential', 'uninfluential')",-0.6601865,-0.63374424,-1.0834937,-0.79670966,-0.8279754320780436,-0.5862696170806885,0.2417058149973551
85,-0.73267674,-0.5623024,"('ambitious', 'unambitious')",-0.38136217,-0.32479692,-0.36252463,-0.23553735,-0.49218785762786865,-0.37421222527821857,0.11797563234965008
5,-0.697204,-0.76890016,"('pleasant', 'repellent')",-0.017734945,-0.10383624,0.052707016,-0.18382448,-0.22074397404988608,-0.35218695799509686,-0.13144298394521078
43,-0.69636977,-0.6028966,"('genuine', 'fake')",-0.94175977,-0.9100736,-0.3970802,-0.46812075,-0.6784032185872396,-0.6603636741638184,0.01803954442342126
84,-0.6787228,-0.8525833,"('self-confident', 'diffident')",-0.35698187,-0.41626573,-0.25195357,-0.26003537,-0.42921940485636395,-0.5096281369527181,-0.08040873209635419
24,-0.6766914,-0.5596541,"('thoughtful', 'rough')",-1.1033636,-1.177789,-0.016292155,-0.26525176,-0.5987823804219564,-0.6675649483998617,-0.06878256797790527
110,-0.6147269,-0.5648044,"('narrow-minded', 'open-minded')",-0.07245812,0.023937732,0.78091735,0.6608043,0.031244099140167236,0.03997921943664551,0.008735120296478271
33,-0.6137178,-0.47565472,"('softhearted', 'hardhearted')",-1.5350341,-1.4814298,-1.1207441,-1.2113765,-1.0898319880167644,-1.056153694788615,0.033678293228149414
90,0.5896162,0.4804533,"('motivated', 'unmotivated')",1.0481316,0.55089587,1.6944402,1.1299977,1.1107293764750164,0.7204489707946777,-0.3902804056803386
102,-0.5881502,-0.22438914,"('eminent', 'low')",-0.72239864,-0.52607584,-0.81011915,-0.61661685,-0.7068893114725748,-0.45569396018981934,0.2511953512827555
39,0.5878726,0.6830937,"('right', 'wrong')",0.14775598,0.5308345,0.4506677,0.597347,0.39543211460113525,0.6037584145863851,0.20832629998524987
72,-0.56104165,-0.4802019,"('logical', 'illogical')",-0.82161206,-0.709574,-0.5682701,-0.6156641,-0.6503079334894816,-0.6018133560816447,0.048494577407836914
62,0.54663867,0.4309882,"('creative', 'uncreative')",-0.34359157,-0.37751245,-0.35729668,-0.9031388,-0.051416526238123574,-0.2832210262616475,-0.23180450002352396
96,-0.5441021,-0.17565213,"('powerful', 'powerless')",-0.7005962,-0.40620604,-0.2245198,0.04041363,-0.4897393782933553,-0.1804815133412679,0.3092578649520874
103,0.539341,0.7688056,"('traditional', 'modern')",1.3350537,1.0720333,1.367864,1.346112,1.0807528495788574,1.0623169740041096,-0.018435875574747795
14,-0.5284553,-0.72233444,"('supportive', 'unsupportive')",0.83149934,0.55483574,0.71308094,0.61989945,0.3387083212534587,0.15080024798711142,-0.18790807326634726
99,0.5273173,0.39674366,"('prestigious', 'insignificant')",-0.04902023,0.33133414,1.0191867,1.119033,0.4991612434387207,0.6157035827636719,0.11654233932495117
69,0.5064215,0.12494696,"('wise', 'foolish')",-0.00040125847,0.3809329,0.42842922,0.5460716,0.31148314476013184,0.35065046946207684,0.039167324701945005
26,-0.48666033,-0.3443011,"('trustworthy', 'untrustworthy')",0.3658612,0.32882243,0.81321514,0.73638785,0.23080533742904663,0.24030305941899618,0.009497721989949554
92,0.46834552,0.020208418,"('unwavering', 'wavering')",0.029506356,0.051259458,0.3526854,0.44274288,0.2835124333699544,0.17140358686447144,-0.11210884650548297
23,0.45326892,0.17922118,"('hospitable', 'inhospitable')",-0.07473695,-0.047480583,0.28183526,0.25226158,0.2201224168141683,0.1280007263024648,-0.09212169051170349
51,-0.40058142,-0.32926852,"('competent', 'incompetent')",-0.4948757,-0.76692986,-1.3455713,-1.3882806,-0.7470094362894694,-0.8281596501668295,-0.0811502138773601
19,0.37644565,0.38610858,"('funny', 'boring')",0.017057776,0.06896281,-0.7892347,-0.3958946,-0.1319104234377543,0.019725600878397625,0.15163602431615192
104,0.36583686,0.18305297,"('conventional', 'unconventional')",-1.0950003,-0.91591024,-0.06774682,0.11281666,-0.26563674211502075,-0.2066802183787028,0.05895652373631796
22,0.34808028,0.57202536,"('welcoming', 'disagreeable')",1.380698,1.4487631,1.218745,0.94936293,0.9825077056884766,0.990050474802653,0.007542769114176395
93,-0.31243423,-0.059941024,"('dominating', 'dominated')",-0.2521203,-0.29253912,0.31455508,0.6353012,-0.08333314458529155,0.09427367647488911,0.17760682106018066
67,0.2862302,0.60209656,"('discriminating', 'undiscriminating')",-0.3246169,-0.21380538,-0.9387081,-0.84518117,-0.32569827636082965,-0.15229666233062744,0.1734016140302022
89,-0.2662496,-0.080114886,"('daring', 'anxious')",-0.55203164,-0.7849643,-0.5893161,-0.878918,-0.46919910113016766,-0.5813324054082235,-0.11213330427805585
59,0.22143775,0.44887257,"('skillful', 'clumsy')",0.35209838,0.5291441,0.17267,0.18016045,0.24873538812001547,0.386059045791626,0.1373236576716105
31,0.18606085,0.23584539,"('altruistic', 'egoistic')",-0.34788558,-0.15601367,-0.024993002,-0.13078284,-0.0622725784778595,-0.016983707745869953,0.04528887073198955
21,-0.17463845,-0.5298512,"('nice', 'nasty')",0.694293,0.63725805,0.76944524,0.67244357,0.42969993750254315,0.2599501411120097,-0.16974979639053345
98,0.16759437,-0.22764325,"('prestigious', 'insignificant')",-0.13371567,-0.08169317,1.0733209,1.2082953,0.3690665165583293,0.2996529738108317,-0.06941354274749756
106,-0.15355587,-0.2444326,"('conventional', 'unconventional')",-0.8724401,-0.47352618,-0.80872035,-0.7073982,-0.6115721066792806,-0.4751189947128296,0.13645311196645105
97,-0.13345489,-0.17059273,"('superior', 'inferior')",-0.8791935,-0.7364934,0.21712172,0.39291772,-0.2651755412419637,-0.17138946056365967,0.09378608067830402
20,0.13205189,0.34771276,"('popular', 'unpopular')",-0.5040296,-0.34597325,-0.4705552,-0.5306263,-0.2808442910512288,-0.17629559834798178,0.10454869270324704
79,-0.123075426,0.049108267,"('determined', 'doubtful')",0.13714525,0.37917027,-0.31576788,-0.010502547,-0.10056601961453755,0.1392586628595988,0.23982468247413635
4,-0.104510725,-0.16898832,"('likable', 'unlikable')",-0.20185965,-0.28435272,-0.7936208,-0.9742856,-0.36666373411814374,-0.4758755366007487,-0.10921180248260498
57,0.032460928,-0.27584717,"('able', 'unable')",-0.2776165,-0.4409332,-0.020612642,-0.5914854,-0.08858940998713176,-0.43608856201171875,-0.347499152024587
105,0.0011367202,-0.082390115,"('conventional', 'modern')",-1.3833356,-1.3813138,-1.0099099,-1.1231351,-0.7973695596059164,-0.8622796535491943,-0.06491009394327796
