,disney_male,disney_female,tuple,walt_male,walt_female,average_male,average_female,female-male
31,-1.002413,-0.8933108,"('altruistic', 'egoistic')",-0.8072109,-0.86875415,-0.9048119783401489,-0.8810324668884277,0.02377951145172119
55,-0.97964483,-0.8312702,"('intelligent', 'unintelligent')",-0.3430675,-0.3733086,-0.6613561511039734,-0.6022894382476807,0.059066712856292725
5,0.9661111,0.9819402,"('pleasant', 'repellent')",1.196024,1.0214171,1.0810675621032715,1.001678705215454,-0.07938885688781738
88,0.9613423,0.85829175,"('impulsive', 'meek')",0.7735914,0.78921986,0.8674668073654175,0.8237558007240295,-0.04371100664138794
72,-0.9207581,-0.718621,"('logical', 'illogical')",-0.5575594,-0.3637904,-0.7391587495803833,-0.5412057042121887,0.19795304536819458
68,-0.90957874,-1.0429647,"('clever', 'inept')",0.3017013,0.14229937,-0.30393871665000916,-0.4503326714038849,-0.14639395475387573
52,0.895503,1.110812,"('competitive', 'uncompetitive')",0.3236102,0.22489071,0.6095565557479858,0.6678513288497925,0.05829477310180664
98,-0.8828718,-1.0727946,"('prestigious', 'insignificant')",-0.2169399,-0.15352517,-0.5499058365821838,-0.6131598949432373,-0.06325405836105347
80,0.8302949,0.89126986,"('independent', 'dependent')",1.0693508,1.1820856,0.9498229026794434,1.0366777181625366,0.08685481548309326
2,0.8118771,0.9213506,"('friendly', 'unfriendly')",0.1550703,0.22308701,0.48347368836402893,0.5722187757492065,0.08874508738517761
105,-0.79181886,-0.7045751,"('conventional', 'modern')",-0.40132898,-0.6578604,-0.5965739488601685,-0.6812177896499634,-0.08464384078979492
66,0.78889686,0.71630657,"('imaginative', 'unimaginative')",2.2836592,2.2579737,1.5362780094146729,1.48714017868042,-0.04913783073425293
104,-0.7767059,-0.6764648,"('conventional', 'unconventional')",-1.5794554,-1.2457652,-1.178080677986145,-0.9611150026321411,0.2169656753540039
83,0.7730619,0.847233,"('energetic', 'lethargic')",0.02623646,0.016092986,0.39964917302131653,0.43166297674179077,0.03201380372047424
35,0.765078,0.7300116,"('fair', 'unfair')",1.5224319,1.4651195,1.1437549591064453,1.0975655317306519,-0.04618942737579346
74,-0.74184334,-0.73301804,"('insightful', 'unperceptive')",-0.1379818,-0.31520903,-0.4399125576019287,-0.5241135358810425,-0.08420097827911377
69,-0.73278844,-0.9587811,"('wise', 'foolish')",-0.27996585,-0.3191483,-0.5063771605491638,-0.6389647126197815,-0.13258755207061768
39,-0.6878221,-0.69763714,"('right', 'wrong')",-0.29279318,-0.15151894,-0.49030762910842896,-0.4245780408382416,0.06572958827018738
46,0.6855627,0.67320716,"('generous', 'stingy')",1.2662472,1.2764286,0.9759049415588379,0.9748178720474243,-0.0010870695114135742
100,-0.68357885,-0.45626664,"('influential', 'uninfluential')",-0.0903472,0.031720996,-0.38696300983428955,-0.21227282285690308,0.17469018697738647
37,0.68026704,0.413167,"('good', 'evil')",1.9567746,1.9340873,1.3185207843780518,1.1736271381378174,-0.14489364624023438
51,0.6673824,0.594134,"('competent', 'incompetent')",0.82507086,0.66404855,0.7462266683578491,0.6290912628173828,-0.11713540554046631
54,0.6390139,0.4844567,"('smart', 'stupid')",1.3594012,0.87783146,0.9992075562477112,0.6811440587043762,-0.31806349754333496
63,-0.6365937,-0.7793964,"('capable', 'incapable')",-0.5344001,-0.6257818,-0.5854969024658203,-0.7025890946388245,-0.11709219217300415
84,-0.60684097,-0.7456292,"('self-confident', 'diffident')",-0.04031086,-0.26573992,-0.3235759139060974,-0.5056845545768738,-0.18210864067077637
97,-0.5806483,-0.45591518,"('superior', 'inferior')",-1.1054058,-1.1980684,-0.8430270552635193,-0.8269917964935303,0.016035258769989014
29,-0.5545447,-0.36741456,"('honest', 'immoral')",-0.9709621,-0.9950243,-0.7627533674240112,-0.6812194585800171,0.08153390884399414
81,0.5454514,0.2640105,"('industrious', 'lazy')",1.9705052,1.7631944,1.2579783201217651,1.0136024951934814,-0.2443758249282837
76,0.52883536,0.5409693,"('secure', 'insecure')",0.2913249,0.33392498,0.4100801348686218,0.43744713068008423,0.027366995811462402
44,-0.5256346,-0.5756917,"('truthful', 'untruthful')",-0.34624052,-0.5572223,-0.4359375536441803,-0.5664570331573486,-0.13051947951316833
49,-0.5139729,-0.55289924,"('responsible', 'irresponsible')",-0.32697833,-0.67414534,-0.4204756021499634,-0.6135222911834717,-0.1930466890335083
57,-0.49080735,-0.6134259,"('able', 'unable')",0.4280346,0.26010442,-0.031386375427246094,-0.17666074633598328,-0.14527437090873718
110,0.4896887,0.4755752,"('narrow-minded', 'open-minded')",0.21384859,0.3097245,0.3517686426639557,0.3926498591899872,0.040881216526031494
101,-0.45266688,-0.69598585,"('successful', 'unsuccessful')",-0.26914543,-0.20114768,-0.3609061539173126,-0.4485667645931244,-0.08766061067581177
28,-0.4504223,-0.372906,"('honest', 'dishonest')",-1.8290807,-1.8926764,-1.1397514343261719,-1.1327911615371704,0.006960272789001465
85,-0.44320536,-0.5069467,"('ambitious', 'unambitious')",-0.76732427,-0.8063798,-0.6052647829055786,-0.6566632390022278,-0.05139845609664917
42,-0.4262048,-0.41796666,"('amicable', 'hostile')",-0.06766522,0.16581184,-0.24693500995635986,-0.12607741355895996,0.1208575963973999
73,-0.39047042,-0.48585978,"('brilliant', 'incompetent')",0.39518026,-0.09204021,0.002354919910430908,-0.28894999623298645,-0.29130491614341736
61,-0.38443905,-0.5060812,"('rational', 'irrational')",0.3653589,0.58067614,-0.009540081024169922,0.037297457456588745,0.04683753848075867
41,0.37497973,0.33625185,"('incorrupt', 'corrupt')",-0.13305801,0.26234788,0.12096086144447327,0.29929986596107483,0.17833900451660156
64,-0.3608399,-0.24580216,"('clever', 'incompetent')",-0.23267996,-0.35788187,-0.2967599332332611,-0.3018420338630676,-0.0050821006298065186
91,-0.3416733,-0.35327038,"('resilient', 'nonresilient')",0.485496,0.5916845,0.07191134989261627,0.11920706927776337,0.047295719385147095
45,0.33679283,0.21727669,"('cooperative', 'exploitative')",-0.37880653,-0.5050133,-0.021006852388381958,-0.14386829733848572,-0.12286144495010376
71,0.33100998,0.3782258,"('efficient', 'inefficient')",0.8610953,0.35088462,0.5960526466369629,0.3645552098751068,-0.23149743676185608
30,0.32901788,0.3097725,"('honest', 'dishonest')",0.1378699,-0.039291143,0.23344388604164124,0.13524067401885986,-0.09820321202278137
87,-0.31649745,-0.22036386,"('dedicated', 'undedicated')",-0.35681766,-0.43469453,-0.3366575539112091,-0.3275291919708252,0.009128361940383911
17,0.31519258,0.52439845,"('social', 'antisocial')",0.9092623,1.0219492,0.6122274398803711,0.7731738090515137,0.16094636917114258
96,0.3095041,0.4283916,"('powerful', 'powerless')",0.33241695,0.47269154,0.32096052169799805,0.45054155588150024,0.1295810341835022
43,0.29815334,0.39232647,"('genuine', 'fake')",0.012040108,-0.11469433,0.15509672462940216,0.13881607353687286,-0.016280651092529297
12,-0.28040248,-0.19271713,"('sympathetic', 'unsympathetic')",-0.81390035,-0.819939,-0.5471514463424683,-0.5063281059265137,0.04082334041595459
82,0.25463378,0.04119681,"('industrious', 'meek')",0.8168341,0.73797977,0.5357339382171631,0.38958829641342163,-0.14614564180374146
58,-0.21749248,0.1414786,"('able', 'clumsy')",-1.8913224,-1.835029,-1.0544074773788452,-0.8467751741409302,0.20763230323791504
9,-0.21554422,-0.22198725,"('sensitive', 'insensitive')",-0.10980129,-0.5390127,-0.162672758102417,-0.3804999589920044,-0.2178272008895874
59,0.20291847,0.25210506,"('skillful', 'clumsy')",0.29215214,0.4165784,0.24753530323505402,0.33434173464775085,0.08680643141269684
67,-0.18750751,-0.049747355,"('discriminating', 'undiscriminating')",-0.2549817,-0.11245102,-0.22124460339546204,-0.08109918236732483,0.1401454210281372
18,0.187206,0.20287398,"('social', 'asocial')",-0.15763317,-0.19771427,0.014786414802074432,0.0025798529386520386,-0.012206561863422394
89,0.18391812,0.32575938,"('daring', 'anxious')",0.44863355,0.48938715,0.31627583503723145,0.40757328271865845,0.091297447681427
14,-0.16314213,-0.23331809,"('supportive', 'unsupportive')",0.9571123,0.7216466,0.39698508381843567,0.24416425824165344,-0.15282082557678223
92,-0.16117531,-0.3462854,"('unwavering', 'wavering')",-0.15819046,-0.041303664,-0.15968288481235504,-0.19379453361034393,-0.03411164879798889
78,0.15918273,-0.030018859,"('active', 'inactive')",1.6311008,1.0714898,0.8951417207717896,0.520735502243042,-0.37440621852874756
23,-0.15646785,-0.3389003,"('hospitable', 'inhospitable')",0.43230176,0.30991215,0.1379169523715973,-0.014494076371192932,-0.15241102874279022
106,-0.15646274,0.029222868,"('conventional', 'unconventional')",-0.6208749,-0.31239274,-0.38866880536079407,-0.14158493280410767,0.2470838725566864
36,-0.13047814,0.02546236,"('tolerant', 'intolerant')",0.02617237,-0.30599612,-0.05215288698673248,-0.14026688039302826,-0.08811399340629578
77,0.11123252,0.092209995,"('active', 'inactive')",0.21296006,0.3099752,0.1620962917804718,0.20109260082244873,0.03899630904197693
4,0.103924856,0.016234152,"('likable', 'unlikable')",0.40149555,-0.010594726,0.2527101933956146,0.002819713205099106,-0.24989048019051552
24,-0.099645,0.03536301,"('thoughtful', 'rough')",0.06420785,-0.16413048,-0.01771857589483261,-0.06438373029232025,-0.04666515439748764
25,0.092778504,0.20241386,"('moral', 'immoral')",0.10761678,0.024046093,0.10019764304161072,0.11322997510433197,0.013032332062721252
21,-0.08943266,-0.18947983,"('nice', 'nasty')",0.5610767,0.46221232,0.23582202196121216,0.13636624813079834,-0.09945577383041382
22,-0.0670653,-0.0111493915,"('welcoming', 'disagreeable')",0.15932408,0.0687146,0.046129390597343445,0.02878260239958763,-0.017346788197755814
47,0.05332999,0.106959656,"('forgiving', 'unforgiving')",-0.22388406,-0.23226687,-0.08527703583240509,-0.06265360862016678,0.022623427212238312
60,0.049102694,0.25341094,"('educated', 'uneducated')",-0.055456877,0.130131,-0.0031770914793014526,0.19177097082138062,0.19494806230068207
70,-0.04659976,-0.0628854,"('wise', 'unwise')",0.78796697,0.7264833,0.37068361043930054,0.3317989408969879,-0.03888466954231262
0,-0.022143185,0.155464,"('sociable', 'unsociable')",-0.33296457,-0.14931473,-0.17755387723445892,0.003074631094932556,0.18062850832939148
