,huntington_male,huntington_female,tuple,ingalls_male,ingalls_female,inds_male,inds_female,average_male,average_female,female-male
94,1.1492674,1.1728258,"('aggressive', 'submissive')",2.220669,2.2881439,0.2670535,0.5277531,1.2123300234476726,1.3295742670694988,0.11724424362182617
78,1.1015154,0.8928429,"('active', 'inactive')",0.5524266,0.28600645,2.1099143,1.9451115,1.254618803660075,1.0413203239440918,-0.21329847971598315
71,1.0916064,0.92479634,"('efficient', 'inefficient')",2.1408296,2.2516696,-1.1501857,-0.91798985,0.6940833727518717,0.7528254191080729,0.05874204635620117
9,-1.0816469,-1.1029867,"('sensitive', 'insensitive')",0.70280826,0.894908,-0.59081066,-0.5278296,-0.32321643829345703,-0.24530275662740073,0.0779136816660563
28,-1.0517547,-0.96142316,"('honest', 'dishonest')",0.54111904,0.68451405,-0.7342737,-0.6133038,-0.4149697621663411,-0.29673763116200763,0.1182321310043335
24,-0.9717522,-1.0175841,"('thoughtful', 'rough')",-0.18480244,-0.08538967,-1.0198224,-0.95592207,-0.7254590193430582,-0.6862986087799072,0.039160410563151005
59,0.95882034,1.0741402,"('skillful', 'clumsy')",-0.570155,-0.37824613,0.025135294,0.15413576,0.1379335323969523,0.28334327538808185,0.14540974299112955
66,0.9353589,0.8110924,"('imaginative', 'unimaginative')",0.5662861,1.0576435,1.4438636,1.5991547,0.9818361600240072,1.1559635798136394,0.1741274197896322
47,-0.9295967,-0.99055254,"('forgiving', 'unforgiving')",0.29570204,0.39015174,-0.44822526,-0.25591764,-0.3607066472371419,-0.28543949127197266,0.07526715596516925
104,-0.9257311,-0.7151462,"('conventional', 'unconventional')",-1.340498,-1.3687263,0.20796183,0.3469646,-0.6860891183217367,-0.5789692401885986,0.10711987813313806
89,0.917187,0.8881611,"('daring', 'anxious')",0.8910676,1.0606403,-0.6433277,-0.53660375,0.38830896218617755,0.4707326094309489,0.08242364724477136
30,0.87978345,0.8358282,"('honest', 'dishonest')",0.32539916,0.33899367,-0.4682533,-0.3866328,0.24564307928085327,0.2627296845118205,0.017086605230967222
12,-0.8791112,-0.7176858,"('sympathetic', 'unsympathetic')",1.8269498,2.0811338,-0.4065581,-0.060319334,0.18042685588200888,0.43437623977661133,0.2539493838946024
54,0.87079144,0.5780271,"('smart', 'stupid')",0.34219313,-0.0707296,0.7543249,0.46972507,0.6557698249816895,0.3256741960843404,-0.33009562889734906
17,0.8246021,0.74304855,"('social', 'antisocial')",-0.041293383,0.016730547,-0.49826086,-0.082166925,0.09501596291859944,0.22587072849273682,0.1308547655741374
84,-0.79870015,-0.7199079,"('self-confident', 'diffident')",-1.0502067,-1.1581603,0.41346723,0.27860743,-0.47847986221313477,-0.5331536134084066,-0.05467375119527185
52,0.7571253,0.87251854,"('competitive', 'uncompetitive')",0.9219291,1.1449745,-0.049513265,0.22051778,0.5431804259618124,0.7460036277770996,0.20282320181528724
42,-0.75571394,-0.7341346,"('amicable', 'hostile')",-1.1641302,-1.1720581,1.2733593,1.0103989,-0.21549495061238608,-0.2985979715983073,-0.08310302098592123
55,-0.7085827,-0.6962625,"('intelligent', 'unintelligent')",1.2103448,1.3115757,-0.448863,-0.30231673,0.0176330308119456,0.10433214902877808,0.08669911821683247
103,0.703932,0.6465267,"('traditional', 'modern')",0.7839139,0.6119621,0.417391,0.50377834,0.6350789864857992,0.5874223709106445,-0.04765661557515466
51,0.67635053,0.65822434,"('competent', 'incompetent')",0.38776156,0.5494941,0.029550582,0.008437514,0.3645542065302531,0.4053852955500285,0.04083108901977539
106,0.63608116,0.7375438,"('conventional', 'unconventional')",0.116872236,-0.16797602,-0.711903,-0.49590635,0.013683478037516275,0.024553815523783367,0.010870337486267092
68,-0.6251095,-0.81782115,"('clever', 'inept')",-1.3335081,-1.176189,0.09121126,-0.13587606,-0.6224687894185384,-0.7099620501200358,-0.08749326070149732
90,0.6202197,0.45216548,"('motivated', 'unmotivated')",1.759292,1.7451081,0.2505302,0.32184827,0.8766806920369467,0.8397073745727539,-0.036973317464192745
91,0.5728511,0.47633153,"('resilient', 'nonresilient')",-0.4412837,-0.53136337,0.66073394,0.7540672,0.26410045226414997,0.23301178216934204,-0.031088670094807924
46,-0.57129854,-0.42097688,"('generous', 'stingy')",0.41047126,0.5213779,1.1813118,1.1692072,0.3401615222295125,0.4232027530670166,0.08304123083750409
34,-0.5701375,-0.3601839,"('loyal', 'disloyal')",0.3546244,0.51686424,-0.28956658,0.005548246,-0.16835989554723105,0.054076194763183594,0.22243609031041464
31,-0.5676217,-0.69415843,"('altruistic', 'egoistic')",-1.2843175,-1.3976521,-0.3783078,-0.5056292,-0.7434156735738119,-0.8658132553100586,-0.12239758173624671
23,-0.5547833,-0.49418193,"('hospitable', 'inhospitable')",-0.12226206,-0.31362367,0.6964284,0.46166044,0.006461024284362793,-0.11538171768188477,-0.12184274196624756
39,-0.5516951,-0.48649526,"('right', 'wrong')",-0.7374497,-0.67395455,0.20636582,0.23095648,-0.3609263102213542,-0.30983108282089233,0.05109522740046185
67,-0.54129994,-0.47786173,"('discriminating', 'undiscriminating')",-0.45546937,-0.46878707,0.18508604,0.3480278,-0.2705610990524292,-0.19954033692677817,0.07102076212565103
29,0.5351734,0.5093831,"('honest', 'immoral')",0.6745888,0.7189025,-1.6122096,-1.4035513,-0.1341491142908732,-0.058421929677327476,0.07572718461354572
18,0.5240719,0.6934986,"('social', 'asocial')",0.9646605,1.2770762,0.45828477,0.567144,0.6490056912104288,0.8459062576293945,0.1969005664189657
20,-0.51915115,-0.5258256,"('popular', 'unpopular')",-0.09729564,-0.2967166,0.3854226,0.3731607,-0.07700806856155396,-0.1497938334941864,-0.07278576493263245
25,0.51521754,0.46501088,"('moral', 'immoral')",2.3999429,2.3115,-0.63351995,-0.3385833,0.7605468432108561,0.8126425743103027,0.05209573109944665
22,-0.51048064,-0.5383394,"('welcoming', 'disagreeable')",0.9543513,0.8403595,0.29213437,0.41530162,0.24533502260843912,0.23910725116729736,-0.006227771441141755
58,-0.4684391,-0.25613272,"('able', 'clumsy')",0.48449302,0.84268457,-1.2098565,-0.9697566,-0.3979341983795166,-0.12773491938908896,0.2701992789904276
14,0.46046966,0.43394762,"('supportive', 'unsupportive')",0.9421635,1.15797,1.1393924,1.1734831,0.8473418553670248,0.9218002160390218,0.07445836067199707
96,0.44811627,0.46374,"('powerful', 'powerless')",-0.18768358,-0.30117467,0.5853459,0.76192856,0.2819261948267619,0.30816463629404706,0.026238441467285156
37,0.44162774,0.23264849,"('good', 'evil')",-0.5445768,-0.74080974,2.0190573,1.7049834,0.6387027104695638,0.3989407221476237,-0.23976198832194012
8,-0.43300048,-0.44637042,"('open', 'distant')",-1.4728894,-1.7151743,0.9107883,0.4283164,-0.33170052369435626,-0.5777428150177002,-0.24604229132334393
26,0.42851081,0.4079532,"('trustworthy', 'untrustworthy')",0.7983195,1.039087,0.3366159,0.6142847,0.5211487611134847,0.6871083577473959,0.16595959663391113
73,0.4172516,0.1992915,"('brilliant', 'incompetent')",1.2227364,1.255427,-0.7442829,-0.7183932,0.29856834808985394,0.24544175465901694,-0.053126593430837005
36,-0.41336596,-0.24056655,"('tolerant', 'intolerant')",0.89946765,1.0028108,-1.4676727,-1.2396274,-0.3271903395652771,-0.15912769238154092,0.16806264718373617
74,-0.4117097,-0.24152356,"('insightful', 'unperceptive')",0.7599608,0.8704637,-0.41006452,-0.33130807,-0.02060448129971822,0.09921069939931233,0.11981518069903055
35,0.41120017,0.4174574,"('fair', 'unfair')",-0.08002103,0.12902021,1.0284896,1.2613726,0.45322291056315106,0.6026167074839274,0.1493937969207763
60,0.40840545,0.9127871,"('educated', 'uneducated')",1.6686261,1.6094537,-0.77607065,-0.3001569,0.4336536725362142,0.7406946023305258,0.3070409297943116
81,0.4073949,0.25616914,"('industrious', 'lazy')",-1.6404827,-2.1171978,0.4342098,0.085013375,-0.26629265149434406,-0.5920050938924154,-0.32571244239807134
5,0.39433613,0.34376603,"('pleasant', 'repellent')",1.7162721,1.9229068,-0.32869992,-0.47665337,0.593969464302063,0.5966731707255045,0.002703706423441532
64,0.36934516,0.3223228,"('clever', 'incompetent')",0.96310383,1.1214939,-0.5960633,-0.32881904,0.24546188116073608,0.37166587511698407,0.12620399395624798
101,-0.36514974,-0.42411205,"('successful', 'unsuccessful')",-0.56049776,-0.65137243,-0.3561769,-0.3836937,-0.42727478345235187,-0.4863927364349365,-0.059117952982584654
0,0.35749143,0.6823927,"('sociable', 'unsociable')",1.1672695,1.2080917,-0.20674688,0.16331846,0.4393380482991536,0.6846009890238444,0.24526294072469074
2,0.34798327,0.47705194,"('friendly', 'unfriendly')",1.9101207,2.1832151,-0.45740283,0.029153802,0.6002337535222372,0.8964736461639404,0.29623989264170325
88,-0.3473205,-0.4788386,"('impulsive', 'meek')",-0.86975026,-0.71372783,1.6554892,1.5355334,0.14613946278889975,0.11432234446207683,-0.03181711832682292
79,0.33795545,0.48460716,"('determined', 'doubtful')",0.62271386,0.5870751,-0.42559424,-0.2126359,0.17835835615793863,0.28634877999623615,0.10799042383829752
13,-0.32384178,-0.112877995,"('helpful', 'unhelpful')",0.8082037,1.2143135,-1.2606146,-0.92881894,-0.25875091552734375,0.05753886699676514,0.3162897825241089
44,-0.32260153,-0.25887597,"('truthful', 'untruthful')",0.13399582,0.25764465,0.0012216866,0.06427644,-0.062461341420809426,0.021015043059984844,0.08347638448079427
110,0.32121545,0.15867004,"('narrow-minded', 'open-minded')",-1.103302,-0.9559551,0.02633202,-0.21495327,-0.2519181768099467,-0.3374127944310506,-0.08549461762110389
87,-0.29914147,-0.26171342,"('dedicated', 'undedicated')",0.19721913,0.23302326,-0.8327553,-0.6855378,-0.31155922015508014,-0.2380759914716085,0.07348322868347165
19,0.29025662,0.36436492,"('funny', 'boring')",-1.2018355,-1.1523399,-0.20461094,0.089469254,-0.3720632791519165,-0.23283525307973227,0.13922802607218424
63,-0.26661748,-0.29567713,"('capable', 'incapable')",-0.7856827,-0.68254334,-0.23518822,-0.34813893,-0.42916282018025714,-0.4421197970708211,-0.012956976890563965
102,-0.26100296,-0.18978664,"('eminent', 'low')",0.39103603,0.31613883,-0.5385698,-0.2010827,-0.1361789107322693,-0.0249101718266805,0.11126873890558879
72,-0.24812977,-0.08485603,"('logical', 'illogical')",0.39065367,0.4049374,-0.1814479,-0.18613464,-0.012974664568901062,0.04464890559514364,0.0576235701640447
69,0.20221025,0.3523388,"('wise', 'foolish')",-0.8655971,-0.70315135,0.58766985,0.54187965,-0.02523901065190633,0.06368903319040935,0.08892804384231567
7,0.19622445,0.2049517,"('outgoing', 'distant')",-1.2310013,-1.5617785,1.2682185,0.8611405,0.07781390349070232,-0.16522876421610513,-0.24304266770680744
61,-0.19403377,-0.041863963,"('rational', 'irrational')",0.2986369,0.22012818,1.656844,1.4256274,0.5871490637461344,0.534630537033081,-0.05251852671305335
80,0.17894995,0.22171074,"('independent', 'dependent')",0.70333844,0.604126,0.5548353,0.68228006,0.47904125849405926,0.5027055740356445,0.023664315541585268
49,0.17844921,0.17565215,"('responsible', 'irresponsible')",0.7954233,1.0145167,-0.48901513,-0.28712744,0.16161913673082987,0.30101380745569867,0.1393946707248688
92,-0.1648719,-0.066079944,"('unwavering', 'wavering')",-1.4830738,-1.4769883,0.8710484,0.5649503,-0.25896579027175903,-0.32603933413823444,-0.0670735438664754
45,-0.16264085,-0.31688905,"('cooperative', 'exploitative')",0.4793374,0.47028843,-0.9398916,-1.0475645,-0.20773168404897055,-0.2980550527572632,-0.09032336870829263
85,-0.13305403,-0.31248578,"('ambitious', 'unambitious')",1.2288381,1.4641904,-0.040394068,0.17017908,0.3517966667811076,0.4406278928120931,0.08883122603098548
70,-0.12773837,-0.011244208,"('wise', 'unwise')",0.46282786,0.7274445,1.3838654,1.0846817,0.5729849338531494,0.60029403368632,0.027309099833170536
83,0.122556776,0.26145414,"('energetic', 'lethargic')",0.43380177,0.72566897,-0.3960658,-0.34111935,0.053430924812952675,0.21533459424972534,0.16190366943677267
57,-0.112418205,-0.15498088,"('able', 'unable')",0.25647375,0.28208607,-0.1406819,-0.1840165,0.0011245508988698323,-0.01897043486436208,-0.02009498576323191
97,-0.11157866,0.057665616,"('superior', 'inferior')",-0.37003872,-0.5347656,-0.4097588,-0.1748856,-0.2971253991127014,-0.21732852856318155,0.07979687054951987
38,-0.0991143,0.08784166,"('kind', 'unkind')",0.15191382,0.49468192,-1.3958939,-0.8877357,-0.44769811630249023,-0.101737380027771,0.34596073627471924
4,-0.08499552,-0.30515718,"('likable', 'unlikable')",-0.14622968,-0.28604755,-0.54468954,-0.6044618,-0.25863824288050336,-0.3985555171966553,-0.13991727431615192
77,0.069012284,0.16240698,"('active', 'inactive')",-0.7465857,-0.9855229,1.12868,0.8517449,0.15036884943644205,0.00954298178354899,-0.14082586765289307
82,0.054490805,-0.14718515,"('industrious', 'meek')",-1.2016855,-1.5868325,0.7685909,0.6613891,-0.12620127201080322,-0.3575428326924642,-0.23134156068166095
43,0.044060618,0.17599514,"('genuine', 'fake')",-0.020268321,0.044761032,-0.30244407,-0.30551624,-0.09288392464319865,-0.028253356615702312,0.06463056802749634
21,0.03268987,-0.06478906,"('nice', 'nasty')",0.4162891,0.25406778,0.20440929,0.06910291,0.21779608726501465,0.0861272116502126,-0.13166887561480206
100,0.026013598,0.32900402,"('influential', 'uninfluential')",1.0443699,1.2525666,0.1409478,0.49233004,0.4037771224975586,0.6913002332051595,0.28752311070760095
41,-0.0052096844,0.0993613,"('incorrupt', 'corrupt')",-1.617073,-1.707832,0.7309711,0.5097072,-0.2971038818359375,-0.3662544886271159,-0.0691506067911784
