,pate_male,pate_female,tuple,average_male,average_female,female-male
77,-0.8002864,-0.6729066,"('unmotivated', 'motivated')",-0.8002864,-0.6729066,0.1273798
78,-0.30668905,-0.42044145,"('nonresilient', 'resilient')",-0.3066891,-0.4204414,-0.1137523
79,-1.4432378,-1.4215295,"('wavering', 'unwavering')",-1.4432378,-1.4215295,0.0217083
80,0.71254104,0.6235953,"('dominated', 'dominating')",0.712541,0.6235953,-0.0889457
81,0.8721271,0.95707613,"('submissive', 'aggressive')",0.8721271,0.9570761,0.084949
82,2.353191,2.2398267,"('poor', 'rich')",2.3531909,2.2398267,-0.1133642
83,-0.40148246,-0.36968133,"('powerless', 'powerful')",-0.4014825,-0.3696813,0.0318012
84,-0.4330753,-0.36620736,"('inferior', 'superior')",-0.4330753,-0.3662074,0.0668679
85,-1.9553688,-1.7779207,"('insignificant', 'prestigious')",-1.9553688,-1.7779207,0.1774481
86,0.05614011,-0.23101962,"('uninfluential', 'influential')",0.0561401,-0.2310196,-0.2871597
87,-0.11343788,-0.24359195,"('unsuccessful', 'successful')",-0.1134379,-0.2435919,-0.130154
88,-0.7197314,-0.69682276,"('low', 'eminent')",-0.7197314,-0.6968228,0.0229086
