,currant_male,currant_female,tuple,average_male,average_female,female-male
79,-0.65483135,-0.72351635,"('wavering', 'unwavering')",-0.6548313,-0.7235163,-0.068685
80,0.110426426,0.12450219,"('dominated', 'dominating')",0.1104264,0.1245022,0.0140758
81,0.42159697,0.49667144,"('submissive', 'aggressive')",0.421597,0.4966714,0.0750744
82,1.971304,2.070538,"('poor', 'rich')",1.9713041,2.070538,0.0992339
83,-0.18509272,-0.24410328,"('powerless', 'powerful')",-0.1850927,-0.2441033,-0.0590106
84,0.3029512,0.36390543,"('inferior', 'superior')",0.3029512,0.3639054,0.0609542
85,-1.3036265,-1.3666087,"('insignificant', 'prestigious')",-1.3036265,-1.3666087,-0.0629822
86,-0.1947224,-0.27232406,"('uninfluential', 'influential')",-0.1947224,-0.2723241,-0.0776017
87,0.74057287,0.70531625,"('unsuccessful', 'successful')",0.7405729,0.7053162,-0.0352567
88,-0.45509967,-0.4466392,"('low', 'eminent')",-0.4550997,-0.4466392,0.0084605
