,corn_male,corn_female,tuple,average_male,average_female,female-male
78,-0.5584673,-0.5751482,"('nonresilient', 'resilient')",-0.5584673,-0.5751482,-0.0166809
79,0.022212572,0.116307355,"('wavering', 'unwavering')",0.0222126,0.1163074,0.0940948
80,-0.9433269,-0.890135,"('dominated', 'dominating')",-0.9433269,-0.890135,0.0531919
81,-0.5646557,-0.33542228,"('submissive', 'aggressive')",-0.5646557,-0.3354223,0.2292334
82,6.8147006,7.1167126,"('poor', 'rich')",6.8147006,7.1167126,0.302012
83,-0.5721694,-0.5850567,"('powerless', 'powerful')",-0.5721694,-0.5850567,-0.0128873
84,0.35845363,0.33478478,"('inferior', 'superior')",0.3584536,0.3347848,-0.0236688
85,-0.35568663,-0.5832588,"('insignificant', 'prestigious')",-0.3556866,-0.5832588,-0.2275722
86,-0.006934043,0.19712912,"('uninfluential', 'influential')",-0.006934,0.1971291,0.2040631
87,-0.052646555,0.16077116,"('unsuccessful', 'successful')",-0.0526466,0.1607712,0.2134178
88,-0.4044132,-0.16668296,"('low', 'eminent')",-0.4044132,-0.166683,0.2377302
