,model_male,model_female,tuple,average_male,average_female,female-male
77,-1.157661,-1.038153,"('unmotivated', 'motivated')",-1.157661,-1.0381531,0.1195079
78,-0.6505684,-0.68207604,"('nonresilient', 'resilient')",-0.6505684,-0.682076,-0.0315076
79,-0.49024844,-0.36495283,"('wavering', 'unwavering')",-0.4902484,-0.3649528,0.1252956
80,-0.023585662,-0.14048883,"('dominated', 'dominating')",-0.0235857,-0.1404888,-0.1169031
81,-0.063202605,-0.05689779,"('submissive', 'aggressive')",-0.0632026,-0.0568978,0.0063048
82,5.7752075,5.9935665,"('poor', 'rich')",5.7752075,5.9935665,0.218359
83,-0.17667411,-0.18237326,"('powerless', 'powerful')",-0.1766741,-0.1823733,-0.0056992
84,0.43127337,0.364842,"('inferior', 'superior')",0.4312734,0.364842,-0.0664314
85,-0.39552802,-0.34343645,"('insignificant', 'prestigious')",-0.395528,-0.3434364,0.0520916
86,0.4873156,0.41292763,"('uninfluential', 'influential')",0.4873156,0.4129276,-0.074388
87,0.013255019,0.06879181,"('unsuccessful', 'successful')",0.013255,0.0687918,0.0555368
88,0.049960278,0.10914688,"('low', 'eminent')",0.0499603,0.1091469,0.0591866
