,brook_male,brook_female,tuple,average_male,average_female,female-male
49,-0.5778578,-0.41850364,"('unable', 'able')",-0.5778578,-0.4185036,0.1593542
50,-1.1356242,-1.1042186,"('clumsy', 'skillful')",-1.1356242,-1.1042186,0.0314056
51,0.92886645,0.9462073,"('uneducated', 'educated')",0.9288664,0.9462073,0.0173409
52,-0.23344383,-0.4476664,"('irrational', 'rational')",-0.2334438,-0.4476664,-0.2142226
53,-0.13459215,-0.251758,"('uncreative', 'creative')",-0.1345921,-0.251758,-0.1171659
54,0.78437966,0.8526146,"('incapable', 'capable')",0.7843797,0.8526146,0.0682349
55,1.5637062,1.6061479,"('incompetent', 'clever')",1.5637062,1.6061479,0.0424417
56,0.58362895,0.60470885,"('impractical', 'practical')",0.583629,0.6047089,0.0210799
57,-0.9432301,-1.2576783,"('unimaginative', 'imaginative')",-0.9432301,-1.2576783,-0.3144482
58,0.34666562,0.34593487,"('undiscriminating', 'discriminating')",0.3466656,0.3459349,-0.0007307
59,-0.5740874,-0.49962884,"('foolish', 'wise')",-0.5740874,-0.4996288,0.0744586
60,0.6517151,0.95838946,"('inefficient', 'efficient')",0.6517151,0.9583895,0.3066744
61,1.2258688,1.0759777,"('illogical', 'logical')",1.2258688,1.0759777,-0.1498911
62,1.1552202,1.3304578,"('incompetent', 'brilliant')",1.1552202,1.3304578,0.1752376
63,0.6362529,0.7351461,"('unperceptive', 'insightful')",0.6362529,0.7351461,0.0988932
64,-5.3966813,-5.529883,"('shy', 'confident')",-5.3966813,-5.5298829,-0.1332016
65,0.53615326,0.6575156,"('insecure', 'secure')",0.5361533,0.6575156,0.1213623
66,0.13741527,0.02353533,"('inactive', 'active')",0.1374153,0.0235353,-0.11388
67,-0.7439559,-0.6103715,"('doubtful', 'determined')",-0.7439559,-0.6103715,0.1335844
68,-1.1870375,-1.0820478,"('dependent', 'independent')",-1.1870375,-1.0820478,0.1049897
69,-2.1203704,-2.1903815,"('lazy', 'industrious')",-2.1203704,-2.1903815,-0.0700111
70,2.1249402,2.012983,"('lethargic', 'energetic')",2.1249402,2.0129831,-0.1119571
71,0.3557589,0.40078008,"('diffident', 'self-confident')",0.3557589,0.4007801,0.0450212
72,0.42638004,0.57100433,"('unambitious', 'ambitious')",0.42638,0.5710043,0.1446243
73,-2.9306462,-2.9622066,"('helpless', 'self-reliant')",-2.9306462,-2.9622066,-0.0315604
74,0.7334137,0.51673836,"('undedicated', 'dedicated')",0.7334137,0.5167384,-0.2166753
75,-1.2191916,-1.2072401,"('meek', 'impulsive')",-1.2191916,-1.2072401,0.0119515
76,0.69577974,0.7862429,"('anxious', 'daring')",0.6957797,0.7862429,0.0904632
77,-0.6937777,-0.54445016,"('unmotivated', 'motivated')",-0.6937777,-0.5444502,0.1493275
78,-0.63063216,-0.7680293,"('nonresilient', 'resilient')",-0.6306322,-0.7680293,-0.1373971
79,-0.8409969,-0.85649765,"('wavering', 'unwavering')",-0.8409969,-0.8564976,-0.0155007
80,0.82084954,0.63904816,"('dominated', 'dominating')",0.8208495,0.6390482,-0.1818013
81,0.39189687,0.44599283,"('submissive', 'aggressive')",0.3918969,0.4459928,0.0540959
82,5.3775945,5.4869623,"('poor', 'rich')",5.3775945,5.4869623,0.1093678
83,-0.35152185,-0.31045482,"('powerless', 'powerful')",-0.3515218,-0.3104548,0.041067
84,0.39224616,0.30147,"('inferior', 'superior')",0.3922462,0.30147,-0.0907762
85,-1.8484281,-1.8353863,"('insignificant', 'prestigious')",-1.8484281,-1.8353863,0.0130418
86,1.3039762,1.1523204,"('uninfluential', 'influential')",1.3039762,1.1523204,-0.1516558
87,0.5514697,0.47063982,"('unsuccessful', 'successful')",0.5514697,0.4706398,-0.0808299
88,-0.25066534,-0.32470483,"('low', 'eminent')",-0.2506653,-0.3247048,-0.0740395
