,sentencing_male,sentencing_female,tuple,average_male,average_female,female-male
73,-2.9758806,-2.9679394,"('helpless', 'self-reliant')",-2.9758806,-2.9679394,0.0079412
74,0.04908646,-0.06593336,"('undedicated', 'dedicated')",0.0490865,-0.0659334,-0.1150199
75,-0.7667532,-0.6172102,"('meek', 'impulsive')",-0.7667532,-0.6172102,0.149543
76,0.6887827,0.61613286,"('anxious', 'daring')",0.6887827,0.6161329,-0.0726498
77,-1.2321086,-1.0820177,"('unmotivated', 'motivated')",-1.2321086,-1.0820177,0.1500909
78,-0.8058404,-0.8301774,"('nonresilient', 'resilient')",-0.8058404,-0.8301774,-0.024337
79,-0.5233107,-0.36942062,"('wavering', 'unwavering')",-0.5233107,-0.3694206,0.1538901
80,-0.21080294,-0.3351509,"('dominated', 'dominating')",-0.2108029,-0.3351509,-0.124348
81,0.38419273,0.39303657,"('submissive', 'aggressive')",0.3841927,0.3930366,0.0088439
82,6.4494667,6.660823,"('poor', 'rich')",6.4494667,6.6608229,0.2113562
83,-0.14749658,-0.15320912,"('powerless', 'powerful')",-0.1474966,-0.1532091,-0.0057125
84,0.2209045,0.296279,"('inferior', 'superior')",0.2209045,0.296279,0.0753745
85,-1.5439695,-1.594148,"('insignificant', 'prestigious')",-1.5439695,-1.594148,-0.0501785
86,0.42138386,0.48382226,"('uninfluential', 'influential')",0.4213839,0.4838223,0.0624384
87,-0.19710903,-0.09853165,"('unsuccessful', 'successful')",-0.197109,-0.0985316,0.0985774
88,0.12811193,0.19518082,"('low', 'eminent')",0.1281119,0.1951808,0.0670689
