,congo_male,congo_female,tuple,average_male,average_female,female-male
76,0.55132955,0.7048022,"('anxious', 'daring')",0.5513296,0.7048022,0.1534726
77,-0.84790957,-0.8201839,"('unmotivated', 'motivated')",-0.8479096,-0.8201839,0.0277257
78,-0.059898525,-0.16982779,"('nonresilient', 'resilient')",-0.0598985,-0.1698278,-0.1099293
79,0.20413323,0.099459924,"('wavering', 'unwavering')",0.2041332,0.0994599,-0.1046733
80,-0.012546667,-0.03113914,"('dominated', 'dominating')",-0.0125467,-0.0311391,-0.0185924
81,-0.43345672,-0.24447942,"('submissive', 'aggressive')",-0.4334567,-0.2444794,0.1889773
82,5.9660063,6.2176886,"('poor', 'rich')",5.9660063,6.2176886,0.2516823
83,-0.688193,-0.6832474,"('powerless', 'powerful')",-0.688193,-0.6832474,0.0049456
84,0.24387237,0.22106665,"('inferior', 'superior')",0.2438724,0.2210667,-0.0228057
85,-0.28810206,-0.47472337,"('insignificant', 'prestigious')",-0.2881021,-0.4747234,-0.1866213
86,0.46678808,0.43011588,"('uninfluential', 'influential')",0.4667881,0.4301159,-0.0366722
87,0.2767065,0.41641265,"('unsuccessful', 'successful')",0.2767065,0.4164127,0.1397062
88,-0.26854834,-0.15493694,"('low', 'eminent')",-0.2685483,-0.1549369,0.1136114
