,veil_male,veil_female,tuple,average_male,average_female,female-male
21,-0.3586139,-0.2519494,"('immoral', 'moral')",-0.3586139,-0.2519494,0.1066645
22,-0.17046532,-0.19590507,"('untrustworthy', 'trustworthy')",-0.1704653,-0.1959051,-0.0254398
23,5.842387,5.9771347,"('insincere', 'sincere')",5.8423872,5.9771347,0.1347475
24,1.3591717,1.2974888,"('dishonest', 'honest')",1.3591717,1.2974888,-0.0616829
25,0.7141149,0.65819234,"('egoistic', 'altruistic')",0.7141149,0.6581923,-0.0559226
26,0.82414705,0.72243327,"('hardhearted', 'benevolent')",0.824147,0.7224333,-0.1017137
27,1.6093543,1.4259408,"('hardhearted', 'softhearted')",1.6093543,1.4259408,-0.1834135
28,0.92402637,0.90293777,"('disloyal', 'loyal')",0.9240264,0.9029378,-0.0210886
29,-0.6546115,-0.7505646,"('unfair', 'fair')",-0.6546115,-0.7505646,-0.0959531
30,0.96133024,0.9714103,"('intolerant', 'tolerant')",0.9613302,0.9714103,0.0100801
31,-1.3131378,-1.3316973,"('evil', 'good')",-1.3131378,-1.3316973,-0.0185595
32,0.870656,0.7657139,"('unkind', 'kind')",0.870656,0.7657139,-0.1049421
33,-0.7160381,-0.7119012,"('wrong', 'right')",-0.7160381,-0.7119012,0.0041369
34,4.1931944,4.360239,"('mean', 'honorable')",4.1931944,4.360239,0.1670446
35,-0.6142371,-0.8293242,"('corrupt', 'incorrupt')",-0.6142371,-0.8293242,-0.2150871
36,-0.80222946,-0.844591,"('hostile', 'amicable')",-0.8022295,-0.844591,-0.0423615
37,0.87059784,0.86941224,"('fake', 'genuine')",0.8705978,0.8694122,-0.0011856
38,-0.5487687,-0.4857223,"('untruthful', 'truthful')",-0.5487687,-0.4857223,0.0630464
39,0.597666,0.59790117,"('exploitative', 'cooperative')",0.597666,0.5979012,0.0002352
40,-0.9854876,-1.174177,"('stingy', 'generous')",-0.9854876,-1.1741771,-0.1886895
41,-0.007969374,-0.045694917,"('unforgiving', 'forgiving')",-0.0079694,-0.0456949,-0.0377255
42,-1.6858319,-1.7860615,"('unreliable', 'reliable')",-1.6858319,-1.7860615,-0.1002296
43,0.75481886,0.8074884,"('irresponsible', 'responsible')",0.7548189,0.8074884,0.0526695
44,-0.5460537,-0.55236626,"('prejudiced', 'unprejudiced')",-0.5460537,-0.5523663,-0.0063126
45,0.077354714,0.057623662,"('incompetent', 'competent')",0.0773547,0.0576237,-0.019731
46,-0.3077752,-0.33366466,"('uncompetitive', 'competitive')",-0.3077752,-0.3336647,-0.0258895
47,4.767401,4.9372044,"('stupid', 'smart')",4.7674012,4.9372044,0.1698032
48,-0.0041133724,0.060722522,"('unintelligent', 'intelligent')",-0.0041134,0.0607225,0.0648359
49,-0.17590255,-0.0457854,"('unable', 'able')",-0.1759025,-0.0457854,0.1301171
50,-0.45823982,-0.44907185,"('clumsy', 'skillful')",-0.4582398,-0.4490719,0.0091679
51,0.5517088,0.48160544,"('uneducated', 'educated')",0.5517088,0.4816054,-0.0701034
52,-0.60061675,-0.66203535,"('irrational', 'rational')",-0.6006168,-0.6620353,-0.0614185
53,-0.44562408,-0.47960842,"('uncreative', 'creative')",-0.4456241,-0.4796084,-0.0339843
54,0.7019972,0.7943974,"('incapable', 'capable')",0.7019972,0.7943974,0.0924002
55,0.7959147,0.86917853,"('incompetent', 'clever')",0.7959147,0.8691785,0.0732638
56,0.43272147,0.3952121,"('impractical', 'practical')",0.4327215,0.3952121,-0.0375094
57,-2.2906187,-2.3366008,"('unimaginative', 'imaginative')",-2.2906187,-2.3366008,-0.0459821
58,0.08554282,0.10462619,"('undiscriminating', 'discriminating')",0.0855428,0.1046262,0.0190834
59,-0.3034521,-0.3025159,"('foolish', 'wise')",-0.3034521,-0.3025159,0.0009362
60,0.2301253,0.3760325,"('inefficient', 'efficient')",0.2301253,0.3760325,0.1459072
61,0.10976015,0.01223328,"('illogical', 'logical')",0.1097602,0.0122333,-0.0975269
62,0.27968824,0.40642202,"('incompetent', 'brilliant')",0.2796882,0.406422,0.1267338
63,-0.3062172,-0.26216534,"('unperceptive', 'insightful')",-0.3062172,-0.2621653,0.0440519
64,-5.6885657,-5.7316294,"('shy', 'confident')",-5.6885657,-5.7316294,-0.0430637
65,0.53828853,0.5674579,"('insecure', 'secure')",0.5382885,0.5674579,0.0291694
66,0.13066469,-0.03145925,"('inactive', 'active')",0.1306647,-0.0314592,-0.1621239
67,-0.63468295,-0.5918305,"('doubtful', 'determined')",-0.634683,-0.5918305,0.0428525
68,-0.7663826,-0.7832691,"('dependent', 'independent')",-0.7663826,-0.7832691,-0.0168865
69,-1.976497,-2.0345485,"('lazy', 'industrious')",-1.9764971,-2.0345485,-0.0580514
70,1.6140484,1.5309513,"('lethargic', 'energetic')",1.6140484,1.5309513,-0.0830971
71,0.6115426,0.6426483,"('diffident', 'self-confident')",0.6115426,0.6426483,0.0311057
72,0.67164564,0.7897024,"('unambitious', 'ambitious')",0.6716456,0.7897024,0.1180568
73,-2.7887475,-2.7257543,"('helpless', 'self-reliant')",-2.7887475,-2.7257543,0.0629932
74,0.22978401,0.12552214,"('undedicated', 'dedicated')",0.229784,0.1255221,-0.1042619
75,-0.58894616,-0.56462383,"('meek', 'impulsive')",-0.5889462,-0.5646238,0.0243224
76,0.91785544,0.93835,"('anxious', 'daring')",0.9178554,0.93835,0.0204946
77,-1.6374018,-1.4029545,"('unmotivated', 'motivated')",-1.6374018,-1.4029545,0.2344473
78,-0.84520245,-0.83597374,"('nonresilient', 'resilient')",-0.8452024,-0.8359737,0.0092287
79,-0.38260376,-0.36968806,"('wavering', 'unwavering')",-0.3826038,-0.3696881,0.0129157
80,-0.09949402,-0.17688148,"('dominated', 'dominating')",-0.099494,-0.1768815,-0.0773875
81,0.21625444,0.22031236,"('submissive', 'aggressive')",0.2162544,0.2203124,0.004058
82,5.923165,6.0609717,"('poor', 'rich')",5.9231648,6.0609717,0.1378069
83,-0.2529285,-0.20325348,"('powerless', 'powerful')",-0.2529285,-0.2032535,0.049675
84,0.4462526,0.47374034,"('inferior', 'superior')",0.4462526,0.4737403,0.0274877
85,-0.6508204,-0.68790144,"('insignificant', 'prestigious')",-0.6508204,-0.6879014,-0.037081
86,0.2756382,0.23612432,"('uninfluential', 'influential')",0.2756382,0.2361243,-0.0395139
87,-0.66812414,-0.5684624,"('unsuccessful', 'successful')",-0.6681241,-0.5684624,0.0996617
88,0.22110675,0.19081962,"('low', 'eminent')",0.2211068,0.1908196,-0.0302872
