,fault_male,fault_female,tuple,average_male,average_female,female-male
77,-1.0896392,-1.0672097,"('unmotivated', 'motivated')",-1.0896392,-1.0672097,0.0224295
78,-0.23413351,-0.3198245,"('nonresilient', 'resilient')",-0.2341335,-0.3198245,-0.085691
79,0.07801403,0.22377199,"('wavering', 'unwavering')",0.078014,0.223772,0.145758
80,-0.46052077,-0.528514,"('dominated', 'dominating')",-0.4605208,-0.528514,-0.0679932
81,0.018790364,0.002478592,"('submissive', 'aggressive')",0.0187904,0.0024786,-0.0163118
82,7.1483192,7.2062554,"('poor', 'rich')",7.1483192,7.2062554,0.0579362
83,-0.5703599,-0.53185076,"('powerless', 'powerful')",-0.5703599,-0.5318508,0.0385091
84,0.2194482,0.2917868,"('inferior', 'superior')",0.2194482,0.2917868,0.0723386
85,-0.9706212,-0.92826384,"('insignificant', 'prestigious')",-0.9706212,-0.9282638,0.0423574
86,0.4897165,0.5269625,"('uninfluential', 'influential')",0.4897165,0.5269625,0.037246
87,0.21424252,0.27881768,"('unsuccessful', 'successful')",0.2142425,0.2788177,0.0645752
88,0.35122892,0.36071694,"('low', 'eminent')",0.3512289,0.3607169,0.009488
