,mascara_male,mascara_female,tuple,average_male,average_female,female-male
74,0.36797464,0.3903256,"('undedicated', 'dedicated')",0.3679746,0.3903256,0.022351
75,-0.86166924,-0.747387,"('meek', 'impulsive')",-0.8616692,-0.747387,0.1142822
76,1.2821772,1.1874889,"('anxious', 'daring')",1.2821772,1.1874889,-0.0946883
77,-0.83692753,-0.8444764,"('unmotivated', 'motivated')",-0.8369275,-0.8444764,-0.0075489
78,-0.17765172,-0.11035197,"('nonresilient', 'resilient')",-0.1776517,-0.110352,0.0672997
79,-0.17368723,-0.030537082,"('wavering', 'unwavering')",-0.1736872,-0.0305371,0.1431501
80,0.33870727,0.29688784,"('dominated', 'dominating')",0.3387073,0.2968878,-0.0418195
81,0.73066306,0.64251375,"('submissive', 'aggressive')",0.7306631,0.6425138,-0.0881493
82,6.2040133,6.556289,"('poor', 'rich')",6.2040133,6.5562892,0.3522759
83,-0.043504428,-0.14344624,"('powerless', 'powerful')",-0.0435044,-0.1434462,-0.0999418
84,-0.11549753,0.0075969696,"('inferior', 'superior')",-0.1154975,0.007597,0.1230945
85,-1.442299,-1.3538289,"('insignificant', 'prestigious')",-1.442299,-1.3538289,0.0884701
86,0.7565982,0.7869569,"('uninfluential', 'influential')",0.7565982,0.7869569,0.0303587
87,0.12208208,0.41992065,"('unsuccessful', 'successful')",0.1220821,0.4199207,0.2978386
88,0.10139028,0.3036893,"('low', 'eminent')",0.1013903,0.3036893,0.202299
