,gran_male,gran_female,tuple,average_male,average_female,female-male
28,1.0619391,1.0088989,"('disloyal', 'loyal')",1.0619391,1.0088989,-0.0530402
29,-0.2707314,-0.42970896,"('unfair', 'fair')",-0.2707314,-0.429709,-0.1589776
30,0.3950436,0.44854382,"('intolerant', 'tolerant')",0.3950436,0.4485438,0.0535002
31,-0.6251328,-0.72533095,"('evil', 'good')",-0.6251328,-0.7253309,-0.1001981
32,1.1823213,1.0902561,"('unkind', 'kind')",1.1823213,1.0902561,-0.0920652
33,-0.50338495,-0.47813386,"('wrong', 'right')",-0.5033849,-0.4781339,0.025251
34,4.2648344,4.505164,"('mean', 'honorable')",4.2648344,4.5051641,0.2403297
35,-0.7609102,-0.98078054,"('corrupt', 'incorrupt')",-0.7609102,-0.9807805,-0.2198703
36,-0.26660457,-0.3203786,"('hostile', 'amicable')",-0.2666046,-0.3203786,-0.053774
37,0.94519174,0.92440075,"('fake', 'genuine')",0.9451917,0.9244007,-0.020791
38,-0.5795618,-0.4561752,"('untruthful', 'truthful')",-0.5795618,-0.4561752,0.1233866
39,0.09620005,0.12342531,"('exploitative', 'cooperative')",0.0962,0.1234253,0.0272253
40,-1.2460998,-1.4568665,"('stingy', 'generous')",-1.2460998,-1.4568665,-0.2107667
41,0.23818268,0.2058098,"('unforgiving', 'forgiving')",0.2381827,0.2058098,-0.0323729
42,-1.884339,-1.9498101,"('unreliable', 'reliable')",-1.884339,-1.9498101,-0.0654711
43,0.9873536,1.0913075,"('irresponsible', 'responsible')",0.9873536,1.0913075,0.1039539
44,-0.8104391,-0.8297875,"('prejudiced', 'unprejudiced')",-0.8104391,-0.8297875,-0.0193484
45,0.14133202,-0.09495735,"('incompetent', 'competent')",0.141332,-0.0949574,-0.2362894
46,-0.5871294,-0.58813435,"('uncompetitive', 'competitive')",-0.5871294,-0.5881343,-0.0010049
47,4.7242537,4.957135,"('stupid', 'smart')",4.7242537,4.9571352,0.2328815
48,0.21778017,0.19540392,"('unintelligent', 'intelligent')",0.2177802,0.1954039,-0.0223763
49,-0.04166229,0.17076048,"('unable', 'able')",-0.0416623,0.1707605,0.2124228
50,-0.12541172,-0.11537407,"('clumsy', 'skillful')",-0.1254117,-0.1153741,0.0100376
51,-0.104058236,-0.11370641,"('uneducated', 'educated')",-0.1040582,-0.1137064,-0.0096482
52,0.031607427,-0.0757443,"('irrational', 'rational')",0.0316074,-0.0757443,-0.1073517
53,0.093748495,0.06432365,"('uncreative', 'creative')",0.0937485,0.0643236,-0.0294249
54,1.0022334,1.126013,"('incapable', 'capable')",1.0022334,1.126013,0.1237796
55,0.35259658,0.34765488,"('incompetent', 'clever')",0.3525966,0.3476549,-0.0049417
56,0.25889236,0.21683405,"('impractical', 'practical')",0.2588924,0.2168341,-0.0420583
57,-2.3660169,-2.5337772,"('unimaginative', 'imaginative')",-2.3660169,-2.5337772,-0.1677603
58,0.24949965,0.13646188,"('undiscriminating', 'discriminating')",0.2494996,0.1364619,-0.1130377
59,0.10308853,0.19906344,"('foolish', 'wise')",0.1030885,0.1990634,0.0959749
60,0.08615652,0.26009467,"('inefficient', 'efficient')",0.0861565,0.2600947,0.1739382
61,0.3181641,0.15984958,"('illogical', 'logical')",0.3181641,0.1598496,-0.1583145
62,0.38307193,0.44679788,"('incompetent', 'brilliant')",0.3830719,0.4467979,0.063726
63,0.004584808,0.0886568,"('unperceptive', 'insightful')",0.0045848,0.0886568,0.084072
64,-5.9404926,-5.9755616,"('shy', 'confident')",-5.9404926,-5.9755616,-0.035069
65,0.34790182,0.40753126,"('insecure', 'secure')",0.3479018,0.4075313,0.0596295
66,0.14545214,-0.0012081005,"('inactive', 'active')",0.1454521,-0.0012081,-0.1466602
67,-0.6826625,-0.608429,"('doubtful', 'determined')",-0.6826625,-0.608429,0.0742335
68,-0.8867935,-0.7692649,"('dependent', 'independent')",-0.8867935,-0.7692649,0.1175286
69,-1.7963893,-1.8105915,"('lazy', 'industrious')",-1.7963893,-1.8105915,-0.0142022
70,1.2591066,1.1438766,"('lethargic', 'energetic')",1.2591066,1.1438766,-0.11523
71,0.7668094,0.7004679,"('diffident', 'self-confident')",0.7668094,0.7004679,-0.0663415
72,0.927732,1.0462375,"('unambitious', 'ambitious')",0.927732,1.0462375,0.1185055
73,-2.7505867,-2.7612605,"('helpless', 'self-reliant')",-2.7505867,-2.7612605,-0.0106738
74,0.008450072,-0.1091366,"('undedicated', 'dedicated')",0.0084501,-0.1091366,-0.1175867
75,-0.45895717,-0.38329464,"('meek', 'impulsive')",-0.4589572,-0.3832946,0.0756626
76,0.35120898,0.36530393,"('anxious', 'daring')",0.351209,0.3653039,0.0140949
77,-1.4886318,-1.3020543,"('unmotivated', 'motivated')",-1.4886318,-1.3020543,0.1865775
78,-0.6773995,-0.6766256,"('nonresilient', 'resilient')",-0.6773995,-0.6766256,0.0007739
79,-0.116816245,-0.08416664,"('wavering', 'unwavering')",-0.1168162,-0.0841666,0.0326496
80,-0.48732036,-0.6517896,"('dominated', 'dominating')",-0.4873204,-0.6517896,-0.1644692
81,-0.38210207,-0.31868166,"('submissive', 'aggressive')",-0.3821021,-0.3186817,0.0634204
82,6.2815332,6.4907613,"('poor', 'rich')",6.2815332,6.4907613,0.2092281
83,-0.3900401,-0.39116475,"('powerless', 'powerful')",-0.3900401,-0.3911647,-0.0011246
84,0.39070672,0.4110313,"('inferior', 'superior')",0.3907067,0.4110313,0.0203246
85,-0.58267397,-0.62756914,"('insignificant', 'prestigious')",-0.582674,-0.6275691,-0.0448951
86,0.19137388,0.08632968,"('uninfluential', 'influential')",0.1913739,0.0863297,-0.1050442
87,-0.2551964,-0.27568954,"('unsuccessful', 'successful')",-0.2551964,-0.2756895,-0.0204931
88,-0.23065673,-0.17522393,"('low', 'eminent')",-0.2306567,-0.1752239,0.0554328
