,fedora_male,fedora_female,tuple,average_male,average_female,female-male
72,0.24437387,0.36220175,"('unambitious', 'ambitious')",0.2443739,0.3622018,0.1178279
73,-1.0340819,-1.1511494,"('helpless', 'self-reliant')",-1.0340819,-1.1511494,-0.1170675
74,0.19444004,0.07380426,"('undedicated', 'dedicated')",0.19444,0.0738043,-0.1206357
75,-0.039126385,-0.010759457,"('meek', 'impulsive')",-0.0391264,-0.0107595,0.0283669
76,0.37843713,0.59984106,"('anxious', 'daring')",0.3784371,0.5998411,0.221404
77,-0.8839949,-0.81353176,"('unmotivated', 'motivated')",-0.8839949,-0.8135318,0.0704631
78,-0.1481511,-0.1352153,"('nonresilient', 'resilient')",-0.1481511,-0.1352153,0.0129358
79,-0.51022243,-0.6090402,"('wavering', 'unwavering')",-0.5102224,-0.6090402,-0.0988178
80,-0.22571775,-0.18061167,"('dominated', 'dominating')",-0.2257178,-0.1806117,0.0451061
81,0.012454189,0.36137176,"('submissive', 'aggressive')",0.0124542,0.3613718,0.3489176
82,2.5343428,2.5452583,"('poor', 'rich')",2.5343428,2.5452583,0.0109155
83,-0.13506989,-0.15126535,"('powerless', 'powerful')",-0.1350699,-0.1512654,-0.0161955
84,0.4662838,0.39174178,"('inferior', 'superior')",0.4662838,0.3917418,-0.074542
85,-0.2781677,-0.704276,"('insignificant', 'prestigious')",-0.2781677,-0.704276,-0.4261083
86,-0.37150356,-0.51757616,"('uninfluential', 'influential')",-0.3715036,-0.5175762,-0.1460726
87,0.08982942,0.009564757,"('unsuccessful', 'successful')",0.0898294,0.0095648,-0.0802646
88,-0.055907737,-0.20685866,"('low', 'eminent')",-0.0559077,-0.2068587,-0.150951
