,corps_male,corps_female,tuple,average_male,average_female,female-male
65,0.96743715,1.0565579,"('insecure', 'secure')",0.9674371,1.0565579,0.0891208
66,0.11004681,0.022041313,"('inactive', 'active')",0.1100468,0.0220413,-0.0880055
67,-0.45391423,-0.5056974,"('doubtful', 'determined')",-0.4539142,-0.5056974,-0.0517832
68,-0.5889629,-0.5112757,"('dependent', 'independent')",-0.5889629,-0.5112757,0.0776872
69,-1.9568738,-1.943099,"('lazy', 'industrious')",-1.9568738,-1.943099,0.0137748
70,1.8946736,1.8933028,"('lethargic', 'energetic')",1.8946736,1.8933028,-0.0013708
71,0.118290596,0.24864522,"('diffident', 'self-confident')",0.1182906,0.2486452,0.1303546
72,0.9638511,1.0773357,"('unambitious', 'ambitious')",0.9638511,1.0773357,0.1134846
73,-3.1797395,-3.0069416,"('helpless', 'self-reliant')",-3.1797395,-3.0069416,0.1727979
74,0.25154966,0.13572106,"('undedicated', 'dedicated')",0.2515497,0.1357211,-0.1158286
75,-0.88654524,-0.7621495,"('meek', 'impulsive')",-0.8865452,-0.7621495,0.1243957
76,1.0795646,1.1347983,"('anxious', 'daring')",1.0795646,1.1347983,0.0552337
77,-1.105306,-1.0594585,"('unmotivated', 'motivated')",-1.105306,-1.0594585,0.0458475
78,-0.44453934,-0.5108853,"('nonresilient', 'resilient')",-0.4445393,-0.5108853,-0.066346
79,-0.14796434,-0.2436989,"('wavering', 'unwavering')",-0.1479643,-0.2436989,-0.0957346
80,0.53005975,0.33491713,"('dominated', 'dominating')",0.5300598,0.3349171,-0.1951427
81,0.6943336,0.7079818,"('submissive', 'aggressive')",0.6943336,0.7079818,0.0136482
82,6.227814,6.2907996,"('poor', 'rich')",6.2278142,6.2907996,0.0629854
83,-0.4822949,-0.45505202,"('powerless', 'powerful')",-0.4822949,-0.455052,0.0272429
84,0.21945068,0.16980292,"('inferior', 'superior')",0.2194507,0.1698029,-0.0496478
85,-1.7817184,-1.649439,"('insignificant', 'prestigious')",-1.7817184,-1.649439,0.1322794
86,0.68765056,0.62476677,"('uninfluential', 'influential')",0.6876506,0.6247668,-0.0628838
87,-0.05198024,0.010265529,"('unsuccessful', 'successful')",-0.0519802,0.0102655,0.0622457
88,-0.3691479,-0.24544623,"('low', 'eminent')",-0.3691479,-0.2454462,0.1237017
