,pigsty_male,pigsty_female,tuple,average_male,average_female,female-male
37,-0.14122811,-0.14379084,"('fake', 'genuine')",-0.1412281,-0.1437908,-0.0025627
38,-0.043602742,-0.045425117,"('untruthful', 'truthful')",-0.0436027,-0.0454251,-0.0018224
39,-0.49929965,-0.43865386,"('exploitative', 'cooperative')",-0.4992996,-0.4386539,0.0606457
40,-1.9642947,-2.0049517,"('stingy', 'generous')",-1.9642947,-2.0049517,-0.040657
41,-0.20879948,-0.26479524,"('unforgiving', 'forgiving')",-0.2087995,-0.2647952,-0.0559957
42,-1.7714148,-1.6203163,"('unreliable', 'reliable')",-1.7714148,-1.6203163,0.1510985
43,0.25262994,0.22016121,"('irresponsible', 'responsible')",0.2526299,0.2201612,-0.0324687
44,-0.8498892,-0.695602,"('prejudiced', 'unprejudiced')",-0.8498892,-0.695602,0.1542872
45,0.4952776,0.4910672,"('incompetent', 'competent')",0.4952776,0.4910672,-0.0042104
46,-0.51761335,-0.4869442,"('uncompetitive', 'competitive')",-0.5176134,-0.4869442,0.0306692
47,1.5635455,1.4521753,"('stupid', 'smart')",1.5635455,1.4521753,-0.1113702
48,0.18819955,0.06849884,"('unintelligent', 'intelligent')",0.1881995,0.0684988,-0.1197007
49,-0.74576044,-0.658139,"('unable', 'able')",-0.7457604,-0.658139,0.0876214
50,-1.3487104,-1.4511539,"('clumsy', 'skillful')",-1.3487104,-1.4511539,-0.1024435
51,-1.4395068,-1.4496077,"('uneducated', 'educated')",-1.4395068,-1.4496077,-0.0101009
52,-1.410458,-1.549186,"('irrational', 'rational')",-1.410458,-1.549186,-0.138728
53,-1.7666434,-1.927022,"('uncreative', 'creative')",-1.7666434,-1.927022,-0.1603786
54,-0.94514894,-1.0612782,"('incapable', 'capable')",-0.9451489,-1.0612782,-0.1161293
55,0.6863138,0.74584675,"('incompetent', 'clever')",0.6863138,0.7458467,0.0595329
56,1.4201823,1.4618964,"('impractical', 'practical')",1.4201823,1.4618964,0.0417141
57,-0.6152194,-0.6771666,"('unimaginative', 'imaginative')",-0.6152194,-0.6771666,-0.0619472
58,-0.44350892,-0.5207761,"('undiscriminating', 'discriminating')",-0.4435089,-0.5207761,-0.0772672
59,-1.4070336,-1.4694827,"('foolish', 'wise')",-1.4070336,-1.4694827,-0.0624491
60,1.0514947,1.1010572,"('inefficient', 'efficient')",1.0514947,1.1010572,0.0495625
61,-0.8316544,-0.9748208,"('illogical', 'logical')",-0.8316544,-0.9748208,-0.1431664
62,-0.29678524,-0.23970275,"('incompetent', 'brilliant')",-0.2967852,-0.2397027,0.0570825
63,-0.37127113,-0.3550172,"('unperceptive', 'insightful')",-0.3712711,-0.3550172,0.0162539
64,-2.6473393,-2.5477057,"('shy', 'confident')",-2.6473393,-2.5477057,0.0996336
65,0.23191892,0.19738874,"('insecure', 'secure')",0.2319189,0.1973887,-0.0345302
66,-0.79039943,-0.85073745,"('inactive', 'active')",-0.7903994,-0.8507375,-0.0603381
67,0.08146953,0.11975646,"('doubtful', 'determined')",0.0814695,0.1197565,0.038287
68,-1.711365,-1.7229384,"('dependent', 'independent')",-1.711365,-1.7229384,-0.0115734
69,-1.0776385,-1.1139053,"('lazy', 'industrious')",-1.0776385,-1.1139053,-0.0362668
70,-0.46146592,-0.4665257,"('lethargic', 'energetic')",-0.4614659,-0.4665257,-0.0050598
71,-0.08615479,-0.07139049,"('diffident', 'self-confident')",-0.0861548,-0.0713905,0.0147643
72,-0.08876191,-0.14755335,"('unambitious', 'ambitious')",-0.0887619,-0.1475534,-0.0587915
73,-2.5623324,-2.4713109,"('helpless', 'self-reliant')",-2.5623324,-2.4713109,0.0910215
74,-0.09093847,-0.19143282,"('undedicated', 'dedicated')",-0.0909385,-0.1914328,-0.1004943
75,-0.89172626,-0.8576825,"('meek', 'impulsive')",-0.8917263,-0.8576825,0.0340438
76,-0.06273137,-0.021406177,"('anxious', 'daring')",-0.0627314,-0.0214062,0.0413252
77,-0.9521187,-0.9250139,"('unmotivated', 'motivated')",-0.9521187,-0.9250139,0.0271048
78,0.11272168,0.05638452,"('nonresilient', 'resilient')",0.1127217,0.0563845,-0.0563372
79,-0.8606368,-0.9235782,"('wavering', 'unwavering')",-0.8606368,-0.9235782,-0.0629414
80,0.14184818,0.16257195,"('dominated', 'dominating')",0.1418482,0.162572,0.0207238
81,-0.36227658,-0.33712333,"('submissive', 'aggressive')",-0.3622766,-0.3371233,0.0251533
82,0.99599975,0.89628357,"('poor', 'rich')",0.9959998,0.8962836,-0.0997162
83,-0.47595254,-0.4740939,"('powerless', 'powerful')",-0.4759525,-0.4740939,0.0018586
84,-0.79863167,-0.82282805,"('inferior', 'superior')",-0.7986317,-0.8228281,-0.0241964
85,-1.1460822,-1.2336047,"('insignificant', 'prestigious')",-1.1460822,-1.2336047,-0.0875225
86,-0.6754962,-0.8888484,"('uninfluential', 'influential')",-0.6754962,-0.8888484,-0.2133522
87,-0.42163306,-0.45152885,"('unsuccessful', 'successful')",-0.4216331,-0.4515288,-0.0298957
88,-1.4342958,-1.4878062,"('low', 'eminent')",-1.4342958,-1.4878062,-0.0535104
