,mailbox_male,mailbox_female,tuple,average_male,average_female,female-male
78,-1.0450785,-1.0036628,"('nonresilient', 'resilient')",-1.0450785,-1.0036628,0.0414157
79,-0.20064814,-0.12272503,"('wavering', 'unwavering')",-0.2006481,-0.122725,0.0779231
80,0.09436661,-0.082361616,"('dominated', 'dominating')",0.0943666,-0.0823616,-0.1767282
81,-0.111743376,-0.18849236,"('submissive', 'aggressive')",-0.1117434,-0.1884924,-0.076749
82,3.056692,3.1443367,"('poor', 'rich')",3.0566919,3.1443367,0.0876448
83,0.23141123,0.16154854,"('powerless', 'powerful')",0.2314112,0.1615485,-0.0698627
84,-0.06167099,-0.069305874,"('inferior', 'superior')",-0.061671,-0.0693059,-0.0076349
85,-0.66026354,-0.644826,"('insignificant', 'prestigious')",-0.6602635,-0.644826,0.0154375
86,0.026012193,-0.04776926,"('uninfluential', 'influential')",0.0260122,-0.0477693,-0.0737815
87,-0.0970476,-0.1189719,"('unsuccessful', 'successful')",-0.0970476,-0.1189719,-0.0219243
88,-0.490075,-0.5165399,"('low', 'eminent')",-0.490075,-0.5165399,-0.0264649
