,dock_male,dock_female,tuple,average_male,average_female,female-male
32,0.9440189,0.91826695,"('unkind', 'kind')",0.9440189,0.918267,-0.0257519
33,0.1870866,0.18521829,"('wrong', 'right')",0.1870866,0.1852183,-0.0018683
34,4.503023,5.0087905,"('mean', 'honorable')",4.5030231,5.0087905,0.5057674
35,-0.3868943,-0.74815583,"('corrupt', 'incorrupt')",-0.3868943,-0.7481558,-0.3612615
36,-0.2257043,-0.45762694,"('hostile', 'amicable')",-0.2257043,-0.4576269,-0.2319226
37,0.6931175,0.7825376,"('fake', 'genuine')",0.6931175,0.7825376,0.0894201
38,0.33004785,0.4378265,"('untruthful', 'truthful')",0.3300478,0.4378265,0.1077787
39,-0.119451955,0.019282095,"('exploitative', 'cooperative')",-0.119452,0.0192821,0.1387341
40,-1.3381996,-1.3298676,"('stingy', 'generous')",-1.3381996,-1.3298676,0.008332
41,0.789844,0.5788864,"('unforgiving', 'forgiving')",0.789844,0.5788864,-0.2109576
42,-2.7318132,-2.5814254,"('unreliable', 'reliable')",-2.7318132,-2.5814254,0.1503878
43,0.59798175,0.72228545,"('irresponsible', 'responsible')",0.5979818,0.7222854,0.1243036
44,-2.0367336,-2.2043087,"('prejudiced', 'unprejudiced')",-2.0367336,-2.2043087,-0.1675751
45,0.26877385,0.26357222,"('incompetent', 'competent')",0.2687739,0.2635722,-0.0052017
46,-1.0111284,-0.9162764,"('uncompetitive', 'competitive')",-1.0111284,-0.9162764,0.094852
47,4.717362,5.0171614,"('stupid', 'smart')",4.7173619,5.0171614,0.2997995
48,0.49756154,0.74526507,"('unintelligent', 'intelligent')",0.4975615,0.7452651,0.2477036
49,-0.03818461,0.1780951,"('unable', 'able')",-0.0381846,0.1780951,0.2162797
50,-0.65420747,-0.60313785,"('clumsy', 'skillful')",-0.6542075,-0.6031379,0.0510696
51,0.100926965,0.41220412,"('uneducated', 'educated')",0.100927,0.4122041,0.3112771
52,0.24771573,0.19430159,"('irrational', 'rational')",0.2477157,0.1943016,-0.0534141
53,0.3272049,0.19014142,"('uncreative', 'creative')",0.3272049,0.1901414,-0.1370635
54,1.1294059,1.3903747,"('incapable', 'capable')",1.1294059,1.3903747,0.2609688
55,0.48231226,0.8888495,"('incompetent', 'clever')",0.4823123,0.8888495,0.4065372
56,0.6658814,0.9216404,"('impractical', 'practical')",0.6658814,0.9216404,0.255759
57,-2.067669,-2.354129,"('unimaginative', 'imaginative')",-2.0676689,-2.3541291,-0.2864602
58,0.11981211,0.083728105,"('undiscriminating', 'discriminating')",0.1198121,0.0837281,-0.036084
59,0.12668468,0.15573648,"('foolish', 'wise')",0.1266847,0.1557365,0.0290518
60,-0.24501806,0.23989452,"('inefficient', 'efficient')",-0.2450181,0.2398945,0.4849126
61,0.49697986,0.468907,"('illogical', 'logical')",0.4969799,0.468907,-0.0280729
62,0.7731985,1.1518509,"('incompetent', 'brilliant')",0.7731985,1.1518509,0.3786524
63,0.5257765,0.7469399,"('unperceptive', 'insightful')",0.5257765,0.7469399,0.2211634
64,-6.3067956,-6.0955944,"('shy', 'confident')",-6.3067956,-6.0955944,0.2112012
65,-0.31411693,0.08944577,"('insecure', 'secure')",-0.3141169,0.0894458,0.4035627
66,-0.20220721,-0.3766509,"('inactive', 'active')",-0.2022072,-0.3766509,-0.1744437
67,-0.2738973,-0.400984,"('doubtful', 'determined')",-0.2738973,-0.400984,-0.1270867
68,-1.3440464,-0.87021714,"('dependent', 'independent')",-1.3440464,-0.8702171,0.4738293
69,-1.5418227,-1.6802547,"('lazy', 'industrious')",-1.5418227,-1.6802547,-0.138432
70,0.70400465,0.8594595,"('lethargic', 'energetic')",0.7040046,0.8594595,0.1554549
71,0.40718928,0.36456245,"('diffident', 'self-confident')",0.4071893,0.3645625,-0.0426268
72,0.56348157,0.6805315,"('unambitious', 'ambitious')",0.5634816,0.6805315,0.1170499
73,-3.0744267,-2.8787305,"('helpless', 'self-reliant')",-3.0744267,-2.8787305,0.1956962
74,0.5482105,0.42452705,"('undedicated', 'dedicated')",0.5482105,0.424527,-0.1236835
75,-0.8668662,-1.009132,"('meek', 'impulsive')",-0.8668662,-1.009132,-0.1422658
76,-0.3819706,-0.27841404,"('anxious', 'daring')",-0.3819706,-0.278414,0.1035566
77,-1.5322001,-1.2501652,"('unmotivated', 'motivated')",-1.5322001,-1.2501652,0.2820349
78,-0.6797781,-0.7312789,"('nonresilient', 'resilient')",-0.6797781,-0.7312789,-0.0515008
79,0.004853498,-0.1558284,"('wavering', 'unwavering')",0.0048535,-0.1558284,-0.1606819
80,0.053586476,-0.052559614,"('dominated', 'dominating')",0.0535865,-0.0525596,-0.1061461
81,-0.52705014,-0.34410176,"('submissive', 'aggressive')",-0.5270501,-0.3441018,0.1829483
82,5.6960473,6.099792,"('poor', 'rich')",5.6960473,6.099792,0.4037447
83,-0.681733,-0.57712066,"('powerless', 'powerful')",-0.681733,-0.5771207,0.1046123
84,0.07778583,0.16745922,"('inferior', 'superior')",0.0777858,0.1674592,0.0896734
85,-0.7840158,-1.0450263,"('insignificant', 'prestigious')",-0.7840158,-1.0450263,-0.2610105
86,0.897428,0.8802283,"('uninfluential', 'influential')",0.897428,0.8802283,-0.0171997
87,0.6029156,0.6986873,"('unsuccessful', 'successful')",0.6029156,0.6986873,0.0957717
88,-0.18794703,-0.082980335,"('low', 'eminent')",-0.187947,-0.0829803,0.1049667
