,extinction_male,extinction_female,tuple,average_male,average_female,female-male
76,0.67524445,0.6686996,"('anxious', 'daring')",0.6752445,0.6686996,-0.0065449
77,-1.2964724,-1.0471088,"('unmotivated', 'motivated')",-1.2964724,-1.0471088,0.2493636
78,-0.99715555,-0.93334645,"('nonresilient', 'resilient')",-0.9971555,-0.9333465,0.063809
79,-0.59472984,-0.62071496,"('wavering', 'unwavering')",-0.5947298,-0.620715,-0.0259852
80,0.5977722,0.42357993,"('dominated', 'dominating')",0.5977722,0.4235799,-0.1741923
81,0.30841672,0.3234196,"('submissive', 'aggressive')",0.3084167,0.3234196,0.0150029
82,5.815359,6.1437626,"('poor', 'rich')",5.8153591,6.1437626,0.3284035
83,-0.27661675,-0.31761825,"('powerless', 'powerful')",-0.2766168,-0.3176183,-0.0410015
84,0.5157553,0.48503584,"('inferior', 'superior')",0.5157553,0.4850358,-0.0307195
85,-1.525285,-1.5239737,"('insignificant', 'prestigious')",-1.525285,-1.5239737,0.0013113
86,0.9750585,0.8761095,"('uninfluential', 'influential')",0.9750585,0.8761095,-0.098949
87,-0.1509878,0.07988094,"('unsuccessful', 'successful')",-0.1509878,0.0798809,0.2308687
88,-0.011547449,0.052691005,"('low', 'eminent')",-0.0115474,0.052691,0.0642384
