,cirrhosis_male,cirrhosis_female,tuple,average_male,average_female,female-male
65,0.10976076,0.054606803,"('insecure', 'secure')",0.1097608,0.0546068,-0.055154
66,-0.7627963,-0.7973697,"('inactive', 'active')",-0.7627963,-0.7973697,-0.0345734
67,-0.079858154,-0.20555127,"('doubtful', 'determined')",-0.0798582,-0.2055513,-0.1256931
68,0.09365898,0.09482895,"('dependent', 'independent')",0.093659,0.0948289,0.0011699
69,-0.041398946,-0.051440332,"('lazy', 'industrious')",-0.0413989,-0.0514403,-0.0100414
70,-0.50528985,-0.40033323,"('lethargic', 'energetic')",-0.5052899,-0.4003332,0.1049567
71,-0.020603761,-0.09703894,"('diffident', 'self-confident')",-0.0206038,-0.0970389,-0.0764351
72,0.036676228,-0.099874645,"('unambitious', 'ambitious')",0.0366762,-0.0998746,-0.1365508
73,-0.7660712,-0.70371497,"('helpless', 'self-reliant')",-0.7660712,-0.703715,0.0623562
74,-0.33651283,-0.41032133,"('undedicated', 'dedicated')",-0.3365128,-0.4103213,-0.0738085
75,0.24631944,0.3510315,"('meek', 'impulsive')",0.2463194,0.3510315,0.1047121
76,0.28954035,0.33928442,"('anxious', 'daring')",0.2895404,0.3392844,0.049744
77,-0.9641262,-0.8875323,"('unmotivated', 'motivated')",-0.9641262,-0.8875323,0.0765939
78,-0.35247076,-0.21230455,"('nonresilient', 'resilient')",-0.3524708,-0.2123045,0.1401663
79,-0.95986557,-0.85166806,"('wavering', 'unwavering')",-0.9598656,-0.8516681,0.1081975
80,0.034798495,0.096797496,"('dominated', 'dominating')",0.0347985,0.0967975,0.061999
81,-0.2882965,-0.34757528,"('submissive', 'aggressive')",-0.2882965,-0.3475753,-0.0592788
82,1.5505875,1.60224,"('poor', 'rich')",1.5505875,1.60224,0.0516525
83,-0.111596614,-0.20886753,"('powerless', 'powerful')",-0.1115966,-0.2088675,-0.0972709
84,0.45860472,0.29954004,"('inferior', 'superior')",0.4586047,0.29954,-0.1590647
85,-0.028316047,-0.1873401,"('insignificant', 'prestigious')",-0.028316,-0.1873401,-0.1590241
86,-1.4226934,-1.5764625,"('uninfluential', 'influential')",-1.4226934,-1.5764625,-0.1537691
87,0.00731273,0.020451065,"('unsuccessful', 'successful')",0.0073127,0.0204511,0.0131384
88,-0.57476044,-0.65780646,"('low', 'eminent')",-0.5747604,-0.6578065,-0.0830461
