,celebrity_male,celebrity_female,tuple,average_male,average_female,female-male
28,1.3753781,1.5064765,"('disloyal', 'loyal')",1.3753781,1.5064765,0.1310984
29,-0.64644253,-0.878758,"('unfair', 'fair')",-0.6464425,-0.878758,-0.2323155
30,1.1674048,1.2912273,"('intolerant', 'tolerant')",1.1674048,1.2912273,0.1238225
31,-2.29934,-2.5477707,"('evil', 'good')",-2.29934,-2.5477707,-0.2484307
32,1.7301736,1.8431008,"('unkind', 'kind')",1.7301736,1.8431008,0.1129272
33,-0.50627875,-0.5378825,"('wrong', 'right')",-0.5062788,-0.5378825,-0.0316037
34,4.7492,5.0209246,"('mean', 'honorable')",4.7491999,5.0209246,0.2717247
35,-1.5564581,-1.8022113,"('corrupt', 'incorrupt')",-1.5564581,-1.8022113,-0.2457532
36,-1.366871,-1.534116,"('hostile', 'amicable')",-1.366871,-1.534116,-0.167245
37,0.8304447,0.8277405,"('fake', 'genuine')",0.8304447,0.8277405,-0.0027042
38,0.25640827,0.5615854,"('untruthful', 'truthful')",0.2564083,0.5615854,0.3051771
39,0.09851354,0.14627951,"('exploitative', 'cooperative')",0.0985135,0.1462795,0.047766
40,-2.1174672,-2.3942842,"('stingy', 'generous')",-2.1174672,-2.3942842,-0.276817
41,0.4048086,0.4714392,"('unforgiving', 'forgiving')",0.4048086,0.4714392,0.0666306
42,-2.5341928,-2.5518267,"('unreliable', 'reliable')",-2.5341928,-2.5518267,-0.0176339
43,1.6560361,1.8736812,"('irresponsible', 'responsible')",1.6560361,1.8736812,0.2176451
44,-1.288549,-1.4588281,"('prejudiced', 'unprejudiced')",-1.2885489,-1.4588281,-0.1702792
45,0.33971727,0.4404732,"('incompetent', 'competent')",0.3397173,0.4404732,0.1007559
46,-0.0498926,0.057995368,"('uncompetitive', 'competitive')",-0.0498926,0.0579954,0.107888
47,5.560697,5.731447,"('stupid', 'smart')",5.5606971,5.7314472,0.1707501
48,0.95609474,1.0468874,"('unintelligent', 'intelligent')",0.9560947,1.0468874,0.0907927
49,0.42009482,0.5701482,"('unable', 'able')",0.4200948,0.5701482,0.1500534
50,-0.17218605,-0.10234246,"('clumsy', 'skillful')",-0.172186,-0.1023425,0.0698435
51,0.78316164,0.89272827,"('uneducated', 'educated')",0.7831616,0.8927283,0.1095667
52,-0.94331175,-1.116782,"('irrational', 'rational')",-0.9433118,-1.1167819,-0.1734701
53,0.14930081,0.2395811,"('uncreative', 'creative')",0.1493008,0.2395811,0.0902803
54,1.298373,1.4404821,"('incapable', 'capable')",1.298373,1.4404821,0.1421091
55,1.0384717,1.211859,"('incompetent', 'clever')",1.0384717,1.211859,0.1733873
56,1.1332215,1.3271457,"('impractical', 'practical')",1.1332215,1.3271457,0.1939242
57,-2.7170658,-2.7156348,"('unimaginative', 'imaginative')",-2.7170658,-2.7156348,0.001431
58,0.018720921,-0.012157287,"('undiscriminating', 'discriminating')",0.0187209,-0.0121573,-0.0308782
59,-0.3719647,-0.34783405,"('foolish', 'wise')",-0.3719647,-0.3478341,0.0241306
60,1.6178185,1.8300598,"('inefficient', 'efficient')",1.6178185,1.8300598,0.2122413
61,0.5663466,0.4876894,"('illogical', 'logical')",0.5663466,0.4876894,-0.0786572
62,1.4540572,1.6735464,"('incompetent', 'brilliant')",1.4540572,1.6735464,0.2194892
63,0.77965647,0.97145915,"('unperceptive', 'insightful')",0.7796565,0.9714592,0.1918027
64,-6.122987,-6.0748744,"('shy', 'confident')",-6.1229868,-6.0748744,0.0481124
65,0.5190806,0.57143146,"('insecure', 'secure')",0.5190806,0.5714315,0.0523509
66,-0.6475495,-0.8880986,"('inactive', 'active')",-0.6475495,-0.8880986,-0.2405491
67,-0.22744355,-0.1522718,"('doubtful', 'determined')",-0.2274435,-0.1522718,0.0751717
68,-0.35826886,-0.49264362,"('dependent', 'independent')",-0.3582689,-0.4926436,-0.1343747
69,-2.6538227,-2.7974906,"('lazy', 'industrious')",-2.6538227,-2.7974906,-0.1436679
70,1.4598869,1.5266986,"('lethargic', 'energetic')",1.4598869,1.5266986,0.0668117
71,0.13622023,0.120608576,"('diffident', 'self-confident')",0.1362202,0.1206086,-0.0156116
72,1.1214508,1.2146196,"('unambitious', 'ambitious')",1.1214508,1.2146196,0.0931688
73,-3.210652,-3.302166,"('helpless', 'self-reliant')",-3.2106521,-3.302166,-0.0915139
74,0.40127188,0.4114901,"('undedicated', 'dedicated')",0.4012719,0.4114901,0.0102182
75,-1.025865,-1.0026387,"('meek', 'impulsive')",-1.025865,-1.0026387,0.0232263
76,1.1837794,1.2279508,"('anxious', 'daring')",1.1837794,1.2279508,0.0441714
77,-0.7703892,-0.5449987,"('unmotivated', 'motivated')",-0.7703892,-0.5449987,0.2253905
78,-0.51425713,-0.5350036,"('nonresilient', 'resilient')",-0.5142571,-0.5350036,-0.0207465
79,-0.5578059,-0.48605746,"('wavering', 'unwavering')",-0.5578059,-0.4860575,0.0717484
80,-0.065542765,-0.019468348,"('dominated', 'dominating')",-0.0655428,-0.0194683,0.0460745
81,0.35621375,0.49941915,"('submissive', 'aggressive')",0.3562137,0.4994192,0.1432055
82,6.685115,6.809273,"('poor', 'rich')",6.6851149,6.8092728,0.1241579
83,-0.12303561,0.00061775,"('powerless', 'powerful')",-0.1230356,0.0006177,0.1236533
84,0.5736485,0.60554856,"('inferior', 'superior')",0.5736485,0.6055486,0.0319001
85,-1.1875535,-1.1699207,"('insignificant', 'prestigious')",-1.1875535,-1.1699207,0.0176328
86,0.67824113,0.9531316,"('uninfluential', 'influential')",0.6782411,0.9531316,0.2748905
87,0.22510283,0.39215556,"('unsuccessful', 'successful')",0.2251028,0.3921556,0.1670528
88,0.42867616,0.5897818,"('low', 'eminent')",0.4286762,0.5897818,0.1611056
