,panther_male,panther_female,tuple,average_male,average_female,female-male
76,0.59227145,0.5131484,"('anxious', 'daring')",0.5922714,0.5131484,-0.079123
77,-0.9539586,-0.94142145,"('unmotivated', 'motivated')",-0.9539586,-0.9414214,0.0125372
78,-0.3553699,-0.42796114,"('nonresilient', 'resilient')",-0.3553699,-0.4279611,-0.0725912
79,-0.12456997,0.045910854,"('wavering', 'unwavering')",-0.12457,0.0459109,0.1704809
80,-0.67836636,-0.7968293,"('dominated', 'dominating')",-0.6783664,-0.7968293,-0.1184629
81,-0.15514655,-0.17859817,"('submissive', 'aggressive')",-0.1551466,-0.1785982,-0.0234516
82,6.7126107,6.853443,"('poor', 'rich')",6.7126107,6.8534431,0.1408324
83,-0.6269552,-0.6246524,"('powerless', 'powerful')",-0.6269552,-0.6246524,0.0023028
84,0.415635,0.47863653,"('inferior', 'superior')",0.415635,0.4786365,0.0630015
85,-0.7043996,-0.692462,"('insignificant', 'prestigious')",-0.7043996,-0.692462,0.0119376
86,0.4858064,0.431854,"('uninfluential', 'influential')",0.4858064,0.431854,-0.0539524
87,-0.12301543,-0.06888899,"('unsuccessful', 'successful')",-0.1230154,-0.068889,0.0541264
88,0.33087605,0.35012382,"('low', 'eminent')",0.3308761,0.3501238,0.0192477
