,gran_male,gran_female,tuple,average_male,average_female,female-male
44,-1.0810447,-1.1433768,"('prejudiced', 'unprejudiced')",-1.0810447,-1.1433768,-0.0623321
45,0.4838788,0.1925185,"('incompetent', 'competent')",0.4838788,0.1925185,-0.2913603
46,-0.4641409,-0.5876562,"('uncompetitive', 'competitive')",-0.4641409,-0.5876562,-0.1235153
47,4.427762,4.745401,"('stupid', 'smart')",4.427762,4.7454009,0.3176389
48,0.117068276,0.22869751,"('unintelligent', 'intelligent')",0.1170683,0.2286975,0.1116292
49,-0.22097102,-0.06730115,"('unable', 'able')",-0.220971,-0.0673011,0.1536699
50,-0.5037641,-0.41293144,"('clumsy', 'skillful')",-0.5037641,-0.4129314,0.0908327
51,0.42285797,0.4412575,"('uneducated', 'educated')",0.422858,0.4412575,0.0183995
52,0.012287453,-0.07361844,"('irrational', 'rational')",0.0122875,-0.0736184,-0.0859059
53,-0.21522258,-0.2504729,"('uncreative', 'creative')",-0.2152226,-0.2504729,-0.0352503
54,0.7874284,0.89187366,"('incapable', 'capable')",0.7874284,0.8918737,0.1044453
55,0.7642423,0.7894442,"('incompetent', 'clever')",0.7642423,0.7894442,0.0252019
56,0.2973875,0.26154137,"('impractical', 'practical')",0.2973875,0.2615414,-0.0358461
57,-1.616492,-1.999609,"('unimaginative', 'imaginative')",-1.616492,-1.999609,-0.383117
58,0.5484884,0.46527657,"('undiscriminating', 'discriminating')",0.5484884,0.4652766,-0.0832118
59,-0.08369799,0.08447678,"('foolish', 'wise')",-0.083698,0.0844768,0.1681748
60,0.1020146,0.32607523,"('inefficient', 'efficient')",0.1020146,0.3260752,0.2240606
61,0.40744105,0.22285351,"('illogical', 'logical')",0.407441,0.2228535,-0.1845875
62,0.37341958,0.5695108,"('incompetent', 'brilliant')",0.3734196,0.5695108,0.1960912
63,0.018924763,0.1990562,"('unperceptive', 'insightful')",0.0189248,0.1990562,0.1801314
64,-5.859495,-5.882726,"('shy', 'confident')",-5.8594952,-5.8827262,-0.023231
65,0.3331221,0.5045716,"('insecure', 'secure')",0.3331221,0.5045716,0.1714495
66,-0.15380342,-0.31416088,"('inactive', 'active')",-0.1538034,-0.3141609,-0.1603575
67,-0.7782829,-0.7307268,"('doubtful', 'determined')",-0.7782829,-0.7307268,0.0475561
68,-1.0506852,-0.87484556,"('dependent', 'independent')",-1.0506852,-0.8748456,0.1758396
69,-1.9372038,-1.971353,"('lazy', 'industrious')",-1.9372038,-1.9713531,-0.0341493
70,1.592729,1.4631354,"('lethargic', 'energetic')",1.592729,1.4631354,-0.1295936
71,0.31673798,0.36001855,"('diffident', 'self-confident')",0.316738,0.3600186,0.0432806
72,0.895537,1.1678685,"('unambitious', 'ambitious')",0.895537,1.1678685,0.2723315
73,-2.4906926,-2.4484825,"('helpless', 'self-reliant')",-2.4906926,-2.4484825,0.0422101
74,0.31331164,0.16074121,"('undedicated', 'dedicated')",0.3133116,0.1607412,-0.1525704
75,-0.5162574,-0.50758564,"('meek', 'impulsive')",-0.5162574,-0.5075856,0.0086718
76,0.3506531,0.38820127,"('anxious', 'daring')",0.3506531,0.3882013,0.0375482
77,-1.4983777,-1.3748822,"('unmotivated', 'motivated')",-1.4983777,-1.3748822,0.1234955
78,-1.0924414,-1.094549,"('nonresilient', 'resilient')",-1.0924414,-1.0945489,-0.0021075
79,-0.13710502,-0.09578505,"('wavering', 'unwavering')",-0.137105,-0.0957851,0.0413199
80,0.11346282,-0.06280351,"('dominated', 'dominating')",0.1134628,-0.0628035,-0.1762663
81,-0.053782076,-0.10212144,"('submissive', 'aggressive')",-0.0537821,-0.1021214,-0.0483393
82,5.9783664,6.164651,"('poor', 'rich')",5.9783664,6.1646509,0.1862845
83,-0.33251083,-0.31351474,"('powerless', 'powerful')",-0.3325108,-0.3135147,0.0189961
84,0.42739478,0.39445907,"('inferior', 'superior')",0.4273948,0.3944591,-0.0329357
85,-1.0627189,-0.9935358,"('insignificant', 'prestigious')",-1.0627189,-0.9935358,0.0691831
86,0.66818094,0.51977724,"('uninfluential', 'influential')",0.6681809,0.5197772,-0.1484037
87,-0.105092146,-0.033080436,"('unsuccessful', 'successful')",-0.1050921,-0.0330804,0.0720117
88,-0.14562435,-0.14759372,"('low', 'eminent')",-0.1456244,-0.1475937,-0.0019693
