,tummy_male,tummy_female,tuple,average_male,average_female,female-male
51,-0.36084732,-0.4479162,"('uneducated', 'educated')",-0.3608473,-0.4479162,-0.0870689
52,-1.0015131,-1.2897364,"('irrational', 'rational')",-1.0015131,-1.2897364,-0.2882233
53,-1.4328234,-1.6129855,"('uncreative', 'creative')",-1.4328234,-1.6129855,-0.1801621
54,-0.115122885,-0.2501571,"('incapable', 'capable')",-0.1151229,-0.2501571,-0.1350342
55,-0.0050631296,-0.04305979,"('incompetent', 'clever')",-0.0050631,-0.0430598,-0.0379967
56,0.94051677,0.8925272,"('impractical', 'practical')",0.9405168,0.8925272,-0.0479896
57,-2.3975816,-2.334985,"('unimaginative', 'imaginative')",-2.3975816,-2.334985,0.0625966
58,-0.6886189,-0.6787289,"('undiscriminating', 'discriminating')",-0.6886189,-0.6787289,0.00989
59,-0.06594957,-0.18014877,"('foolish', 'wise')",-0.0659496,-0.1801488,-0.1141992
60,0.3002443,0.28118002,"('inefficient', 'efficient')",0.3002443,0.28118,-0.0190643
61,-0.22365099,-0.40569526,"('illogical', 'logical')",-0.223651,-0.4056953,-0.1820443
62,-0.030428598,-0.018883638,"('incompetent', 'brilliant')",-0.0304286,-0.0188836,0.011545
63,-0.044686086,0.014546379,"('unperceptive', 'insightful')",-0.0446861,0.0145464,0.0592325
64,-3.5891736,-3.368027,"('shy', 'confident')",-3.5891736,-3.368027,0.2211466
65,-0.9074309,-1.0669279,"('insecure', 'secure')",-0.9074309,-1.0669279,-0.159497
66,-1.1505221,-1.2116779,"('inactive', 'active')",-1.1505221,-1.2116779,-0.0611558
67,0.05071935,0.03287392,"('doubtful', 'determined')",0.0507194,0.0328739,-0.0178455
68,-0.16697164,-0.19267088,"('dependent', 'independent')",-0.1669716,-0.1926709,-0.0256993
69,-0.78300977,-0.71192276,"('lazy', 'industrious')",-0.7830098,-0.7119228,0.071087
70,-0.7722142,-0.8442206,"('lethargic', 'energetic')",-0.7722142,-0.8442206,-0.0720064
71,0.7647145,0.8054595,"('diffident', 'self-confident')",0.7647145,0.8054595,0.040745
72,-0.808884,-0.79439,"('unambitious', 'ambitious')",-0.808884,-0.79439,0.014494
73,-1.2574056,-1.0669268,"('helpless', 'self-reliant')",-1.2574056,-1.0669268,0.1904788
74,0.4160617,0.32078654,"('undedicated', 'dedicated')",0.4160617,0.3207865,-0.0952752
75,-0.2894574,-0.10521401,"('meek', 'impulsive')",-0.2894574,-0.105214,0.1842434
76,-0.3063076,-0.36340833,"('anxious', 'daring')",-0.3063076,-0.3634083,-0.0571007
77,-1.473787,-1.3517584,"('unmotivated', 'motivated')",-1.473787,-1.3517584,0.1220286
78,0.36707005,0.4517651,"('nonresilient', 'resilient')",0.36707,0.4517651,0.0846951
79,0.051524688,0.14168611,"('wavering', 'unwavering')",0.0515247,0.1416861,0.0901614
80,-0.6710963,-0.68489987,"('dominated', 'dominating')",-0.6710963,-0.6848999,-0.0138036
81,-0.90033203,-0.96648186,"('submissive', 'aggressive')",-0.900332,-0.9664819,-0.0661499
82,1.8895184,1.6763439,"('poor', 'rich')",1.8895184,1.6763439,-0.2131745
83,0.107611775,0.1767281,"('powerless', 'powerful')",0.1076118,0.1767281,0.0691163
84,0.43876904,0.35748267,"('inferior', 'superior')",0.438769,0.3574827,-0.0812863
85,0.65087706,0.69393617,"('insignificant', 'prestigious')",0.6508771,0.6939362,0.0430591
86,-0.8906878,-1.0531269,"('uninfluential', 'influential')",-0.8906878,-1.0531269,-0.1624391
87,-0.009622395,-0.063944735,"('unsuccessful', 'successful')",-0.0096224,-0.0639447,-0.0543223
88,0.11197177,0.04593521,"('low', 'eminent')",0.1119718,0.0459352,-0.0660366
