,pig_male,pig_female,tuple,average_male,average_female,female-male
69,-2.0003238,-1.93238,"('lazy', 'industrious')",-2.0003238,-1.93238,0.0679438
70,1.1532121,1.3815124,"('lethargic', 'energetic')",1.1532121,1.3815124,0.2283003
71,0.22156449,0.51177937,"('diffident', 'self-confident')",0.2215645,0.5117794,0.2902149
72,1.002722,1.2349942,"('unambitious', 'ambitious')",1.002722,1.2349942,0.2322722
73,-2.6895685,-2.4824092,"('helpless', 'self-reliant')",-2.6895685,-2.4824092,0.2071593
74,0.30987284,0.21334574,"('undedicated', 'dedicated')",0.3098728,0.2133457,-0.0965271
75,-0.9238598,-0.8004011,"('meek', 'impulsive')",-0.9238598,-0.8004011,0.1234587
76,0.44361892,0.3810647,"('anxious', 'daring')",0.4436189,0.3810647,-0.0625542
77,-1.5765196,-1.3259699,"('unmotivated', 'motivated')",-1.5765196,-1.3259699,0.2505497
78,-0.7824528,-0.63386273,"('nonresilient', 'resilient')",-0.7824528,-0.6338627,0.1485901
79,-0.035089657,0.012091874,"('wavering', 'unwavering')",-0.0350897,0.0120919,0.0471816
80,0.034221202,0.05329567,"('dominated', 'dominating')",0.0342212,0.0532957,0.0190745
81,-0.17892757,-0.064634934,"('submissive', 'aggressive')",-0.1789276,-0.0646349,0.1142927
82,6.454893,6.6642666,"('poor', 'rich')",6.4548931,6.6642666,0.2093735
83,-0.5915753,-0.45307168,"('powerless', 'powerful')",-0.5915753,-0.4530717,0.1385036
84,0.21685693,0.19008775,"('inferior', 'superior')",0.2168569,0.1900878,-0.0267691
85,-0.92757314,-1.112283,"('insignificant', 'prestigious')",-0.9275731,-1.112283,-0.1847099
86,0.66026336,0.7268593,"('uninfluential', 'influential')",0.6602634,0.7268593,0.0665959
87,0.3312535,0.62303644,"('unsuccessful', 'successful')",0.3312535,0.6230364,0.2917829
88,-0.040713493,0.14599286,"('low', 'eminent')",-0.0407135,0.1459929,0.1867064
