,fork_male,fork_female,tuple,average_male,average_female,female-male
22,0.19817267,0.1441791,"('untrustworthy', 'trustworthy')",0.1981727,0.1441791,-0.0539936
23,6.4965544,6.772196,"('insincere', 'sincere')",6.4965544,6.7721958,0.2756414
24,1.8361839,1.8355832,"('dishonest', 'honest')",1.8361839,1.8355832,-0.0006007
25,0.47591716,0.5264164,"('egoistic', 'altruistic')",0.4759172,0.5264164,0.0504992
26,1.0203024,0.7550703,"('hardhearted', 'benevolent')",1.0203024,0.7550703,-0.2652321
27,1.9333752,1.7388133,"('hardhearted', 'softhearted')",1.9333752,1.7388133,-0.1945619
28,1.4884742,1.3040438,"('disloyal', 'loyal')",1.4884742,1.3040438,-0.1844304
29,-0.35339347,-0.49224493,"('unfair', 'fair')",-0.3533935,-0.4922449,-0.1388514
30,1.2409652,1.2762337,"('intolerant', 'tolerant')",1.2409652,1.2762337,0.0352685
31,-1.8807533,-1.8768603,"('evil', 'good')",-1.8807533,-1.8768603,0.003893
32,1.2847459,1.218223,"('unkind', 'kind')",1.2847459,1.218223,-0.0665229
33,-0.53385663,-0.54098386,"('wrong', 'right')",-0.5338566,-0.5409839,-0.0071273
34,4.194538,4.5978384,"('mean', 'honorable')",4.1945381,4.5978384,0.4033003
35,-1.2998673,-1.6500499,"('corrupt', 'incorrupt')",-1.2998673,-1.6500499,-0.3501826
36,-1.3733218,-1.4832078,"('hostile', 'amicable')",-1.3733218,-1.4832078,-0.109886
37,1.1198007,1.043346,"('fake', 'genuine')",1.1198007,1.043346,-0.0764547
38,-0.6279254,-0.4374611,"('untruthful', 'truthful')",-0.6279254,-0.4374611,0.1904643
39,0.75629044,0.72507644,"('exploitative', 'cooperative')",0.7562904,0.7250764,-0.031214
40,-0.957192,-1.0770596,"('stingy', 'generous')",-0.957192,-1.0770596,-0.1198676
41,0.5664621,0.39109856,"('unforgiving', 'forgiving')",0.5664621,0.3910986,-0.1753635
42,-1.8550409,-1.893266,"('unreliable', 'reliable')",-1.8550409,-1.893266,-0.0382251
43,1.3044541,1.409046,"('irresponsible', 'responsible')",1.3044541,1.4090461,0.104592
44,-1.0975051,-1.2117674,"('prejudiced', 'unprejudiced')",-1.0975051,-1.2117674,-0.1142623
45,0.9037426,0.6246027,"('incompetent', 'competent')",0.9037426,0.6246027,-0.2791399
46,-0.028195778,-0.1314369,"('uncompetitive', 'competitive')",-0.0281958,-0.1314369,-0.1032411
47,4.7858043,4.9470553,"('stupid', 'smart')",4.7858043,4.9470553,0.161251
48,0.5535342,0.64100695,"('unintelligent', 'intelligent')",0.5535342,0.6410069,0.0874727
49,-0.133819,0.012227436,"('unable', 'able')",-0.133819,0.0122274,0.1460464
50,-0.5223624,-0.46563813,"('clumsy', 'skillful')",-0.5223624,-0.4656381,0.0567243
51,0.83843744,0.9142501,"('uneducated', 'educated')",0.8384374,0.9142501,0.0758127
52,-0.553961,-0.6737566,"('irrational', 'rational')",-0.553961,-0.6737566,-0.1197956
53,-0.18051684,-0.21989956,"('uncreative', 'creative')",-0.1805168,-0.2198996,-0.0393828
54,0.7056369,0.89354384,"('incapable', 'capable')",0.7056369,0.8935438,0.1879069
55,1.5201327,1.52216,"('incompetent', 'clever')",1.5201327,1.5221601,0.0020274
56,0.70374376,0.7088404,"('impractical', 'practical')",0.7037438,0.7088404,0.0050966
57,-1.6824434,-1.9461739,"('unimaginative', 'imaginative')",-1.6824434,-1.9461739,-0.2637305
58,0.40153182,0.32315546,"('undiscriminating', 'discriminating')",0.4015318,0.3231555,-0.0783763
59,-0.37202293,-0.30616677,"('foolish', 'wise')",-0.3720229,-0.3061668,0.0658561
60,0.8670577,1.1345307,"('inefficient', 'efficient')",0.8670577,1.1345307,0.267473
61,0.65026486,0.48115003,"('illogical', 'logical')",0.6502649,0.48115,-0.1691149
62,1.1011033,1.2882382,"('incompetent', 'brilliant')",1.1011033,1.2882382,0.1871349
63,0.40736118,0.50296295,"('unperceptive', 'insightful')",0.4073612,0.5029629,0.0956017
64,-5.921962,-5.842326,"('shy', 'confident')",-5.9219618,-5.8423262,0.0796356
65,0.77039504,0.96541476,"('insecure', 'secure')",0.770395,0.9654148,0.1950198
66,-0.3918801,-0.581855,"('inactive', 'active')",-0.3918801,-0.581855,-0.1899749
67,-0.629943,-0.6066134,"('doubtful', 'determined')",-0.629943,-0.6066134,0.0233296
68,-0.7996867,-0.6341491,"('dependent', 'independent')",-0.7996867,-0.6341491,0.1655376
69,-2.382595,-2.4142182,"('lazy', 'industrious')",-2.3825951,-2.4142182,-0.0316231
70,2.0734468,1.9431266,"('lethargic', 'energetic')",2.0734468,1.9431266,-0.1303202
71,0.10393681,0.17462148,"('diffident', 'self-confident')",0.1039368,0.1746215,0.0706847
72,0.9022903,1.1214495,"('unambitious', 'ambitious')",0.9022903,1.1214495,0.2191592
73,-2.8396168,-2.7119043,"('helpless', 'self-reliant')",-2.8396168,-2.7119043,0.1277125
74,0.57912767,0.39209533,"('undedicated', 'dedicated')",0.5791277,0.3920953,-0.1870324
75,-1.2660134,-1.2297379,"('meek', 'impulsive')",-1.2660134,-1.2297379,0.0362755
76,1.1004752,1.0570897,"('anxious', 'daring')",1.1004752,1.0570897,-0.0433855
77,-1.3322626,-1.1731302,"('unmotivated', 'motivated')",-1.3322626,-1.1731302,0.1591324
78,-0.91361934,-0.9688453,"('nonresilient', 'resilient')",-0.9136193,-0.9688453,-0.055226
79,-0.5534409,-0.5860553,"('wavering', 'unwavering')",-0.5534409,-0.5860553,-0.0326144
80,0.82176757,0.6112871,"('dominated', 'dominating')",0.8217676,0.6112871,-0.2104805
81,0.473697,0.48576576,"('submissive', 'aggressive')",0.473697,0.4857658,0.0120688
82,6.0957627,6.2109685,"('poor', 'rich')",6.0957627,6.2109685,0.1152058
83,-0.25403515,-0.20704512,"('powerless', 'powerful')",-0.2540351,-0.2070451,0.04699
84,0.3918313,0.38872445,"('inferior', 'superior')",0.3918313,0.3887244,-0.0031069
85,-1.7351767,-1.7222707,"('insignificant', 'prestigious')",-1.7351767,-1.7222707,0.012906
86,1.0206232,0.8555028,"('uninfluential', 'influential')",1.0206232,0.8555028,-0.1651204
87,0.10289795,0.11068729,"('unsuccessful', 'successful')",0.1028979,0.1106873,0.0077894
88,0.026582856,0.051090308,"('low', 'eminent')",0.0265829,0.0510903,0.0245074
