,loews_male,loews_female,tuple,corp_male,corp_female,average_male,average_female,female-male
76,-0.22486815,-0.16581707,"('anxious', 'daring')",-0.24980764,-0.25607005,-0.2373379,-0.2109435,0.0263944
77,-0.6454115,-0.663101,"('unmotivated', 'motivated')",-0.97728753,-0.8802417,-0.8113495,-0.7716714,0.0396781
78,-0.96959496,-0.95586014,"('nonresilient', 'resilient')",0.11921227,0.111520916,-0.4251913,-0.4221696,0.0030217
79,-0.7263,-0.72694606,"('wavering', 'unwavering')",-0.4551047,-0.4471636,-0.5907024,-0.5870548,0.0036476
80,0.14757694,0.08517965,"('dominated', 'dominating')",-0.8176534,-0.7363968,-0.3350382,-0.3256086,0.0094296
81,0.2085036,0.1539517,"('submissive', 'aggressive')",-0.67070997,-0.57958174,-0.2311032,-0.212815,0.0182882
82,-0.51203626,-0.50167376,"('poor', 'rich')",6.686427,6.4744124,3.0871954,2.9863694,-0.100826
83,-0.17679791,-0.24706352,"('powerless', 'powerful')",-0.96536565,-0.9731088,-0.5710818,-0.6100862,-0.0390044
84,-0.21721694,-0.28234234,"('inferior', 'superior')",0.9528316,0.96819866,0.3678073,0.3429282,-0.0248791
85,0.32580367,0.34220007,"('insignificant', 'prestigious')",-0.14687844,-0.17758618,0.0894626,0.0823069,-0.0071557
86,-1.2425054,-1.3419911,"('uninfluential', 'influential')",-0.32377943,-0.4240932,-0.7831424,-0.8830421,-0.0998997
87,0.17651643,0.064003244,"('unsuccessful', 'successful')",0.9945627,0.97888196,0.5855396,0.5214426,-0.064097
88,-0.65394914,-0.6963242,"('low', 'eminent')",-0.45506093,-0.5276912,-0.5545051,-0.6120077,-0.0575026
