,premier_male,premier_female,tuple,average_male,average_female,female-male
57,-2.498214,-2.5704799,"('unimaginative', 'imaginative')",-2.498214,-2.5704799,-0.0722659
58,0.09806555,0.10740388,"('undiscriminating', 'discriminating')",0.0980655,0.1074039,0.0093384
59,0.112866655,0.23536083,"('foolish', 'wise')",0.1128667,0.2353608,0.1224941
60,1.0426203,1.020574,"('inefficient', 'efficient')",1.0426203,1.020574,-0.0220463
61,0.4283766,0.2113812,"('illogical', 'logical')",0.4283766,0.2113812,-0.2169954
62,1.3268676,1.3219194,"('incompetent', 'brilliant')",1.3268676,1.3219194,-0.0049482
63,0.4994629,0.5649553,"('unperceptive', 'insightful')",0.4994629,0.5649553,0.0654924
64,-5.868613,-5.857832,"('shy', 'confident')",-5.8686128,-5.857832,0.0107808
65,0.51228523,0.5229921,"('insecure', 'secure')",0.5122852,0.5229921,0.0107069
66,-0.22634962,-0.17335789,"('inactive', 'active')",-0.2263496,-0.1733579,0.0529917
67,-0.42584208,-0.3218876,"('doubtful', 'determined')",-0.4258421,-0.3218876,0.1039545
68,-0.28573266,-0.22446449,"('dependent', 'independent')",-0.2857327,-0.2244645,0.0612682
69,-1.6049185,-1.5044323,"('lazy', 'industrious')",-1.6049185,-1.5044323,0.1004862
70,1.4287119,1.3657368,"('lethargic', 'energetic')",1.4287119,1.3657368,-0.0629751
71,0.7235383,0.75203097,"('diffident', 'self-confident')",0.7235383,0.752031,0.0284927
72,1.0424927,1.1300621,"('unambitious', 'ambitious')",1.0424927,1.1300621,0.0875694
73,-2.7243352,-2.6820064,"('helpless', 'self-reliant')",-2.7243352,-2.6820064,0.0423288
74,-0.026666913,-0.12925847,"('undedicated', 'dedicated')",-0.0266669,-0.1292585,-0.1025916
75,-1.0632616,-0.85263634,"('meek', 'impulsive')",-1.0632616,-0.8526363,0.2106253
76,0.7936421,0.72984403,"('anxious', 'daring')",0.7936421,0.729844,-0.0637981
77,-0.7517132,-0.7250632,"('unmotivated', 'motivated')",-0.7517132,-0.7250632,0.02665
78,-0.90958,-0.90645504,"('nonresilient', 'resilient')",-0.90958,-0.906455,0.003125
79,-0.4139976,-0.22708996,"('wavering', 'unwavering')",-0.4139976,-0.22709,0.1869076
80,-0.006098328,-0.2018671,"('dominated', 'dominating')",-0.0060983,-0.2018671,-0.1957688
81,0.014670163,0.008431345,"('submissive', 'aggressive')",0.0146702,0.0084313,-0.0062389
82,6.2670674,6.4842186,"('poor', 'rich')",6.2670674,6.4842186,0.2171512
83,-0.06115058,-0.052801114,"('powerless', 'powerful')",-0.0611506,-0.0528011,0.0083495
84,0.3653447,0.41643202,"('inferior', 'superior')",0.3653447,0.416432,0.0510873
85,-0.5751134,-0.60748744,"('insignificant', 'prestigious')",-0.5751134,-0.6074874,-0.032374
86,0.696295,0.61611277,"('uninfluential', 'influential')",0.696295,0.6161128,-0.0801822
87,0.5532844,0.52758396,"('unsuccessful', 'successful')",0.5532844,0.527584,-0.0257004
88,0.49255502,0.33070168,"('low', 'eminent')",0.492555,0.3307017,-0.1618533
