,cheek_male,cheek_female,tuple,average_male,average_female,female-male
67,-0.7911849,-0.77238286,"('doubtful', 'determined')",-0.7911849,-0.7723829,0.018802
68,-0.0008615181,0.0016403608,"('dependent', 'independent')",-0.0008615,0.0016404,0.0025019
69,-1.7662755,-1.7276347,"('lazy', 'industrious')",-1.7662755,-1.7276347,0.0386408
70,2.3961725,2.4192336,"('lethargic', 'energetic')",2.3961725,2.4192336,0.0230611
71,0.6765019,0.8002441,"('diffident', 'self-confident')",0.6765019,0.8002441,0.1237422
72,1.162873,1.1702884,"('unambitious', 'ambitious')",1.162873,1.1702884,0.0074154
73,-2.9123685,-2.8515155,"('helpless', 'self-reliant')",-2.9123685,-2.8515155,0.060853
74,0.53372526,0.44161892,"('undedicated', 'dedicated')",0.5337253,0.4416189,-0.0921064
75,-1.0123795,-0.92353296,"('meek', 'impulsive')",-1.0123795,-0.923533,0.0888465
76,1.5596846,1.5028993,"('anxious', 'daring')",1.5596846,1.5028993,-0.0567853
77,-0.6182265,-0.57218546,"('unmotivated', 'motivated')",-0.6182265,-0.5721855,0.046041
78,-0.096105866,-0.11959639,"('nonresilient', 'resilient')",-0.0961059,-0.1195964,-0.0234905
79,-0.34310627,-0.29986703,"('wavering', 'unwavering')",-0.3431063,-0.299867,0.0432393
80,0.6833069,0.6626595,"('dominated', 'dominating')",0.6833069,0.6626595,-0.0206474
81,1.0003978,1.0586963,"('submissive', 'aggressive')",1.0003978,1.0586963,0.0582985
82,6.569548,6.7560797,"('poor', 'rich')",6.5695481,6.7560797,0.1865316
83,-0.07745858,-0.09122257,"('powerless', 'powerful')",-0.0774586,-0.0912226,-0.013764
84,-0.07870063,-0.06267336,"('inferior', 'superior')",-0.0787006,-0.0626734,0.0160272
85,-1.9451119,-1.9497347,"('insignificant', 'prestigious')",-1.9451119,-1.9497347,-0.0046228
86,1.0252697,1.0404714,"('uninfluential', 'influential')",1.0252697,1.0404714,0.0152017
87,0.4676444,0.6171717,"('unsuccessful', 'successful')",0.4676444,0.6171717,0.1495273
88,0.24037078,0.3606014,"('low', 'eminent')",0.2403708,0.3606014,0.1202306
