,constellation_male,constellation_female,tuple,average_male,average_female,female-male
79,0.18045872,0.12788306,"('wavering', 'unwavering')",0.1804587,0.1278831,-0.0525756
80,-0.123880245,-0.1937538,"('dominated', 'dominating')",-0.1238802,-0.1937538,-0.0698736
81,-0.6067459,-0.52214503,"('submissive', 'aggressive')",-0.6067459,-0.522145,0.0846009
82,5.999072,6.492884,"('poor', 'rich')",5.9990721,6.4928842,0.4938121
83,-0.514619,-0.41972592,"('powerless', 'powerful')",-0.514619,-0.4197259,0.0948931
84,0.6022701,0.58018875,"('inferior', 'superior')",0.6022701,0.5801888,-0.0220813
85,-0.032125533,-0.30244663,"('insignificant', 'prestigious')",-0.0321255,-0.3024466,-0.2703211
86,0.71644175,0.7002225,"('uninfluential', 'influential')",0.7164418,0.7002225,-0.0162193
87,0.45629674,0.7188645,"('unsuccessful', 'successful')",0.4562967,0.7188645,0.2625678
88,0.55706406,0.49344364,"('low', 'eminent')",0.5570641,0.4934436,-0.0636205
