,moai_male,moai_female,tuple,average_male,average_female,female-male
28,-0.10167302,-0.00052084867,"('disloyal', 'loyal')",-0.101673,-0.0005208,0.1011522
29,-0.43411297,-0.5092158,"('unfair', 'fair')",-0.434113,-0.5092158,-0.0751028
30,0.89210206,0.80497366,"('intolerant', 'tolerant')",0.8921021,0.8049737,-0.0871284
31,-1.9795457,-2.034372,"('evil', 'good')",-1.9795457,-2.0343721,-0.0548264
32,0.4526491,0.45726022,"('unkind', 'kind')",0.4526491,0.4572602,0.0046111
33,-0.4582575,-0.5390272,"('wrong', 'right')",-0.4582575,-0.5390272,-0.0807697
34,2.1210036,2.3851573,"('mean', 'honorable')",2.1210036,2.3851573,0.2641537
35,-1.2015289,-1.4913828,"('corrupt', 'incorrupt')",-1.2015289,-1.4913828,-0.2898539
36,-1.1419988,-1.2873445,"('hostile', 'amicable')",-1.1419988,-1.2873445,-0.1453457
37,-0.29617465,-0.2821242,"('fake', 'genuine')",-0.2961746,-0.2821242,0.0140504
38,0.2967518,0.352719,"('untruthful', 'truthful')",0.2967518,0.352719,0.0559672
39,0.43640763,0.5563663,"('exploitative', 'cooperative')",0.4364076,0.5563663,0.1199587
40,-0.77525014,-0.7303206,"('stingy', 'generous')",-0.7752501,-0.7303206,0.0449295
41,1.3597722,1.4495269,"('unforgiving', 'forgiving')",1.3597722,1.4495269,0.0897547
42,-0.7513282,-0.8257917,"('unreliable', 'reliable')",-0.7513282,-0.8257917,-0.0744635
43,0.57273394,0.7480162,"('irresponsible', 'responsible')",0.5727339,0.7480162,0.1752823
44,-0.9043895,-0.85302687,"('prejudiced', 'unprejudiced')",-0.9043895,-0.8530269,0.0513626
45,0.4030225,0.60036683,"('incompetent', 'competent')",0.4030225,0.6003668,0.1973443
46,0.47036085,0.5924568,"('uncompetitive', 'competitive')",0.4703608,0.5924568,0.122096
47,1.7855258,2.0518916,"('stupid', 'smart')",1.7855258,2.0518916,0.2663658
48,0.25310895,0.3560321,"('unintelligent', 'intelligent')",0.2531089,0.3560321,0.1029232
49,-0.21312039,-0.039479148,"('unable', 'able')",-0.2131204,-0.0394791,0.1736413
50,0.21426655,0.13322169,"('clumsy', 'skillful')",0.2142666,0.1332217,-0.0810449
51,1.470977,1.2101334,"('uneducated', 'educated')",1.4709769,1.2101334,-0.2608435
52,-0.81454927,-0.97884274,"('irrational', 'rational')",-0.8145493,-0.9788427,-0.1642934
53,-0.1453451,-0.15929146,"('uncreative', 'creative')",-0.1453451,-0.1592915,-0.0139464
54,0.36821333,0.37748015,"('incapable', 'capable')",0.3682133,0.3774801,0.0092668
55,0.959076,1.1693807,"('incompetent', 'clever')",0.959076,1.1693807,0.2103047
56,0.91595626,0.8764448,"('impractical', 'practical')",0.9159563,0.8764448,-0.0395115
57,-0.93401986,-1.0353814,"('unimaginative', 'imaginative')",-0.9340199,-1.0353814,-0.1013615
58,-0.04376386,-0.08634784,"('undiscriminating', 'discriminating')",-0.0437639,-0.0863478,-0.0425839
59,-0.20099443,-0.2885721,"('foolish', 'wise')",-0.2009944,-0.2885721,-0.0875777
60,1.3010851,1.4549129,"('inefficient', 'efficient')",1.3010851,1.4549129,0.1538278
61,1.0682571,1.0919358,"('illogical', 'logical')",1.0682571,1.0919358,0.0236787
62,1.7549523,1.928412,"('incompetent', 'brilliant')",1.7549523,1.928412,0.1734597
63,1.4477401,1.4966172,"('unperceptive', 'insightful')",1.4477401,1.4966172,0.0488771
64,-1.8726987,-2.115079,"('shy', 'confident')",-1.8726987,-2.1150789,-0.2423802
65,0.105349585,0.30237085,"('insecure', 'secure')",0.1053496,0.3023708,0.1970212
66,-1.1693987,-1.2251229,"('inactive', 'active')",-1.1693987,-1.2251229,-0.0557242
67,-0.16169602,-0.28826946,"('doubtful', 'determined')",-0.161696,-0.2882695,-0.1265735
68,-0.13405445,-0.11181283,"('dependent', 'independent')",-0.1340545,-0.1118128,0.0222417
69,-0.9583027,-1.0538656,"('lazy', 'industrious')",-0.9583027,-1.0538656,-0.0955629
70,0.84284115,0.92252356,"('lethargic', 'energetic')",0.8428411,0.9225236,0.0796825
71,-0.23621875,-0.32524928,"('diffident', 'self-confident')",-0.2362188,-0.3252493,-0.0890305
72,0.22671518,0.41529682,"('unambitious', 'ambitious')",0.2267152,0.4152968,0.1885816
73,-1.4151254,-1.5255985,"('helpless', 'self-reliant')",-1.4151254,-1.5255985,-0.1104731
74,0.801128,0.75307536,"('undedicated', 'dedicated')",0.801128,0.7530754,-0.0480526
75,-0.6072225,-0.5867122,"('meek', 'impulsive')",-0.6072225,-0.5867122,0.0205103
76,0.7554653,0.9142727,"('anxious', 'daring')",0.7554653,0.9142727,0.1588074
77,-0.12963198,-0.09545061,"('unmotivated', 'motivated')",-0.129632,-0.0954506,0.0341814
78,-0.09539885,-0.008383192,"('nonresilient', 'resilient')",-0.0953989,-0.0083832,0.0870157
79,-1.0722604,-1.1338403,"('wavering', 'unwavering')",-1.0722604,-1.1338403,-0.0615799
80,0.53619885,0.52080154,"('dominated', 'dominating')",0.5361989,0.5208015,-0.0153974
81,0.55505246,0.6528414,"('submissive', 'aggressive')",0.5550525,0.6528414,0.0977889
82,3.1138988,3.279905,"('poor', 'rich')",3.1138988,3.2799051,0.1660063
83,-0.691494,-0.82883704,"('powerless', 'powerful')",-0.691494,-0.828837,-0.137343
84,0.050226055,-0.02398545,"('inferior', 'superior')",0.0502261,-0.0239854,-0.0742115
85,-0.10646728,-0.25752515,"('insignificant', 'prestigious')",-0.1064673,-0.2575251,-0.1510578
86,0.30454737,0.27864397,"('uninfluential', 'influential')",0.3045474,0.278644,-0.0259034
87,0.325228,0.2329522,"('unsuccessful', 'successful')",0.325228,0.2329522,-0.0922758
88,-0.13746235,-0.48603755,"('low', 'eminent')",-0.1374623,-0.4860376,-0.3485753
