,monument_male,monument_female,tuple,average_male,average_female,female-male
78,-0.67982304,-0.6933857,"('nonresilient', 'resilient')",-0.679823,-0.6933857,-0.0135627
79,-0.38944763,-0.37960994,"('wavering', 'unwavering')",-0.3894476,-0.3796099,0.0098377
80,-0.2704518,-0.35414857,"('dominated', 'dominating')",-0.2704518,-0.3541486,-0.0836968
81,-0.009726524,0.07166696,"('submissive', 'aggressive')",-0.0097265,0.071667,0.0813935
82,6.107978,6.184718,"('poor', 'rich')",6.1079779,6.1847181,0.0767402
83,-0.38956213,-0.37063062,"('powerless', 'powerful')",-0.3895621,-0.3706306,0.0189315
84,0.8038878,0.7949628,"('inferior', 'superior')",0.8038878,0.7949628,-0.008925
85,-0.26040244,-0.341336,"('insignificant', 'prestigious')",-0.2604024,-0.341336,-0.0809336
86,0.41416997,0.26374874,"('uninfluential', 'influential')",0.41417,0.2637487,-0.1504213
87,-0.43820575,-0.43967918,"('unsuccessful', 'successful')",-0.4382057,-0.4396792,-0.0014735
88,0.5057523,0.46665785,"('low', 'eminent')",0.5057523,0.4666578,-0.0390945
