,cheetah_male,cheetah_female,tuple,average_male,average_female,female-male
72,-0.8445437,-0.7523763,"('unambitious', 'ambitious')",-0.8445437,-0.7523763,0.0921674
73,-0.6615629,-0.72843933,"('helpless', 'self-reliant')",-0.6615629,-0.7284393,-0.0668764
74,-0.101052225,-0.13858105,"('undedicated', 'dedicated')",-0.1010522,-0.1385811,-0.0375289
75,0.22461572,0.21711,"('meek', 'impulsive')",0.2246157,0.21711,-0.0075057
76,0.21653512,0.3421001,"('anxious', 'daring')",0.2165351,0.3421001,0.125565
77,-0.74601084,-0.6858258,"('unmotivated', 'motivated')",-0.7460108,-0.6858258,0.060185
78,0.2897156,0.39720595,"('nonresilient', 'resilient')",0.2897156,0.3972059,0.1074903
79,-0.22983207,-0.2654922,"('wavering', 'unwavering')",-0.2298321,-0.2654922,-0.0356601
80,-0.2555802,-0.25497055,"('dominated', 'dominating')",-0.2555802,-0.2549706,0.0006096
81,-0.7286283,-0.72478706,"('submissive', 'aggressive')",-0.7286283,-0.7247871,0.0038412
82,1.2001659,1.2745004,"('poor', 'rich')",1.2001659,1.2745004,0.0743345
83,-0.31501597,-0.31456318,"('powerless', 'powerful')",-0.315016,-0.3145632,0.0004528
84,-0.41132188,-0.46698743,"('inferior', 'superior')",-0.4113219,-0.4669874,-0.0556655
85,0.52084726,0.32256517,"('insignificant', 'prestigious')",0.5208473,0.3225652,-0.1982821
86,-1.1184568,-1.1787128,"('uninfluential', 'influential')",-1.1184568,-1.1787128,-0.060256
87,0.30294946,0.27373332,"('unsuccessful', 'successful')",0.3029495,0.2737333,-0.0292162
88,-0.052435763,-0.25952277,"('low', 'eminent')",-0.0524358,-0.2595228,-0.207087
