,applause_male,applause_female,tuple,average_male,average_female,female-male
77,-1.3174534,-1.0860316,"('unmotivated', 'motivated')",-1.3174534,-1.0860316,0.2314218
78,-0.61212844,-0.6302083,"('nonresilient', 'resilient')",-0.6121284,-0.6302083,-0.0180799
79,-0.3775411,-0.41561955,"('wavering', 'unwavering')",-0.3775411,-0.4156196,-0.0380785
80,-0.05786772,-0.13143812,"('dominated', 'dominating')",-0.0578677,-0.1314381,-0.0735704
81,0.08521082,0.2837131,"('submissive', 'aggressive')",0.0852108,0.2837131,0.1985023
82,6.13053,6.3367076,"('poor', 'rich')",6.1305299,6.3367076,0.2061777
83,-0.30248395,-0.29611766,"('powerless', 'powerful')",-0.3024839,-0.2961177,0.0063662
84,0.264615,0.2766465,"('inferior', 'superior')",0.264615,0.2766465,0.0120315
85,-1.2036389,-1.440948,"('insignificant', 'prestigious')",-1.2036389,-1.440948,-0.2373091
86,0.4805023,0.45606223,"('uninfluential', 'influential')",0.4805023,0.4560622,-0.0244401
87,-0.27631605,-0.23127696,"('unsuccessful', 'successful')",-0.276316,-0.231277,0.045039
88,-0.020002734,0.0456553,"('low', 'eminent')",-0.0200027,0.0456553,0.065658
