,aftershave_male,aftershave_female,tuple,average_male,average_female,female-male
77,-0.91905147,-0.92485845,"('unmotivated', 'motivated')",-0.9190515,-0.9248585,-0.005807
78,0.053490803,0.13908085,"('nonresilient', 'resilient')",0.0534908,0.1390809,0.0855901
79,0.77837926,0.8065848,"('wavering', 'unwavering')",0.7783793,0.8065848,0.0282055
80,-0.31067473,-0.26132536,"('dominated', 'dominating')",-0.3106747,-0.2613254,0.0493493
81,-1.4838859,-1.6060059,"('submissive', 'aggressive')",-1.4838859,-1.6060059,-0.12212
82,0.80496526,0.7408945,"('poor', 'rich')",0.8049653,0.7408945,-0.0640708
83,-0.09930543,-0.14433458,"('powerless', 'powerful')",-0.0993054,-0.1443346,-0.0450292
84,0.24017301,0.24798936,"('inferior', 'superior')",0.240173,0.2479894,0.0078164
85,1.5753797,1.4992588,"('insignificant', 'prestigious')",1.5753797,1.4992588,-0.0761209
86,-1.8829263,-1.980883,"('uninfluential', 'influential')",-1.8829263,-1.980883,-0.0979567
87,-0.11697152,-0.23525368,"('unsuccessful', 'successful')",-0.1169715,-0.2352537,-0.1182822
88,0.18116839,-0.03147092,"('low', 'eminent')",0.1811684,-0.0314709,-0.2126393
