,metaphor_male,metaphor_female,tuple,average_male,average_female,female-male
21,0.12233143,0.216984,"('immoral', 'moral')",0.1223314,0.216984,0.0946526
22,-0.057522643,-0.061031863,"('untrustworthy', 'trustworthy')",-0.0575226,-0.0610319,-0.0035093
23,6.4891176,6.3927903,"('insincere', 'sincere')",6.4891176,6.3927903,-0.0963273
24,2.0781271,2.0461059,"('dishonest', 'honest')",2.0781271,2.0461059,-0.0320212
25,0.30749577,0.28461212,"('egoistic', 'altruistic')",0.3074958,0.2846121,-0.0228837
26,0.18593743,0.113507226,"('hardhearted', 'benevolent')",0.1859374,0.1135072,-0.0724302
27,1.4067854,1.2767148,"('hardhearted', 'softhearted')",1.4067854,1.2767148,-0.1300706
28,0.9290186,0.90153974,"('disloyal', 'loyal')",0.9290186,0.9015397,-0.0274789
29,-0.4885519,-0.5496001,"('unfair', 'fair')",-0.4885519,-0.5496001,-0.0610482
30,0.76399887,0.7462539,"('intolerant', 'tolerant')",0.7639989,0.7462539,-0.017745
31,-1.2596,-1.2341172,"('evil', 'good')",-1.2596,-1.2341172,0.0254828
32,1.262329,1.2923081,"('unkind', 'kind')",1.262329,1.2923081,0.0299791
33,-0.25366724,-0.2536185,"('wrong', 'right')",-0.2536672,-0.2536185,4.87e-05
34,4.722416,4.766081,"('mean', 'honorable')",4.7224159,4.7660809,0.043665
35,-0.90598965,-1.018975,"('corrupt', 'incorrupt')",-0.9059896,-1.018975,-0.1129854
36,-1.0063077,-1.019951,"('hostile', 'amicable')",-1.0063077,-1.019951,-0.0136433
37,0.4893539,0.55895936,"('fake', 'genuine')",0.4893539,0.5589594,0.0696055
38,-0.19369194,-0.10736135,"('untruthful', 'truthful')",-0.1936919,-0.1073613,0.0863306
39,0.20123751,0.14966767,"('exploitative', 'cooperative')",0.2012375,0.1496677,-0.0515698
40,-1.2455461,-1.4062427,"('stingy', 'generous')",-1.2455461,-1.4062427,-0.1606966
41,-0.21796308,-0.1634776,"('unforgiving', 'forgiving')",-0.2179631,-0.1634776,0.0544855
42,-1.8093494,-1.7561908,"('unreliable', 'reliable')",-1.8093494,-1.7561908,0.0531586
43,1.3746278,1.351944,"('irresponsible', 'responsible')",1.3746278,1.351944,-0.0226838
44,-1.3943148,-1.388593,"('prejudiced', 'unprejudiced')",-1.3943148,-1.388593,0.0057218
45,0.34501538,0.3527585,"('incompetent', 'competent')",0.3450154,0.3527585,0.0077431
46,-0.26720157,-0.25841856,"('uncompetitive', 'competitive')",-0.2672016,-0.2584186,0.008783
47,5.3697596,5.477543,"('stupid', 'smart')",5.3697596,5.4775429,0.1077833
48,0.85581326,0.716263,"('unintelligent', 'intelligent')",0.8558133,0.716263,-0.1395503
49,0.2629649,0.35811627,"('unable', 'able')",0.2629649,0.3581163,0.0951514
50,0.14880563,0.18874428,"('clumsy', 'skillful')",0.1488056,0.1887443,0.0399387
51,0.4046219,0.41578943,"('uneducated', 'educated')",0.4046219,0.4157894,0.0111675
52,-0.4690021,-0.525874,"('irrational', 'rational')",-0.4690021,-0.525874,-0.0568719
53,0.32476532,0.2732297,"('uncreative', 'creative')",0.3247653,0.2732297,-0.0515356
54,1.1810074,1.3601235,"('incapable', 'capable')",1.1810074,1.3601235,0.1791161
55,0.91570425,0.798001,"('incompetent', 'clever')",0.9157043,0.798001,-0.1177033
56,0.96803105,0.96132517,"('impractical', 'practical')",0.968031,0.9613252,-0.0067058
57,-2.4457834,-2.3482492,"('unimaginative', 'imaginative')",-2.4457834,-2.3482492,0.0975342
58,-0.11282236,-0.12165886,"('undiscriminating', 'discriminating')",-0.1128224,-0.1216589,-0.0088365
59,-0.035861075,0.076252446,"('foolish', 'wise')",-0.0358611,0.0762524,0.1121135
60,0.9789002,0.9339971,"('inefficient', 'efficient')",0.9789002,0.9339971,-0.0449031
61,0.31193465,0.06358151,"('illogical', 'logical')",0.3119346,0.0635815,-0.2483531
62,1.4833853,1.4802034,"('incompetent', 'brilliant')",1.4833853,1.4802034,-0.0031819
63,0.92058814,0.94839925,"('unperceptive', 'insightful')",0.9205881,0.9483992,0.0278111
64,-5.835218,-5.755384,"('shy', 'confident')",-5.835218,-5.755384,0.079834
65,0.7928405,0.7218778,"('insecure', 'secure')",0.7928405,0.7218778,-0.0709627
66,-0.100345664,-0.073473975,"('inactive', 'active')",-0.1003457,-0.073474,0.0268717
67,-0.6443334,-0.53651565,"('doubtful', 'determined')",-0.6443334,-0.5365157,0.1078177
68,-0.18418801,-0.22198212,"('dependent', 'independent')",-0.184188,-0.2219821,-0.0377941
69,-1.5618346,-1.528161,"('lazy', 'industrious')",-1.5618346,-1.528161,0.0336736
70,1.6158847,1.608053,"('lethargic', 'energetic')",1.6158847,1.608053,-0.0078317
71,0.7882708,0.82978475,"('diffident', 'self-confident')",0.7882708,0.8297848,0.041514
72,1.0187322,1.0531468,"('unambitious', 'ambitious')",1.0187322,1.0531468,0.0344146
73,-2.9421146,-2.9166996,"('helpless', 'self-reliant')",-2.9421146,-2.9166996,0.025415
74,-0.031492293,-0.10305955,"('undedicated', 'dedicated')",-0.0314923,-0.1030596,-0.0715673
75,-0.6453273,-0.49238762,"('meek', 'impulsive')",-0.6453273,-0.4923876,0.1529397
76,0.8713651,0.81530815,"('anxious', 'daring')",0.8713651,0.8153082,-0.0560569
77,-0.97300285,-0.9291661,"('unmotivated', 'motivated')",-0.9730029,-0.9291661,0.0438368
78,-0.31299174,-0.37052068,"('nonresilient', 'resilient')",-0.3129917,-0.3705207,-0.057529
79,-0.19657736,-0.091420606,"('wavering', 'unwavering')",-0.1965774,-0.0914206,0.1051568
80,-0.08685601,-0.10261309,"('dominated', 'dominating')",-0.086856,-0.1026131,-0.0157571
81,0.1309588,0.22067152,"('submissive', 'aggressive')",0.1309588,0.2206715,0.0897127
82,6.770861,6.862303,"('poor', 'rich')",6.7708611,6.8623028,0.0914417
83,-0.3997341,-0.3454294,"('powerless', 'powerful')",-0.3997341,-0.3454294,0.0543047
84,0.055608407,0.11475924,"('inferior', 'superior')",0.0556084,0.1147592,0.0591508
85,-1.1437697,-1.1559248,"('insignificant', 'prestigious')",-1.1437697,-1.1559248,-0.0121551
86,0.50804114,0.5493649,"('uninfluential', 'influential')",0.5080411,0.5493649,0.0413238
87,0.086277574,0.18960792,"('unsuccessful', 'successful')",0.0862776,0.1896079,0.1033303
88,0.16072617,0.25864422,"('low', 'eminent')",0.1607262,0.2586442,0.097918
