,weyerhaeuser_male,weyerhaeuser_female,tuple,co_male,co_female,average_male,average_female,female-male
33,1.2404641,1.1423488,"('wrong', 'right')",-0.583845,-0.53904194,0.3283095,0.3016534,-0.0266561
34,-0.5331163,-0.43258712,"('mean', 'honorable')",5.428775,5.489131,2.4478292,2.5282719,0.0804427
35,2.8173974,2.8313963,"('corrupt', 'incorrupt')",-0.5138888,-0.59653115,1.1517543,1.1174326,-0.0343217
36,1.1779689,1.1491436,"('hostile', 'amicable')",-0.11084196,-0.3301563,0.5335634,0.4094936,-0.1240698
37,-0.027518518,-0.011968315,"('fake', 'genuine')",0.049408875,0.10518307,0.0109452,0.0466074,0.0356622
38,-0.57691413,-0.66922903,"('untruthful', 'truthful')",0.17039245,0.21895519,-0.2032608,-0.2251369,-0.0218761
39,0.4434814,0.46977112,"('exploitative', 'cooperative')",0.83121467,0.9332762,0.6373481,0.7015237,0.0641756
40,0.4019151,0.37238973,"('stingy', 'generous')",-2.186155,-2.2381127,-0.89212,-0.9328614,-0.0407414
41,-1.189653,-1.2678077,"('unforgiving', 'forgiving')",0.25284883,0.19192865,-0.4684021,-0.5379395,-0.0695374
42,0.08789867,0.14735784,"('unreliable', 'reliable')",-3.2824888,-3.1618698,-1.597295,-1.5072559,0.0900391
43,-1.0528198,-1.0804904,"('irresponsible', 'responsible')",0.83710057,0.94334435,-0.1078596,-0.068573,0.0392866
44,-0.17739838,-0.07359513,"('prejudiced', 'unprejudiced')",-1.7087578,-1.6146154,-0.943078,-0.8441053,0.0989727
45,-1.6600103,-1.7201942,"('incompetent', 'competent')",-0.2771347,-0.32615617,-0.9685725,-1.0231752,-0.0546027
46,-1.8958622,-1.9259917,"('uncompetitive', 'competitive')",-0.7535499,-0.74404365,-1.3247061,-1.3350177,-0.0103116
47,0.022281425,0.06443256,"('stupid', 'smart')",5.228249,5.257004,2.6252654,2.6607182,0.0354528
48,-2.031898,-2.1081462,"('unintelligent', 'intelligent')",0.06973595,0.039687444,-0.981081,-1.0342294,-0.0531484
49,-1.0677624,-1.0309464,"('unable', 'able')",-0.95507175,-0.8801972,-1.011417,-0.9555718,0.0558452
50,1.0044259,0.99694335,"('clumsy', 'skillful')",-0.24385422,-0.31491998,0.3802858,0.3410117,-0.0392741
51,-1.1162207,-1.1921455,"('uneducated', 'educated')",0.37515724,0.21783444,-0.3705317,-0.4871555,-0.1166238
52,1.0317254,0.9616929,"('irrational', 'rational')",-0.1530123,-0.19300331,0.4393566,0.3843448,-0.0550118
53,-0.89671737,-0.9812523,"('uncreative', 'creative')",0.6141044,0.5612521,-0.1413065,-0.2100001,-0.0686936
54,0.256258,0.21618591,"('incapable', 'capable')",0.73443633,0.6926792,0.4953472,0.4544326,-0.0409146
55,-2.3399699,-2.400834,"('incompetent', 'clever')",0.16842403,0.22643125,-1.0857729,-1.0872014,-0.0014285
56,-0.54362065,-0.58494705,"('impractical', 'practical')",0.11223024,0.16235766,-0.2156952,-0.2112947,0.0044005
57,-2.1979923,-2.292466,"('unimaginative', 'imaginative')",-3.4936585,-3.5066338,-2.8458254,-2.89955,-0.0537246
58,-0.714019,-0.81176823,"('undiscriminating', 'discriminating')",0.34303975,0.34399194,-0.1854896,-0.2338881,-0.0483985
59,2.2658424,2.2522094,"('foolish', 'wise')",0.14983499,0.13814512,1.2078388,1.1951773,-0.0126615
60,-1.8729099,-1.8413354,"('inefficient', 'efficient')",0.22770724,0.5037675,-0.8226013,-0.668784,0.1538173
61,-1.0165368,-1.123878,"('illogical', 'logical')",0.0497502,-0.0071609267,-0.4833933,-0.5655195,-0.0821262
62,-1.7547536,-1.7533796,"('incompetent', 'brilliant')",0.028213974,0.21991551,-0.8632698,-0.766732,0.0965378
63,-1.1127995,-1.1507053,"('unperceptive', 'insightful')",0.20467874,0.29476863,-0.4540604,-0.4279684,0.026092
64,0.03998642,0.01053731,"('shy', 'confident')",-6.1711955,-6.0129814,-3.0656044,-3.0012221,0.0643823
65,-1.6253245,-1.6247517,"('insecure', 'secure')",0.20782167,0.23283778,-0.7087514,-0.6959569,0.0127945
66,0.8436978,0.86257666,"('inactive', 'active')",0.3471492,0.2649906,0.5954235,0.5637836,-0.0316399
67,0.31966373,0.28746995,"('doubtful', 'determined')",0.063264616,0.08991613,0.1914642,0.188693,-0.0027712
68,-1.0724263,-1.0462552,"('dependent', 'independent')",-1.5778515,-1.5671611,-1.3251389,-1.3067081,0.0184308
69,2.8451421,2.905331,"('lazy', 'industrious')",-0.75929105,-0.7338604,1.0429256,1.0857353,0.0428097
70,-1.0403552,-0.99279547,"('lethargic', 'energetic')",0.06858635,0.091937155,-0.4858844,-0.4504291,0.0354553
71,0.9470487,0.9230981,"('diffident', 'self-confident')",0.28238693,0.30560026,0.6147178,0.6143492,-0.0003686
72,-1.0297449,-1.0884087,"('unambitious', 'ambitious')",-0.39561647,-0.299775,-0.7126807,-0.6940919,0.0185888
73,1.4563301,1.4713361,"('helpless', 'self-reliant')",-3.5924716,-3.4613755,-1.0680708,-0.9950197,0.0730511
74,0.252689,0.21379815,"('undedicated', 'dedicated')",0.267388,0.25236675,0.2600385,0.2330824,-0.0269561
75,0.63345957,0.655068,"('meek', 'impulsive')",-0.7770944,-0.7218382,-0.0718174,-0.0333851,0.0384323
76,-1.7190365,-1.6826308,"('anxious', 'daring')",-0.18440689,-0.046588656,-0.9517217,-0.8646097,0.087112
77,-0.91951305,-0.95275706,"('unmotivated', 'motivated')",-0.81335336,-0.6791633,-0.8664332,-0.8159602,0.050473
78,-0.14114276,-0.16962312,"('nonresilient', 'resilient')",0.07003552,0.11902529,-0.0355536,-0.0252989,0.0102547
79,1.528603,1.504333,"('wavering', 'unwavering')",-0.34474304,-0.38510087,0.59193,0.5596161,-0.0323139
80,-0.3396982,-0.3176393,"('dominated', 'dominating')",-0.66534346,-0.5649591,-0.5025208,-0.4412992,0.0612216
81,-1.5562735,-1.5690207,"('submissive', 'aggressive')",-0.785405,-0.7573328,-1.1708392,-1.1631768,0.0076624
82,-1.449628,-1.4621606,"('poor', 'rich')",5.637169,5.4971066,2.0937705,2.017473,-0.0762975
83,-0.19022532,-0.25215435,"('powerless', 'powerful')",-1.0287871,-1.0451943,-0.6095062,-0.6486743,-0.0391681
84,0.4149327,0.3899294,"('inferior', 'superior')",0.6772869,0.661379,0.5461098,0.5256542,-0.0204556
85,1.9328914,1.9680456,"('insignificant', 'prestigious')",-0.3604467,-0.45780545,0.7862223,0.75512,-0.0311023
86,-2.094249,-2.2491114,"('uninfluential', 'influential')",-0.38481104,-0.5522536,-1.2395301,-1.4006824,-0.1611523
87,-0.08157499,-0.10556936,"('unsuccessful', 'successful')",0.46115687,0.42853725,0.1897909,0.1614839,-0.028307
88,-0.69165736,-0.72825766,"('low', 'eminent')",-0.51081246,-0.63517386,-0.6012349,-0.6817157,-0.0804808
