,dock_male,dock_female,tuple,average_male,average_female,female-male
72,0.36613324,0.39731988,"('unambitious', 'ambitious')",0.3661332,0.3973199,0.0311867
73,-3.3750372,-3.3988063,"('helpless', 'self-reliant')",-3.3750372,-3.3988063,-0.0237691
74,0.35801235,0.3047915,"('undedicated', 'dedicated')",0.3580123,0.3047915,-0.0532208
75,-1.0208229,-0.95922405,"('meek', 'impulsive')",-1.0208229,-0.959224,0.0615989
76,-0.61892277,-0.47939488,"('anxious', 'daring')",-0.6189228,-0.4793949,0.1395279
77,-1.59476,-1.3584528,"('unmotivated', 'motivated')",-1.5947599,-1.3584528,0.2363071
78,-0.39595583,-0.4470448,"('nonresilient', 'resilient')",-0.3959558,-0.4470448,-0.051089
79,0.056456055,0.023779713,"('wavering', 'unwavering')",0.0564561,0.0237797,-0.0326764
80,-0.38110283,-0.38265067,"('dominated', 'dominating')",-0.3811028,-0.3826507,-0.0015479
81,-0.9618365,-0.7450459,"('submissive', 'aggressive')",-0.9618365,-0.7450459,0.2167906
82,5.120338,5.2939143,"('poor', 'rich')",5.120338,5.2939143,0.1735763
83,-0.66878664,-0.5872648,"('powerless', 'powerful')",-0.6687866,-0.5872648,0.0815218
84,0.16939665,0.22017431,"('inferior', 'superior')",0.1693967,0.2201743,0.0507776
85,0.04386003,-0.112482265,"('insignificant', 'prestigious')",0.04386,-0.1124823,-0.1563423
86,0.5849962,0.55064714,"('uninfluential', 'influential')",0.5849962,0.5506471,-0.0343491
87,-0.13816637,-0.14426191,"('unsuccessful', 'successful')",-0.1381664,-0.1442619,-0.0060955
88,-0.16727982,-0.19189698,"('low', 'eminent')",-0.1672798,-0.191897,-0.0246172
