,basketball_male,basketball_female,tuple,average_male,average_female,female-male
38,-0.14328024,-0.13805255,"('untruthful', 'truthful')",-0.1432802,-0.1380526,0.0052276
39,0.46144247,0.40952533,"('exploitative', 'cooperative')",0.4614425,0.4095253,-0.0519172
40,-1.6673704,-1.699698,"('stingy', 'generous')",-1.6673704,-1.699698,-0.0323276
41,0.22892883,0.15771735,"('unforgiving', 'forgiving')",0.2289288,0.1577173,-0.0712115
42,-2.1701064,-2.0707448,"('unreliable', 'reliable')",-2.1701064,-2.0707448,0.0993616
43,1.4889416,1.518112,"('irresponsible', 'responsible')",1.4889416,1.5181119,0.0291703
44,-0.98560464,-0.97768706,"('prejudiced', 'unprejudiced')",-0.9856046,-0.9776871,0.0079175
45,-0.02599434,-0.10100819,"('incompetent', 'competent')",-0.0259943,-0.1010082,-0.0750139
46,-0.52812284,-0.57230496,"('uncompetitive', 'competitive')",-0.5281228,-0.572305,-0.0441822
47,5.0511293,5.1904707,"('stupid', 'smart')",5.0511293,5.1904707,0.1393414
48,0.7979576,0.71529543,"('unintelligent', 'intelligent')",0.7979576,0.7152954,-0.0826622
49,-0.35490274,-0.26479268,"('unable', 'able')",-0.3549027,-0.2647927,0.09011
50,-0.5337307,-0.46734777,"('clumsy', 'skillful')",-0.5337307,-0.4673478,0.0663829
51,-0.102991134,-0.20955975,"('uneducated', 'educated')",-0.1029911,-0.2095598,-0.1065687
52,-0.164628,-0.2654155,"('irrational', 'rational')",-0.164628,-0.2654155,-0.1007875
53,0.044151466,0.07260459,"('uncreative', 'creative')",0.0441515,0.0726046,0.0284531
54,0.86118835,0.92256075,"('incapable', 'capable')",0.8611884,0.9225608,0.0613724
55,0.7019266,0.6403348,"('incompetent', 'clever')",0.7019266,0.6403348,-0.0615918
56,0.7169519,0.6672493,"('impractical', 'practical')",0.7169519,0.6672493,-0.0497026
57,-2.6316009,-2.657426,"('unimaginative', 'imaginative')",-2.6316009,-2.6574261,-0.0258252
58,-0.29013538,-0.31813103,"('undiscriminating', 'discriminating')",-0.2901354,-0.318131,-0.0279956
59,-0.1236195,-0.091817714,"('foolish', 'wise')",-0.1236195,-0.0918177,0.0318018
60,0.592759,0.680255,"('inefficient', 'efficient')",0.592759,0.680255,0.087496
61,0.7002593,0.45077512,"('illogical', 'logical')",0.7002593,0.4507751,-0.2494842
62,0.8552636,0.93709445,"('incompetent', 'brilliant')",0.8552636,0.9370944,0.0818308
63,0.4521409,0.45869136,"('unperceptive', 'insightful')",0.4521409,0.4586914,0.0065505
64,-6.224006,-6.2012677,"('shy', 'confident')",-6.2240062,-6.2012677,0.0227385
65,0.83538973,0.8403471,"('insecure', 'secure')",0.8353897,0.8403471,0.0049574
66,-0.024527948,-0.092598125,"('inactive', 'active')",-0.0245279,-0.0925981,-0.0680702
67,-0.56233585,-0.5542581,"('doubtful', 'determined')",-0.5623358,-0.5542581,0.0080777
68,-0.78539413,-0.8554498,"('dependent', 'independent')",-0.7853941,-0.8554498,-0.0700557
69,-2.0575914,-2.0401978,"('lazy', 'industrious')",-2.0575914,-2.0401978,0.0173936
70,1.3552847,1.2868426,"('lethargic', 'energetic')",1.3552847,1.2868426,-0.0684421
71,0.5536261,0.5905306,"('diffident', 'self-confident')",0.5536261,0.5905306,0.0369045
72,0.51116264,0.65593046,"('unambitious', 'ambitious')",0.5111626,0.6559305,0.1447679
73,-3.3106868,-3.221474,"('helpless', 'self-reliant')",-3.3106868,-3.2214739,0.0892129
74,-0.0024735872,-0.023088956,"('undedicated', 'dedicated')",-0.0024736,-0.023089,-0.0206154
75,-1.229131,-1.0758075,"('meek', 'impulsive')",-1.229131,-1.0758075,0.1533235
76,0.8587879,0.86357194,"('anxious', 'daring')",0.8587879,0.8635719,0.004784
77,-1.3090863,-1.2735991,"('unmotivated', 'motivated')",-1.3090863,-1.2735991,0.0354872
78,-0.58236647,-0.52294356,"('nonresilient', 'resilient')",-0.5823665,-0.5229436,0.0594229
79,-0.48436722,-0.4578512,"('wavering', 'unwavering')",-0.4843672,-0.4578512,0.026516
80,0.05353822,-0.10752774,"('dominated', 'dominating')",0.0535382,-0.1075277,-0.1610659
81,0.28530005,0.26454717,"('submissive', 'aggressive')",0.2853,0.2645472,-0.0207528
82,5.8529186,5.970383,"('poor', 'rich')",5.8529186,5.9703832,0.1174646
83,-0.58211553,-0.5899608,"('powerless', 'powerful')",-0.5821155,-0.5899608,-0.0078453
84,0.3099122,0.26960602,"('inferior', 'superior')",0.3099122,0.269606,-0.0403062
85,-1.1650935,-1.1457169,"('insignificant', 'prestigious')",-1.1650935,-1.1457169,0.0193766
86,0.27417082,0.10764986,"('uninfluential', 'influential')",0.2741708,0.1076499,-0.1665209
87,0.041016594,-0.018916473,"('unsuccessful', 'successful')",0.0410166,-0.0189165,-0.0599331
88,-0.19454935,-0.17980744,"('low', 'eminent')",-0.1945494,-0.1798074,0.014742
