,spokesman_male,spokesman_female,tuple,average_male,average_female,female-male
28,1.1091739,1.0208874,"('disloyal', 'loyal')",1.1091739,1.0208874,-0.0882865
29,-0.22195312,-0.35349768,"('unfair', 'fair')",-0.2219531,-0.3534977,-0.1315446
30,1.6423483,1.6663772,"('intolerant', 'tolerant')",1.6423483,1.6663772,0.0240289
31,-2.372559,-2.236956,"('evil', 'good')",-2.3725591,-2.2369559,0.1356032
32,1.3669276,1.233891,"('unkind', 'kind')",1.3669276,1.233891,-0.1330366
33,-1.1691953,-1.1381136,"('wrong', 'right')",-1.1691953,-1.1381136,0.0310817
34,4.2019067,4.3373203,"('mean', 'honorable')",4.2019067,4.3373203,0.1354136
35,-1.8282956,-1.972852,"('corrupt', 'incorrupt')",-1.8282956,-1.972852,-0.1445564
36,-1.8117951,-1.8618617,"('hostile', 'amicable')",-1.8117951,-1.8618617,-0.0500666
37,1.1064931,1.0258491,"('fake', 'genuine')",1.1064931,1.0258491,-0.080644
38,-0.20077145,-0.29557785,"('untruthful', 'truthful')",-0.2007715,-0.2955779,-0.0948064
39,0.30869824,0.27570695,"('exploitative', 'cooperative')",0.3086982,0.2757069,-0.0329913
40,-1.6269294,-1.6178172,"('stingy', 'generous')",-1.6269294,-1.6178172,0.0091122
41,0.38395914,0.30663335,"('unforgiving', 'forgiving')",0.3839591,0.3066334,-0.0773257
42,-1.5506731,-1.4321823,"('unreliable', 'reliable')",-1.5506731,-1.4321823,0.1184908
43,2.2325823,2.2193596,"('irresponsible', 'responsible')",2.2325823,2.2193596,-0.0132227
44,-1.0333598,-1.0012864,"('prejudiced', 'unprejudiced')",-1.0333598,-1.0012864,0.0320734
45,0.99927044,0.81025773,"('incompetent', 'competent')",0.9992704,0.8102577,-0.1890127
46,0.5544787,0.3822813,"('uncompetitive', 'competitive')",0.5544787,0.3822813,-0.1721974
47,5.345017,5.4069347,"('stupid', 'smart')",5.345017,5.4069347,0.0619177
48,1.3612887,1.2977884,"('unintelligent', 'intelligent')",1.3612887,1.2977884,-0.0635003
49,-0.1300708,-0.04017625,"('unable', 'able')",-0.1300708,-0.0401763,0.0898945
50,-0.7287367,-0.6537899,"('clumsy', 'skillful')",-0.7287367,-0.6537899,0.0749468
51,0.78551537,0.6786115,"('uneducated', 'educated')",0.7855154,0.6786115,-0.1069039
52,-1.192497,-1.1882665,"('irrational', 'rational')",-1.192497,-1.1882665,0.0042305
53,-0.34653014,-0.264139,"('uncreative', 'creative')",-0.3465301,-0.264139,0.0823911
54,0.61696285,0.69552785,"('incapable', 'capable')",0.6169629,0.6955279,0.078565
55,1.9992062,1.8653523,"('incompetent', 'clever')",1.9992062,1.8653523,-0.1338539
56,1.443816,1.3682346,"('impractical', 'practical')",1.4438159,1.3682346,-0.0755813
57,-2.1992896,-2.176564,"('unimaginative', 'imaginative')",-2.1992896,-2.176564,0.0227256
58,-0.022144824,0.016412418,"('undiscriminating', 'discriminating')",-0.0221448,0.0164124,0.0385572
59,-0.79278815,-0.6392406,"('foolish', 'wise')",-0.7927881,-0.6392406,0.1535475
60,1.9145778,1.864107,"('inefficient', 'efficient')",1.9145778,1.864107,-0.0504708
61,0.8587273,0.6004181,"('illogical', 'logical')",0.8587273,0.6004181,-0.2583092
62,1.5999367,1.6261874,"('incompetent', 'brilliant')",1.5999367,1.6261874,0.0262507
63,0.8681667,0.8292103,"('unperceptive', 'insightful')",0.8681667,0.8292103,-0.0389564
64,-5.0926957,-5.124783,"('shy', 'confident')",-5.0926957,-5.124783,-0.0320873
65,1.6644537,1.64671,"('insecure', 'secure')",1.6644537,1.64671,-0.0177437
66,-0.37724358,-0.454643,"('inactive', 'active')",-0.3772436,-0.454643,-0.0773994
67,-0.41196036,-0.3379376,"('doubtful', 'determined')",-0.4119604,-0.3379376,0.0740228
68,-0.48281527,-0.5098171,"('dependent', 'independent')",-0.4828153,-0.5098171,-0.0270018
69,-2.5897665,-2.5455341,"('lazy', 'industrious')",-2.5897665,-2.5455341,0.0442324
70,2.314259,2.1850855,"('lethargic', 'energetic')",2.3142591,2.1850855,-0.1291736
71,-0.15131564,-0.0073241815,"('diffident', 'self-confident')",-0.1513156,-0.0073242,0.1439914
72,0.91390896,1.1452565,"('unambitious', 'ambitious')",0.913909,1.1452565,0.2313475
73,-3.0579758,-2.8988657,"('helpless', 'self-reliant')",-3.0579758,-2.8988657,0.1591101
74,0.008214664,-0.020846084,"('undedicated', 'dedicated')",0.0082147,-0.0208461,-0.0290608
75,-1.5443822,-1.3544908,"('meek', 'impulsive')",-1.5443822,-1.3544908,0.1898914
76,1.5103451,1.5398262,"('anxious', 'daring')",1.5103451,1.5398262,0.0294811
77,-0.2843733,-0.37764877,"('unmotivated', 'motivated')",-0.2843733,-0.3776488,-0.0932755
78,-0.6689506,-0.6898145,"('nonresilient', 'resilient')",-0.6689506,-0.6898145,-0.0208639
79,-1.022825,-0.93603545,"('wavering', 'unwavering')",-1.022825,-0.9360355,0.0867895
80,1.1394293,0.9118037,"('dominated', 'dominating')",1.1394293,0.9118037,-0.2276256
81,1.1352469,1.0923136,"('submissive', 'aggressive')",1.1352469,1.0923136,-0.0429333
82,5.9162874,6.047811,"('poor', 'rich')",5.9162874,6.047811,0.1315236
83,-0.16861045,-0.20279807,"('powerless', 'powerful')",-0.1686105,-0.2027981,-0.0341876
84,0.34109065,0.4646433,"('inferior', 'superior')",0.3410906,0.4646433,0.1235527
85,-2.2428913,-2.1369448,"('insignificant', 'prestigious')",-2.2428913,-2.1369448,0.1059465
86,0.88260645,0.7144558,"('uninfluential', 'influential')",0.8826064,0.7144558,-0.1681506
87,-0.029716525,-0.029272705,"('unsuccessful', 'successful')",-0.0297165,-0.0292727,0.0004438
88,-0.01148998,0.04685521,"('low', 'eminent')",-0.01149,0.0468552,0.0583452
