,brush_male,brush_female,tuple,average_male,average_female,female-male
70,1.0201098,0.9706033,"('lethargic', 'energetic')",1.0201098,0.9706033,-0.0495065
71,0.6497529,0.5703128,"('diffident', 'self-confident')",0.6497529,0.5703128,-0.0794401
72,0.7117971,0.786558,"('unambitious', 'ambitious')",0.7117971,0.786558,0.0747609
73,-3.4337225,-3.4015996,"('helpless', 'self-reliant')",-3.4337225,-3.4015996,0.0321229
74,0.19234864,0.042603076,"('undedicated', 'dedicated')",0.1923486,0.0426031,-0.1497455
75,-1.1925275,-1.1350352,"('meek', 'impulsive')",-1.1925275,-1.1350352,0.0574923
76,0.4848497,0.56878835,"('anxious', 'daring')",0.4848497,0.5687883,0.0839386
77,-1.2256902,-1.0490874,"('unmotivated', 'motivated')",-1.2256902,-1.0490874,0.1766028
78,-0.3134942,-0.38726023,"('nonresilient', 'resilient')",-0.3134942,-0.3872602,-0.073766
79,-0.687906,-0.6362659,"('wavering', 'unwavering')",-0.687906,-0.6362659,0.0516401
80,-0.33993116,-0.40634924,"('dominated', 'dominating')",-0.3399312,-0.4063492,-0.066418
81,-0.25904027,-0.12124406,"('submissive', 'aggressive')",-0.2590403,-0.1212441,0.1377962
82,6.255115,6.4431067,"('poor', 'rich')",6.255115,6.4431067,0.1879917
83,-0.60113525,-0.5843891,"('powerless', 'powerful')",-0.6011353,-0.5843891,0.0167462
84,0.21523759,0.21658981,"('inferior', 'superior')",0.2152376,0.2165898,0.0013522
85,-0.7874615,-0.8220427,"('insignificant', 'prestigious')",-0.7874615,-0.8220427,-0.0345812
86,0.6092303,0.46759468,"('uninfluential', 'influential')",0.6092303,0.4675947,-0.1416356
87,-0.088000834,-0.102724716,"('unsuccessful', 'successful')",-0.0880008,-0.1027247,-0.0147239
88,0.13150471,0.16352706,"('low', 'eminent')",0.1315047,0.1635271,0.0320224
