,destroyer_male,destroyer_female,tuple,average_male,average_female,female-male
75,-1.0036495,-0.8246988,"('meek', 'impulsive')",-1.0036495,-0.8246988,0.1789507
76,0.90119094,0.8767532,"('anxious', 'daring')",0.9011909,0.8767532,-0.0244377
77,-0.7275709,-0.6850506,"('unmotivated', 'motivated')",-0.7275709,-0.6850506,0.0425203
78,-0.6020797,-0.62865174,"('nonresilient', 'resilient')",-0.6020797,-0.6286517,-0.026572
79,-0.55453455,-0.45750776,"('wavering', 'unwavering')",-0.5545346,-0.4575078,0.0970268
80,0.1378051,-0.016939294,"('dominated', 'dominating')",0.1378051,-0.0169393,-0.1547444
81,0.54978037,0.5636432,"('submissive', 'aggressive')",0.5497804,0.5636432,0.0138628
82,6.55456,6.787114,"('poor', 'rich')",6.5545602,6.7871141,0.2325539
83,-0.055633448,-0.060045607,"('powerless', 'powerful')",-0.0556334,-0.0600456,-0.0044122
84,0.5512189,0.5507073,"('inferior', 'superior')",0.5512189,0.5507073,-0.0005116
85,-1.1363353,-1.2284799,"('insignificant', 'prestigious')",-1.1363353,-1.2284799,-0.0921446
86,0.88971525,0.8179962,"('uninfluential', 'influential')",0.8897153,0.8179962,-0.0717191
87,0.23321417,0.20000386,"('unsuccessful', 'successful')",0.2332142,0.2000039,-0.0332103
88,0.2010386,0.12977444,"('low', 'eminent')",0.2010386,0.1297744,-0.0712642
