,oleo_male,oleo_female,tuple,average_male,average_female,female-male
21,0.5059889,0.44128618,"('immoral', 'moral')",0.5059889,0.4412862,-0.0647027
22,-0.7154508,-0.772566,"('untrustworthy', 'trustworthy')",-0.7154508,-0.772566,-0.0571152
23,2.3638113,2.3696864,"('insincere', 'sincere')",2.3638113,2.3696864,0.0058751
24,0.3752998,0.3511234,"('dishonest', 'honest')",0.3752998,0.3511234,-0.0241764
25,-0.027538791,0.029437304,"('egoistic', 'altruistic')",-0.0275388,0.0294373,0.0569761
26,0.82894695,0.7296355,"('hardhearted', 'benevolent')",0.8289469,0.7296355,-0.0993114
27,0.11897174,0.16468209,"('hardhearted', 'softhearted')",0.1189717,0.1646821,0.0457104
28,0.4172164,0.2195195,"('disloyal', 'loyal')",0.4172164,0.2195195,-0.1976969
29,-1.322325,-1.3391618,"('unfair', 'fair')",-1.322325,-1.3391618,-0.0168368
30,0.7414595,0.6578211,"('intolerant', 'tolerant')",0.7414595,0.6578211,-0.0836384
31,-1.4064211,-1.2016274,"('evil', 'good')",-1.4064211,-1.2016274,0.2047937
32,0.757645,0.55750597,"('unkind', 'kind')",0.757645,0.557506,-0.200139
33,-0.18891782,-0.27163652,"('wrong', 'right')",-0.1889178,-0.2716365,-0.0827187
34,2.0774727,2.3470297,"('mean', 'honorable')",2.0774727,2.3470297,0.269557
35,-0.7747861,-0.80908704,"('corrupt', 'incorrupt')",-0.7747861,-0.809087,-0.0343009
36,-0.61852014,-0.6131661,"('hostile', 'amicable')",-0.6185201,-0.6131661,0.005354
37,-0.09679902,-0.12432039,"('fake', 'genuine')",-0.096799,-0.1243204,-0.0275214
38,0.09096207,0.09015122,"('untruthful', 'truthful')",0.0909621,0.0901512,-0.0008109
39,0.08467797,0.053579554,"('exploitative', 'cooperative')",0.084678,0.0535796,-0.0310984
40,-1.046284,-1.0401946,"('stingy', 'generous')",-1.046284,-1.0401946,0.0060894
41,0.16695726,0.17719556,"('unforgiving', 'forgiving')",0.1669573,0.1771956,0.0102383
42,-1.4190252,-1.452144,"('unreliable', 'reliable')",-1.4190252,-1.452144,-0.0331188
43,0.14291023,0.1852621,"('irresponsible', 'responsible')",0.1429102,0.1852621,0.0423519
44,-0.8660495,-0.93280673,"('prejudiced', 'unprejudiced')",-0.8660495,-0.9328067,-0.0667572
45,-0.24088898,-0.2071657,"('incompetent', 'competent')",-0.240889,-0.2071657,0.0337233
46,-0.06337893,-0.2301006,"('uncompetitive', 'competitive')",-0.0633789,-0.2301006,-0.1667217
47,1.634692,1.8448334,"('stupid', 'smart')",1.634692,1.8448334,0.2101414
48,0.13907427,0.14742461,"('unintelligent', 'intelligent')",0.1390743,0.1474246,0.0083503
49,-0.20340547,-0.10107237,"('unable', 'able')",-0.2034055,-0.1010724,0.1023331
50,-0.05814239,-0.14839202,"('clumsy', 'skillful')",-0.0581424,-0.148392,-0.0902496
51,0.06282664,-0.037519272,"('uneducated', 'educated')",0.0628266,-0.0375193,-0.1003459
52,-0.53221625,-0.5309005,"('irrational', 'rational')",-0.5322163,-0.5309005,0.0013158
53,-0.929427,-0.89208114,"('uncreative', 'creative')",-0.929427,-0.8920811,0.0373459
54,0.22020313,0.2306677,"('incapable', 'capable')",0.2202031,0.2306677,0.0104646
55,-0.082656115,-0.09686511,"('incompetent', 'clever')",-0.0826561,-0.0968651,-0.014209
56,0.6924979,0.60897326,"('impractical', 'practical')",0.6924979,0.6089733,-0.0835246
57,-1.5627735,-1.708667,"('unimaginative', 'imaginative')",-1.5627735,-1.708667,-0.1458935
58,-0.00014732406,-0.0559061,"('undiscriminating', 'discriminating')",-0.0001473,-0.0559061,-0.0557588
59,-0.31677738,-0.20957738,"('foolish', 'wise')",-0.3167774,-0.2095774,0.1072
60,0.2844383,0.26983872,"('inefficient', 'efficient')",0.2844383,0.2698387,-0.0145996
61,-0.0985773,-0.21323209,"('illogical', 'logical')",-0.0985773,-0.2132321,-0.1146548
62,0.51292145,0.6047129,"('incompetent', 'brilliant')",0.5129215,0.6047129,0.0917914
63,0.35082474,0.36997426,"('unperceptive', 'insightful')",0.3508247,0.3699743,0.0191496
64,-2.82762,-2.98737,"('shy', 'confident')",-2.82762,-2.98737,-0.15975
65,-0.26784018,-0.35391626,"('insecure', 'secure')",-0.2678402,-0.3539163,-0.0860761
66,-0.93137306,-0.9209394,"('inactive', 'active')",-0.9313731,-0.9209394,0.0104337
67,0.21535926,0.16280268,"('doubtful', 'determined')",0.2153593,0.1628027,-0.0525566
68,-0.61617875,-0.6565251,"('dependent', 'independent')",-0.6161788,-0.6565251,-0.0403463
69,-0.69902176,-0.6278004,"('lazy', 'industrious')",-0.6990218,-0.6278004,0.0712214
70,0.27725407,0.26520902,"('lethargic', 'energetic')",0.2772541,0.265209,-0.0120451
71,-0.007962219,-0.0416865,"('diffident', 'self-confident')",-0.0079622,-0.0416865,-0.0337243
72,-0.293134,-0.24467608,"('unambitious', 'ambitious')",-0.293134,-0.2446761,0.0484579
73,-0.8763345,-0.96323395,"('helpless', 'self-reliant')",-0.8763345,-0.9632339,-0.0868994
74,0.4789239,0.4064777,"('undedicated', 'dedicated')",0.4789239,0.4064777,-0.0724462
75,-0.39117852,-0.3134081,"('meek', 'impulsive')",-0.3911785,-0.3134081,0.0777704
76,0.10220086,0.117867246,"('anxious', 'daring')",0.1022009,0.1178672,0.0156663
77,-1.0085409,-0.96244097,"('unmotivated', 'motivated')",-1.0085409,-0.962441,0.0460999
78,-0.25552428,-0.26554102,"('nonresilient', 'resilient')",-0.2555243,-0.265541,-0.0100167
79,-0.308829,-0.17344669,"('wavering', 'unwavering')",-0.308829,-0.1734467,0.1353823
80,-0.08082652,-0.15267615,"('dominated', 'dominating')",-0.0808265,-0.1526762,-0.0718497
81,0.1856014,0.15961766,"('submissive', 'aggressive')",0.1856014,0.1596177,-0.0259837
82,2.43823,2.549009,"('poor', 'rich')",2.43823,2.5490091,0.1107791
83,-0.61960375,-0.7030696,"('powerless', 'powerful')",-0.6196038,-0.7030696,-0.0834658
84,-0.09414615,-0.1499855,"('inferior', 'superior')",-0.0941461,-0.1499855,-0.0558394
85,-0.40173933,-0.32688195,"('insignificant', 'prestigious')",-0.4017393,-0.3268819,0.0748574
86,-0.33983397,-0.47947112,"('uninfluential', 'influential')",-0.339834,-0.4794711,-0.1396371
87,0.14477856,0.104858704,"('unsuccessful', 'successful')",0.1447786,0.1048587,-0.0399199
88,0.26341474,0.14998585,"('low', 'eminent')",0.2634147,0.1499858,-0.1134289
