,mention_male,mention_female,tuple,average_male,average_female,female-male
78,-0.9777274,-0.9741424,"('nonresilient', 'resilient')",-0.9777274,-0.9741424,0.003585
79,-0.380131,-0.364981,"('wavering', 'unwavering')",-0.380131,-0.364981,0.01515
80,-0.19149613,-0.25491306,"('dominated', 'dominating')",-0.1914961,-0.2549131,-0.063417
81,0.32509625,0.44684732,"('submissive', 'aggressive')",0.3250962,0.4468473,0.1217511
82,5.9650483,6.1300464,"('poor', 'rich')",5.9650483,6.1300464,0.1649981
83,-0.29794562,-0.28570247,"('powerless', 'powerful')",-0.2979456,-0.2857025,0.0122431
84,0.48806345,0.487153,"('inferior', 'superior')",0.4880635,0.487153,-0.0009105
85,-0.7877292,-0.97691196,"('insignificant', 'prestigious')",-0.7877292,-0.976912,-0.1891828
86,0.28928712,0.3096165,"('uninfluential', 'influential')",0.2892871,0.3096165,0.0203294
87,-0.7472249,-0.626652,"('unsuccessful', 'successful')",-0.7472249,-0.626652,0.1205729
88,0.2617944,0.20241924,"('low', 'eminent')",0.2617944,0.2024192,-0.0593752
