,immigration_male,immigration_female,tuple,average_male,average_female,female-male
77,-1.1528227,-1.0123641,"('unmotivated', 'motivated')",-1.1528227,-1.0123641,0.1404586
78,-0.46068236,-0.49565881,"('nonresilient', 'resilient')",-0.4606824,-0.4956588,-0.0349764
79,0.49848577,0.38693538,"('wavering', 'unwavering')",0.4984858,0.3869354,-0.1115504
80,-0.49578616,-0.42906788,"('dominated', 'dominating')",-0.4957862,-0.4290679,0.0667183
81,-0.46570083,-0.3767852,"('submissive', 'aggressive')",-0.4657008,-0.3767852,0.0889156
82,5.7868123,6.0420814,"('poor', 'rich')",5.7868123,6.0420814,0.2552691
83,-0.47458568,-0.52060294,"('powerless', 'powerful')",-0.4745857,-0.5206029,-0.0460172
84,-0.24330172,-0.14459446,"('inferior', 'superior')",-0.2433017,-0.1445945,0.0987072
85,0.2820203,-0.022581302,"('insignificant', 'prestigious')",0.2820203,-0.0225813,-0.3046016
86,0.4889664,0.46555042,"('uninfluential', 'influential')",0.4889664,0.4655504,-0.023416
87,-0.03367675,0.17968404,"('unsuccessful', 'successful')",-0.0336768,0.179684,0.2133608
88,0.05917243,0.09893389,"('low', 'eminent')",0.0591724,0.0989339,0.0397615
