,thief_male,thief_female,tuple,average_male,average_female,female-male
28,1.2945532,1.2889558,"('disloyal', 'loyal')",1.2945532,1.2889558,-0.0055974
29,-0.7467133,-0.77731615,"('unfair', 'fair')",-0.7467133,-0.7773162,-0.0306029
30,1.0263727,1.0951942,"('intolerant', 'tolerant')",1.0263727,1.0951942,0.0688215
31,-1.6461742,-1.5961355,"('evil', 'good')",-1.6461742,-1.5961355,0.0500387
32,1.4315021,1.3279654,"('unkind', 'kind')",1.4315021,1.3279654,-0.1035367
33,-0.30033985,-0.14535281,"('wrong', 'right')",-0.3003398,-0.1453528,0.154987
34,4.702014,5.009024,"('mean', 'honorable')",4.702014,5.0090241,0.3070101
35,-1.4350934,-1.4782387,"('corrupt', 'incorrupt')",-1.4350934,-1.4782387,-0.0431453
36,-1.3267246,-1.3532404,"('hostile', 'amicable')",-1.3267246,-1.3532404,-0.0265158
37,1.0965208,1.0520929,"('fake', 'genuine')",1.0965208,1.0520929,-0.0444279
38,0.04954817,0.22024108,"('untruthful', 'truthful')",0.0495482,0.2202411,0.1706929
39,0.016796757,0.027610939,"('exploitative', 'cooperative')",0.0167968,0.0276109,0.0108141
40,-0.893846,-1.0254866,"('stingy', 'generous')",-0.893846,-1.0254866,-0.1316406
41,-0.0913804,-0.16671278,"('unforgiving', 'forgiving')",-0.0913804,-0.1667128,-0.0753324
42,-2.098157,-2.0216913,"('unreliable', 'reliable')",-2.0981569,-2.0216913,0.0764656
43,1.2366723,1.367498,"('irresponsible', 'responsible')",1.2366723,1.367498,0.1308257
44,-1.6271272,-1.8758593,"('prejudiced', 'unprejudiced')",-1.6271272,-1.8758593,-0.2487321
45,0.32510996,0.42052814,"('incompetent', 'competent')",0.32511,0.4205281,0.0954181
46,-0.45413464,-0.3649398,"('uncompetitive', 'competitive')",-0.4541346,-0.3649398,0.0891948
47,4.9310284,5.104826,"('stupid', 'smart')",4.9310284,5.104826,0.1737976
48,0.58777833,0.58913755,"('unintelligent', 'intelligent')",0.5877783,0.5891376,0.0013593
49,0.15062682,0.4109725,"('unable', 'able')",0.1506268,0.4109725,0.2603457
50,-0.25464812,-0.19091612,"('clumsy', 'skillful')",-0.2546481,-0.1909161,0.063732
51,0.9603169,0.9570995,"('uneducated', 'educated')",0.9603169,0.9570995,-0.0032174
52,-0.426676,-0.41605377,"('irrational', 'rational')",-0.426676,-0.4160538,0.0106222
53,-0.13369331,-0.07506766,"('uncreative', 'creative')",-0.1336933,-0.0750677,0.0586256
54,1.0372723,1.3719987,"('incapable', 'capable')",1.0372723,1.3719987,0.3347264
55,1.2637796,1.3309296,"('incompetent', 'clever')",1.2637796,1.3309296,0.06715
56,0.6948532,0.9152804,"('impractical', 'practical')",0.6948532,0.9152804,0.2204272
57,-2.0418952,-2.04199,"('unimaginative', 'imaginative')",-2.0418952,-2.04199,-9.48e-05
58,0.2310523,0.2115334,"('undiscriminating', 'discriminating')",0.2310523,0.2115334,-0.0195189
59,-0.25072724,-0.113537885,"('foolish', 'wise')",-0.2507272,-0.1135379,0.1371893
60,0.85489166,0.94109815,"('inefficient', 'efficient')",0.8548917,0.9410982,0.0862065
61,0.40295866,0.37180957,"('illogical', 'logical')",0.4029587,0.3718096,-0.0311491
62,1.4316969,1.6654464,"('incompetent', 'brilliant')",1.4316969,1.6654464,0.2337495
63,0.5590044,0.7954808,"('unperceptive', 'insightful')",0.5590044,0.7954808,0.2364764
64,-6.195922,-5.967128,"('shy', 'confident')",-6.1959219,-5.9671278,0.2287941
65,0.55517143,0.6429874,"('insecure', 'secure')",0.5551714,0.6429874,0.087816
66,-0.6196214,-0.54979384,"('inactive', 'active')",-0.6196214,-0.5497938,0.0698276
67,-1.0098053,-0.96056104,"('doubtful', 'determined')",-1.0098053,-0.960561,0.0492443
68,-0.39725554,-0.2004223,"('dependent', 'independent')",-0.3972555,-0.2004223,0.1968332
69,-2.3311722,-2.2262895,"('lazy', 'industrious')",-2.3311722,-2.2262895,0.1048827
70,1.6866086,1.7609977,"('lethargic', 'energetic')",1.6866086,1.7609977,0.0743891
71,0.22205089,0.4448706,"('diffident', 'self-confident')",0.2220509,0.4448706,0.2228197
72,1.0731609,1.2403556,"('unambitious', 'ambitious')",1.0731609,1.2403556,0.1671947
73,-2.4630666,-2.362476,"('helpless', 'self-reliant')",-2.4630666,-2.3624761,0.1005905
74,0.31897452,0.23724149,"('undedicated', 'dedicated')",0.3189745,0.2372415,-0.081733
75,-0.9707351,-0.8906825,"('meek', 'impulsive')",-0.9707351,-0.8906825,0.0800526
76,0.6268345,0.4615814,"('anxious', 'daring')",0.6268345,0.4615814,-0.1652531
77,-1.3300116,-1.0596249,"('unmotivated', 'motivated')",-1.3300116,-1.0596249,0.2703867
78,-0.7284698,-0.6054983,"('nonresilient', 'resilient')",-0.7284698,-0.6054983,0.1229715
79,-0.36354613,-0.31962696,"('wavering', 'unwavering')",-0.3635461,-0.319627,0.0439191
80,0.14432462,0.12529491,"('dominated', 'dominating')",0.1443246,0.1252949,-0.0190297
81,0.22957988,0.1992962,"('submissive', 'aggressive')",0.2295799,0.1992962,-0.0302837
82,6.4534645,6.672506,"('poor', 'rich')",6.4534645,6.6725059,0.2190414
83,-0.41845614,-0.28807318,"('powerless', 'powerful')",-0.4184561,-0.2880732,0.1303829
84,0.18322125,0.20832577,"('inferior', 'superior')",0.1832213,0.2083258,0.0251045
85,-1.4433669,-1.5669403,"('insignificant', 'prestigious')",-1.4433669,-1.5669403,-0.1235734
86,0.7851377,0.866669,"('uninfluential', 'influential')",0.7851377,0.866669,0.0815313
87,0.43108752,0.70344114,"('unsuccessful', 'successful')",0.4310875,0.7034411,0.2723536
88,0.20699131,0.29431638,"('low', 'eminent')",0.2069913,0.2943164,0.0873251
