,tummy_male,tummy_female,tuple,average_male,average_female,female-male
76,-0.114506155,-0.20217852,"('anxious', 'daring')",-0.1145062,-0.2021785,-0.0876723
77,-1.5236961,-1.4182535,"('unmotivated', 'motivated')",-1.5236961,-1.4182535,0.1054426
78,0.09287251,0.10581292,"('nonresilient', 'resilient')",0.0928725,0.1058129,0.0129404
79,-0.2211632,-0.14391585,"('wavering', 'unwavering')",-0.2211632,-0.1439158,0.0772474
80,-0.37642145,-0.37525505,"('dominated', 'dominating')",-0.3764215,-0.375255,0.0011665
81,-0.8083153,-0.8307062,"('submissive', 'aggressive')",-0.8083153,-0.8307062,-0.0223909
82,1.6738408,1.4570141,"('poor', 'rich')",1.6738408,1.4570141,-0.2168267
83,0.11698004,0.21568418,"('powerless', 'powerful')",0.11698,0.2156842,0.0987042
84,0.21469538,0.187218,"('inferior', 'superior')",0.2146954,0.187218,-0.0274774
85,-0.069351435,0.019443829,"('insignificant', 'prestigious')",-0.0693514,0.0194438,0.0887952
86,-1.0612432,-1.229706,"('uninfluential', 'influential')",-1.0612432,-1.229706,-0.1684628
87,-0.20816165,-0.27344644,"('unsuccessful', 'successful')",-0.2081617,-0.2734464,-0.0652847
88,-0.050265722,-0.05083581,"('low', 'eminent')",-0.0502657,-0.0508358,-0.0005701
