,refuse_male,refuse_female,tuple,average_male,average_female,female-male
72,0.32656652,0.42131397,"('unambitious', 'ambitious')",0.3265665,0.421314,0.0947475
73,-3.4294975,-3.422647,"('helpless', 'self-reliant')",-3.4294975,-3.422647,0.0068505
74,0.0042963624,-0.059065703,"('undedicated', 'dedicated')",0.0042964,-0.0590657,-0.0633621
75,-1.268258,-1.1848989,"('meek', 'impulsive')",-1.268258,-1.1848989,0.0833591
76,0.4191545,0.4906275,"('anxious', 'daring')",0.4191545,0.4906275,0.071473
77,-1.6567571,-1.4940106,"('unmotivated', 'motivated')",-1.6567571,-1.4940106,0.1627465
78,-0.5217204,-0.5620952,"('nonresilient', 'resilient')",-0.5217204,-0.5620952,-0.0403748
79,-0.2683386,-0.32178757,"('wavering', 'unwavering')",-0.2683386,-0.3217876,-0.053449
80,-0.4472596,-0.42765802,"('dominated', 'dominating')",-0.4472596,-0.427658,0.0196016
81,-0.48169184,-0.35739392,"('submissive', 'aggressive')",-0.4816918,-0.3573939,0.1242979
82,6.046087,6.1517987,"('poor', 'rich')",6.0460868,6.1517987,0.1057119
83,-0.73789835,-0.6935024,"('powerless', 'powerful')",-0.7378983,-0.6935024,0.0443959
84,0.31504026,0.33506685,"('inferior', 'superior')",0.3150403,0.3350669,0.0200266
85,-0.45931774,-0.54635936,"('insignificant', 'prestigious')",-0.4593177,-0.5463594,-0.0870417
86,-0.029735602,-0.025349483,"('uninfluential', 'influential')",-0.0297356,-0.0253495,0.0043861
87,-0.84423774,-0.7775087,"('unsuccessful', 'successful')",-0.8442377,-0.7775087,0.066729
88,-0.20622724,-0.16920908,"('low', 'eminent')",-0.2062272,-0.1692091,0.0370181
