,premeditation_male,premeditation_female,tuple,average_male,average_female,female-male
77,0.1565965,0.040601484,"('unmotivated', 'motivated')",0.1565965,0.0406015,-0.115995
78,-0.95100284,-0.8407244,"('nonresilient', 'resilient')",-0.9510028,-0.8407244,0.1102784
79,0.9354848,0.4993044,"('wavering', 'unwavering')",0.9354848,0.4993044,-0.4361804
80,-0.045548048,-0.024223156,"('dominated', 'dominating')",-0.045548,-0.0242232,0.0213248
81,0.25272518,0.42529848,"('submissive', 'aggressive')",0.2527252,0.4252985,0.1725733
82,3.1772006,3.1830776,"('poor', 'rich')",3.1772006,3.1830776,0.005877
83,0.1031974,0.015428078,"('powerless', 'powerful')",0.1031974,0.0154281,-0.0877693
84,0.49113905,0.43207127,"('inferior', 'superior')",0.4911391,0.4320713,-0.0590678
85,0.9522704,0.3129713,"('insignificant', 'prestigious')",0.9522704,0.3129713,-0.6392991
86,-1.0253295,-1.1183585,"('uninfluential', 'influential')",-1.0253295,-1.1183585,-0.093029
87,0.33154133,0.29861632,"('unsuccessful', 'successful')",0.3315413,0.2986163,-0.032925
88,1.3194119,0.8064744,"('low', 'eminent')",1.3194119,0.8064744,-0.5129375
