,bout_male,bout_female,tuple,average_male,average_female,female-male
70,2.2130923,2.1850634,"('lethargic', 'energetic')",2.2130923,2.1850634,-0.0280289
71,0.2760191,0.41903028,"('diffident', 'self-confident')",0.2760191,0.4190303,0.1430112
72,0.7577662,0.83762145,"('unambitious', 'ambitious')",0.7577662,0.8376215,0.0798553
73,-3.2261438,-3.1687124,"('helpless', 'self-reliant')",-3.2261438,-3.1687124,0.0574314
74,0.25497156,0.22547778,"('undedicated', 'dedicated')",0.2549716,0.2254778,-0.0294938
75,-0.71415544,-0.665797,"('meek', 'impulsive')",-0.7141554,-0.665797,0.0483584
76,1.4926294,1.4402069,"('anxious', 'daring')",1.4926294,1.4402069,-0.0524225
77,-1.071601,-1.0143973,"('unmotivated', 'motivated')",-1.071601,-1.0143973,0.0572037
78,-0.23496363,-0.2938672,"('nonresilient', 'resilient')",-0.2349636,-0.2938672,-0.0589036
79,0.11023762,-0.025820944,"('wavering', 'unwavering')",0.1102376,-0.0258209,-0.1360585
80,0.36005422,0.28249305,"('dominated', 'dominating')",0.3600542,0.2824931,-0.0775611
81,0.74258953,0.8083894,"('submissive', 'aggressive')",0.7425895,0.8083894,0.0657999
82,6.285598,6.5673585,"('poor', 'rich')",6.2855978,6.5673585,0.2817607
83,-0.4914727,-0.45635092,"('powerless', 'powerful')",-0.4914727,-0.4563509,0.0351218
84,-0.17588553,-0.13262387,"('inferior', 'superior')",-0.1758855,-0.1326239,0.0432616
85,-1.3492222,-1.4078678,"('insignificant', 'prestigious')",-1.3492222,-1.4078678,-0.0586456
86,0.6195743,0.6635734,"('uninfluential', 'influential')",0.6195743,0.6635734,0.0439991
87,-0.024286725,0.1476946,"('unsuccessful', 'successful')",-0.0242867,0.1476946,0.1719813
88,0.0130648995,0.04407961,"('low', 'eminent')",0.0130649,0.0440796,0.0310147
