,divorce_male,divorce_female,tuple,average_male,average_female,female-male
58,-0.21157199,-0.330094,"('undiscriminating', 'discriminating')",-0.211572,-0.330094,-0.118522
59,0.17840327,0.47719297,"('foolish', 'wise')",0.1784033,0.477193,0.2987897
60,0.82558423,0.42752713,"('inefficient', 'efficient')",0.8255842,0.4275271,-0.3980571
61,0.42604986,0.09532042,"('illogical', 'logical')",0.4260499,0.0953204,-0.3307295
62,1.2216252,0.9730261,"('incompetent', 'brilliant')",1.2216252,0.9730261,-0.2485991
63,0.5002749,0.3108664,"('unperceptive', 'insightful')",0.5002749,0.3108664,-0.1894085
64,-6.14179,-6.115543,"('shy', 'confident')",-6.1417899,-6.1155429,0.026247
65,0.33119828,0.07517297,"('insecure', 'secure')",0.3311983,0.075173,-0.2560253
66,-0.36595052,-0.3541104,"('inactive', 'active')",-0.3659505,-0.3541104,0.0118401
67,-0.5200944,-0.46900114,"('doubtful', 'determined')",-0.5200944,-0.4690011,0.0510933
68,-0.26515794,-0.42803717,"('dependent', 'independent')",-0.2651579,-0.4280372,-0.1628793
69,-1.7288743,-1.6198975,"('lazy', 'industrious')",-1.7288743,-1.6198975,0.1089768
70,1.1541758,0.9273706,"('lethargic', 'energetic')",1.1541758,0.9273706,-0.2268052
71,0.72953063,0.7989996,"('diffident', 'self-confident')",0.7295306,0.7989996,0.069469
72,1.0217044,0.9561564,"('unambitious', 'ambitious')",1.0217044,0.9561564,-0.065548
73,-3.2898288,-3.203078,"('helpless', 'self-reliant')",-3.2898288,-3.203078,0.0867508
74,-0.12586333,-0.20779642,"('undedicated', 'dedicated')",-0.1258633,-0.2077964,-0.0819331
75,-0.81513,-0.49574143,"('meek', 'impulsive')",-0.81513,-0.4957414,0.3193886
76,0.50395054,0.2112948,"('anxious', 'daring')",0.5039505,0.2112948,-0.2926557
77,-1.0274211,-1.1820618,"('unmotivated', 'motivated')",-1.0274211,-1.1820618,-0.1546407
78,-0.41201183,-0.56674796,"('nonresilient', 'resilient')",-0.4120118,-0.566748,-0.1547362
79,-0.32959536,-0.0058803447,"('wavering', 'unwavering')",-0.3295954,-0.0058803,0.3237151
80,-0.47479862,-0.7325003,"('dominated', 'dominating')",-0.4747986,-0.7325003,-0.2577017
81,-0.40821582,-0.67002434,"('submissive', 'aggressive')",-0.4082158,-0.6700243,-0.2618085
82,6.8833666,6.774947,"('poor', 'rich')",6.8833666,6.7749472,-0.1084194
83,-0.543017,-0.5296866,"('powerless', 'powerful')",-0.543017,-0.5296866,0.0133304
84,0.3169879,0.32804066,"('inferior', 'superior')",0.3169879,0.3280407,0.0110528
85,-1.1521634,-0.96740127,"('insignificant', 'prestigious')",-1.1521634,-0.9674013,0.1847621
86,0.41768652,0.2885076,"('uninfluential', 'influential')",0.4176865,0.2885076,-0.1291789
87,0.15909097,0.16149844,"('unsuccessful', 'successful')",0.159091,0.1614984,0.0024074
88,-0.09521182,-0.10263827,"('low', 'eminent')",-0.0952118,-0.1026383,-0.0074265
