,deed_male,deed_female,tuple,average_male,average_female,female-male
74,-0.6767077,-0.6612217,"('undedicated', 'dedicated')",-0.6767077,-0.6612217,0.015486
75,-0.5626866,-0.5137781,"('meek', 'impulsive')",-0.5626866,-0.5137781,0.0489085
76,0.23425159,0.32737094,"('anxious', 'daring')",0.2342516,0.3273709,0.0931193
77,-1.4020677,-1.2100599,"('unmotivated', 'motivated')",-1.4020677,-1.2100599,0.1920078
78,-0.96749073,-0.9646934,"('nonresilient', 'resilient')",-0.9674907,-0.9646934,0.0027973
79,0.557907,0.47490895,"('wavering', 'unwavering')",0.557907,0.4749089,-0.0829981
80,-0.81122893,-0.7862636,"('dominated', 'dominating')",-0.8112289,-0.7862636,0.0249653
81,-1.1371546,-0.92364264,"('submissive', 'aggressive')",-1.1371546,-0.9236426,0.213512
82,5.7985387,5.906625,"('poor', 'rich')",5.7985387,5.9066248,0.1080861
83,-0.6106982,-0.50550157,"('powerless', 'powerful')",-0.6106982,-0.5055016,0.1051966
84,0.38385132,0.3523761,"('inferior', 'superior')",0.3838513,0.3523761,-0.0314752
85,0.24723214,0.114797324,"('insignificant', 'prestigious')",0.2472321,0.1147973,-0.1324348
86,-0.44385785,-0.43620935,"('uninfluential', 'influential')",-0.4438578,-0.4362094,0.0076484
87,-0.9969691,-0.8596996,"('unsuccessful', 'successful')",-0.9969691,-0.8596996,0.1372695
88,0.02316751,0.09839262,"('low', 'eminent')",0.0231675,0.0983926,0.0752251
