,mass_male,mass_female,tuple,average_male,average_female,female-male
65,0.13976564,0.18887097,"('insecure', 'secure')",0.1397656,0.188871,0.0491054
66,-0.19222891,-0.34275675,"('inactive', 'active')",-0.1922289,-0.3427567,-0.1505278
67,-0.42301485,-0.36511612,"('doubtful', 'determined')",-0.4230148,-0.3651161,0.0578987
68,-1.0138842,-0.9189028,"('dependent', 'independent')",-1.0138842,-0.9189028,0.0949814
69,-1.3933434,-1.472332,"('lazy', 'industrious')",-1.3933434,-1.472332,-0.0789886
70,1.2234957,1.1831576,"('lethargic', 'energetic')",1.2234957,1.1831576,-0.0403381
71,0.47399682,0.4266435,"('diffident', 'self-confident')",0.4739968,0.4266435,-0.0473533
72,0.66963446,0.77691925,"('unambitious', 'ambitious')",0.6696345,0.7769192,0.1072847
73,-2.6066322,-2.6291924,"('helpless', 'self-reliant')",-2.6066322,-2.6291924,-0.0225602
74,0.00029534474,-0.11035118,"('undedicated', 'dedicated')",0.0002953,-0.1103512,-0.1106465
75,-0.7679249,-0.73371714,"('meek', 'impulsive')",-0.7679249,-0.7337171,0.0342078
76,0.19261746,0.27273977,"('anxious', 'daring')",0.1926175,0.2727398,0.0801223
77,-1.2110015,-0.9955733,"('unmotivated', 'motivated')",-1.2110015,-0.9955733,0.2154282
78,-0.96163774,-0.96259016,"('nonresilient', 'resilient')",-0.9616377,-0.9625902,-0.0009525
79,-0.24010281,-0.22632219,"('wavering', 'unwavering')",-0.2401028,-0.2263222,0.0137806
80,-0.04579606,-0.15140676,"('dominated', 'dominating')",-0.0457961,-0.1514068,-0.1056107
81,-0.04469222,0.04775849,"('submissive', 'aggressive')",-0.0446922,0.0477585,0.0924507
82,5.748174,6.0146074,"('poor', 'rich')",5.7481742,6.0146074,0.2664332
83,-0.2768711,-0.26822007,"('powerless', 'powerful')",-0.2768711,-0.2682201,0.008651
84,0.25432068,0.22900133,"('inferior', 'superior')",0.2543207,0.2290013,-0.0253194
85,-0.6152785,-0.69541377,"('insignificant', 'prestigious')",-0.6152785,-0.6954138,-0.0801353
86,0.39931577,0.29732713,"('uninfluential', 'influential')",0.3993158,0.2973271,-0.1019887
87,-0.10507971,-0.11021269,"('unsuccessful', 'successful')",-0.1050797,-0.1102127,-0.005133
88,-0.30879515,-0.16703112,"('low', 'eminent')",-0.3087952,-0.1670311,0.1417641
