,great-grandfather_male,great-grandfather_female,tuple,average_male,average_female,female-male
72,0.5668523,0.62786156,"('unambitious', 'ambitious')",0.5668523,0.6278616,0.0610093
73,1.4075326,1.6211865,"('helpless', 'self-reliant')",1.4075326,1.6211865,0.2136539
74,0.28992656,0.1384775,"('undedicated', 'dedicated')",0.2899266,0.1384775,-0.1514491
75,0.88427424,0.8483213,"('meek', 'impulsive')",0.8842742,0.8483213,-0.0359529
76,-0.22062644,-0.11187157,"('anxious', 'daring')",-0.2206264,-0.1118716,0.1087548
77,-1.2651771,-1.076171,"('unmotivated', 'motivated')",-1.2651771,-1.076171,0.1890061
78,-0.9089456,-0.966648,"('nonresilient', 'resilient')",-0.9089456,-0.966648,-0.0577024
79,1.3002657,0.88905275,"('wavering', 'unwavering')",1.3002657,0.8890527,-0.411213
80,0.9951947,0.88937896,"('dominated', 'dominating')",0.9951947,0.889379,-0.1058157
81,-1.0639595,-0.85287505,"('submissive', 'aggressive')",-1.0639595,-0.8528751,0.2110844
82,1.5397742,1.4443427,"('poor', 'rich')",1.5397742,1.4443427,-0.0954315
83,0.67149997,0.28834015,"('powerless', 'powerful')",0.6715,0.2883402,-0.3831598
84,1.144318,1.1500267,"('inferior', 'superior')",1.144318,1.1500267,0.0057087
85,0.44528833,0.21017167,"('insignificant', 'prestigious')",0.4452883,0.2101717,-0.2351166
86,-0.5338056,-0.8422208,"('uninfluential', 'influential')",-0.5338056,-0.8422208,-0.3084152
87,-0.6480237,-0.51579475,"('unsuccessful', 'successful')",-0.6480237,-0.5157948,0.1322289
88,0.4610858,0.26100194,"('low', 'eminent')",0.4610858,0.2610019,-0.2000839
