,founder_male,founder_female,tuple,average_male,average_female,female-male
65,1.0701315,0.8575206,"('insecure', 'secure')",1.0701315,0.8575206,-0.2126109
66,-0.7625588,-0.7876186,"('inactive', 'active')",-0.7625588,-0.7876186,-0.0250598
67,-0.039734915,0.06688041,"('doubtful', 'determined')",-0.0397349,0.0668804,0.1066153
68,-0.47286785,-0.54548496,"('dependent', 'independent')",-0.4728678,-0.545485,-0.0726172
69,-2.5670793,-2.409753,"('lazy', 'industrious')",-2.5670793,-2.4097531,0.1573262
70,1.8770051,1.606511,"('lethargic', 'energetic')",1.8770051,1.606511,-0.2704941
71,0.379029,0.4550276,"('diffident', 'self-confident')",0.379029,0.4550276,0.0759986
72,0.49530157,0.5573985,"('unambitious', 'ambitious')",0.4953016,0.5573985,0.0620969
73,-3.095121,-2.9446044,"('helpless', 'self-reliant')",-3.0951209,-2.9446044,0.1505165
74,0.21610068,0.08217044,"('undedicated', 'dedicated')",0.2161007,0.0821704,-0.1339303
75,-1.5107358,-1.252291,"('meek', 'impulsive')",-1.5107358,-1.252291,0.2584448
76,0.6516585,0.5233007,"('anxious', 'daring')",0.6516585,0.5233007,-0.1283578
77,-0.16921309,-0.28605688,"('unmotivated', 'motivated')",-0.1692131,-0.2860569,-0.1168438
78,-0.494034,-0.5879183,"('nonresilient', 'resilient')",-0.494034,-0.5879183,-0.0938843
79,-1.2783775,-1.2397518,"('wavering', 'unwavering')",-1.2783775,-1.2397518,0.0386257
80,0.55007493,0.28921634,"('dominated', 'dominating')",0.5500749,0.2892163,-0.2608586
81,0.66997635,0.51446563,"('submissive', 'aggressive')",0.6699764,0.5144656,-0.1555108
82,6.0889645,6.209157,"('poor', 'rich')",6.0889645,6.209157,0.1201925
83,-0.09366231,-0.21417177,"('powerless', 'powerful')",-0.0936623,-0.2141718,-0.1205095
84,-0.22168574,-0.12407261,"('inferior', 'superior')",-0.2216857,-0.1240726,0.0976131
85,-1.4573152,-1.4607046,"('insignificant', 'prestigious')",-1.4573152,-1.4607046,-0.0033894
86,1.2991631,1.0399227,"('uninfluential', 'influential')",1.2991631,1.0399227,-0.2592404
87,0.045127705,-0.050441843,"('unsuccessful', 'successful')",0.0451277,-0.0504418,-0.0955695
88,0.7389629,0.40361142,"('low', 'eminent')",0.7389629,0.4036114,-0.3353515
